date,pe_10
"March 19, 2020",27.36
"March 18, 2020",29.03
"March 17, 2020",27.76
"March 16, 2020",25.07
"March 13, 2020",28.61
"March 12, 2020",27.11
"March 11, 2020",31.08
"March 10, 2020",31.97
"March 9, 2020",30.65
"March 6, 2020",33.30
"March 5, 2020",33.50
"March 4, 2020",35.00
"March 3, 2020",32.86
"March 2, 2020",33.20
"Feb. 28, 2020",32.20
"Feb. 27, 2020",33.49
"Feb. 26, 2020",34.91
"Feb. 25, 2020",34.86
"Feb. 24, 2020",36.51
"Feb. 21, 2020",37.25
"Feb. 20, 2020",37.09
"Feb. 19, 2020",37.83
"Feb. 18, 2020",37.92
"Feb. 14, 2020",38.12
"Feb. 13, 2020",37.85
"Feb. 12, 2020",38.01
"Feb. 11, 2020",38.30
"Feb. 10, 2020",38.29
"Feb. 7, 2020",38.24
"Feb. 6, 2020",38.22
"Feb. 5, 2020",37.89
"Feb. 4, 2020",37.51
"Feb. 3, 2020",36.91
"Jan. 31, 2020",37.28
"Jan. 30, 2020",37.95
"Jan. 29, 2020",37.77
"Jan. 28, 2020",38.06
"Jan. 27, 2020",37.65
"Jan. 24, 2020",37.66
"Jan. 23, 2020",37.33
"Jan. 22, 2020",36.95
"Jan. 21, 2020",37.10
"Jan. 17, 2020",37.06
"Jan. 16, 2020",37.07
"Jan. 15, 2020",36.65
"Jan. 14, 2020",36.23
"Jan. 13, 2020",36.48
"Jan. 10, 2020",36.03
"Jan. 9, 2020",36.13
"Jan. 8, 2020",35.79
"Jan. 7, 2020",36.09
"Jan. 6, 2020",35.97
"Jan. 3, 2020",36.02
"Jan. 2, 2020",34.77
"Dec. 31, 2019",33.90
"Dec. 30, 2019",35.22
"Dec. 27, 2019",35.37
"Dec. 26, 2019",35.25
"Dec. 24, 2019",35.06
"Dec. 23, 2019",35.22
"Dec. 20, 2019",34.73
"Dec. 19, 2019",34.43
"Dec. 18, 2019",34.20
"Dec. 17, 2019",34.77
"Dec. 16, 2019",34.68
"Dec. 13, 2019",34.73
"Dec. 12, 2019",34.51
"Dec. 11, 2019",34.71
"Dec. 10, 2019",34.55
