date,ohlson_score
"Dec. 31, 2019",2.128
"Sept. 30, 2019",1.882
"June 30, 2019",2.254
"March 31, 2019",2.092
"Dec. 31, 2018",2.545
"Sept. 30, 2018",2.492
"June 30, 2018",2.615
"March 31, 2018",1.760
"Dec. 31, 2017",1.462
"Sept. 30, 2017",2.244
"June 30, 2017",2.292
"March 31, 2017",2.394
"Dec. 31, 2016",3.299
"Sept. 30, 2016",1.961
"June 30, 2016",2.339
"March 31, 2016",2.371
"Dec. 31, 2015",2.328
"Sept. 30, 2015",2.316
"June 30, 2015",2.175
"March 31, 2015",2.054
"Dec. 31, 2014",2.228
"Sept. 30, 2014",2.047
"June 30, 2014",2.079
"March 31, 2014",1.708
"Dec. 31, 2013",2.343
"Sept. 30, 2013",2.558
"June 30, 2013",2.579
"March 31, 2013",2.558
"Dec. 31, 2012",2.929
"Sept. 30, 2012",2.337
"June 30, 2012",2.301
"March 31, 2012",2.502
"Dec. 31, 2011",2.632
"Sept. 30, 2011",2.278
"June 30, 2011",2.099
"March 31, 2011",2.562
"Dec. 31, 2010",2.024
"Sept. 30, 2010",2.362
"June 30, 2010",1.956
"March 31, 2010",2.333
"Dec. 31, 2009",2.118
"Sept. 30, 2009",2.317
"June 30, 2009",2.380
"March 31, 2009",2.571
"Dec. 31, 2008",2.419
"Sept. 30, 2008",1.090
"June 30, 2008",1.053
"March 31, 2008",1.029
"Dec. 31, 2007",0.9035
"Sept. 30, 2007",1.424
"June 30, 2007",1.448
"March 31, 2007",1.535
"Dec. 31, 2006",1.486
"Sept. 30, 2006",1.317
"June 30, 2006",1.381
"March 31, 2006",1.254
"Dec. 31, 2005",1.176
"Sept. 30, 2005",1.322
"June 30, 2005",1.163
"March 31, 2005",1.331
"Dec. 31, 2004",1.419
"Sept. 30, 2004",1.338
"June 30, 2004",1.399
"March 31, 2004",1.572
"Dec. 31, 2003",1.415
"Sept. 30, 2003",1.634
"June 30, 2003",1.673
"March 31, 2003",0.4995
"Dec. 31, 2002",0.8866
"Sept. 30, 2002",1.601
"June 30, 2002",1.381
"March 31, 2002",-2.440
"Dec. 31, 2001",1.217
"Sept. 30, 2001",1.367
"June 30, 2001",1.496
"March 31, 2001",1.618
"Dec. 31, 2000",-3.093
"Sept. 30, 2000",1.072
"June 30, 2000",1.917
"March 31, 2000",3.972
"Dec. 31, 1999",1.626
"Sept. 30, 1999",1.353
"June 30, 1999",2.442
"March 31, 1999",0.7132
"Dec. 31, 1998",2.723
"Sept. 30, 1998",1.786
"June 30, 1998",1.890
"March 31, 1998",2.175
"Dec. 31, 1997",1.970
"Sept. 30, 1997",1.467
"June 30, 1997",1.568
"March 31, 1997",1.972
"Dec. 31, 1996",1.442
"Sept. 30, 1996",1.496
"June 30, 1996",1.545
"March 31, 1996",0.7775
"Dec. 31, 1995",0.7006
"Sept. 30, 1995",0.4369
