date,days_inventory_outstanding
"Dec. 31, 2019",23.53
"Sept. 30, 2019",24.62
"June 30, 2019",25.26
"March 31, 2019",23.59
"Dec. 31, 2018",22.13
"Sept. 30, 2018",22.41
"June 30, 2018",24.63
"March 31, 2018",27.78
"Dec. 31, 2017",28.88
"Sept. 30, 2017",41.39
"June 30, 2017",41.89
"March 31, 2017",45.34
"Dec. 31, 2016",35.90
"Sept. 30, 2016",44.82
"June 30, 2016",45.68
"March 31, 2016",49.84
"Dec. 31, 2015",35.63
"Sept. 30, 2015",31.96
"June 30, 2015",27.18
"March 31, 2015",30.38
"Dec. 31, 2014",42.10
"Sept. 30, 2014",25.71
"June 30, 2014",25.62
"March 31, 2014",29.14
"Dec. 31, 2013",25.80
"Sept. 30, 2013",26.11
"June 30, 2013",25.94
"March 31, 2013",26.61
"Dec. 31, 2012",23.95
"Sept. 30, 2012",22.75
"June 30, 2012",20.80
"March 31, 2012",21.57
"Dec. 31, 2011",17.64
"Sept. 30, 2011",16.47
"June 30, 2011",19.31
"March 31, 2011",21.58
"Dec. 31, 2010",17.79
"Sept. 30, 2010",19.25
"June 30, 2010",21.55
"March 31, 2010",22.52
"Dec. 31, 2009",17.83
"Sept. 30, 2009",18.34
"June 30, 2009",17.11
"March 31, 2009",18.62
"Dec. 31, 2008",19.34
"Sept. 30, 2008",16.21
"June 30, 2008",15.02
"March 31, 2008",17.08
"Dec. 31, 2007",14.58
"Sept. 30, 2007",12.68
"June 30, 2007",13.09
"March 31, 2007",16.54
"Dec. 31, 2006",17.17
"Sept. 30, 2006",20.29
"June 30, 2006",18.99
"March 31, 2006",20.71
"Dec. 31, 2005",17.13
"Sept. 30, 2005",18.09
"June 30, 2005",18.68
"March 31, 2005",20.93
"Dec. 31, 2004",17.55
"Sept. 30, 2004",22.17
"June 30, 2004",23.67
"March 31, 2004",26.47
"Dec. 31, 2003",24.41
"Sept. 30, 2003",25.49
"June 30, 2003",25.76
"March 31, 2003",29.90
"Dec. 31, 2002",28.13
"Sept. 30, 2002",40.84
"June 30, 2002",49.15
"March 31, 2002",51.91
"Dec. 31, 2001",42.35
"Sept. 30, 2001",52.88
"June 30, 2001",56.83
"March 31, 2001",76.54
"Dec. 31, 2000",52.13
"Sept. 30, 2000",69.10
"June 30, 2000",62.47
"March 31, 2000",68.09
"Dec. 31, 1999",59.19
"Sept. 30, 1999",65.71
"June 30, 1999",61.23
"March 31, 1999",66.04
"Dec. 31, 1998",52.36
"Sept. 30, 1998",70.82
"June 30, 1998",59.48
"March 31, 1998",55.13
"Dec. 31, 1997",43.79
"Sept. 30, 1997",59.71
"June 30, 1997",51.62
"March 31, 1997",48.25
"Dec. 31, 1996",38.25
"Sept. 30, 1996",44.22
"June 30, 1996",42.31
"March 31, 1996",56.05
"Dec. 31, 1995",49.80
"Sept. 30, 1995",56.86
"June 30, 1995",53.96
"March 31, 1995",53.93
