date,sales_est_0q
"March 11, 2020",15.11B
"March 3, 2020",15.11B
"Feb. 7, 2020",15.10B
"Feb. 2, 2020",15.08B
"Jan. 30, 2020",15.06B
"Jan. 29, 2020",15.02B
"Jan. 28, 2020",14.90B
"Jan. 27, 2020",14.95B
"Jan. 17, 2020",14.96B
"Jan. 9, 2020",14.96B
"Dec. 31, 2019",15.30B
"Dec. 4, 2019",15.26B
"Nov. 7, 2019",15.26B
"Nov. 4, 2019",15.26B
"Oct. 28, 2019",15.33B
"Oct. 27, 2019",15.34B
"Oct. 23, 2019",15.35B
"Oct. 22, 2019",15.47B
"Oct. 18, 2019",15.60B
"Oct. 10, 2019",15.58B
"Oct. 9, 2019",15.58B
"Oct. 1, 2019",15.57B
"Sept. 30, 2019",14.87B
"Sept. 4, 2019",14.87B
"Aug. 8, 2019",14.93B
"July 30, 2019",14.93B
"July 28, 2019",14.97B
"July 24, 2019",14.99B
"July 23, 2019",14.68B
"July 22, 2019",14.42B
"July 16, 2019",14.43B
"July 15, 2019",14.42B
"July 9, 2019",14.42B
"June 30, 2019",14.20B
"June 3, 2019",14.16B
"May 13, 2019",14.17B
"April 28, 2019",14.18B
"April 26, 2019",14.18B
"April 24, 2019",14.17B
"April 23, 2019",14.20B
"April 18, 2019",14.10B
"April 17, 2019",14.10B
"April 12, 2019",14.09B
"April 5, 2019",14.09B
"April 2, 2019",14.12B
"March 31, 2019",12.56B
"Feb. 28, 2019",12.46B
"Feb. 20, 2019",12.45B
"Feb. 14, 2019",12.45B
"Feb. 3, 2019",12.49B
"Jan. 30, 2019",12.49B
"Jan. 29, 2019",12.58B
"Jan. 18, 2019",12.50B
"Jan. 10, 2019",12.43B
"Jan. 9, 2019",12.43B
"Dec. 31, 2018",13.75B
"Dec. 14, 2018",13.72B
"Nov. 14, 2018",13.72B
"Nov. 2, 2018",13.72B
"Oct. 29, 2018",13.72B
"Oct. 25, 2018",13.80B
"Oct. 24, 2018",13.81B
"Oct. 23, 2018",14.42B
"Oct. 16, 2018",14.64B
"Oct. 15, 2018",14.64B
"Oct. 10, 2018",14.62B
"Sept. 30, 2018",13.09B
"Sept. 28, 2018",13.02B
"Aug. 25, 2018",13.03B
"Aug. 14, 2018",13.04B
"Aug. 7, 2018",13.00B
"July 25, 2018",13.00B
"July 24, 2018",13.00B
"July 20, 2018",12.62B
"July 18, 2018",12.69B
"July 17, 2018",12.68B
"July 12, 2018",12.69B
"June 30, 2018",12.72B
"June 21, 2018",12.73B
"June 11, 2018",12.73B
"May 1, 2018",12.71B
"April 27, 2018",12.71B
"April 25, 2018",12.71B
"April 24, 2018",12.69B
"April 19, 2018",12.65B
"April 10, 2018",12.63B
"April 9, 2018",12.64B
"April 6, 2018",12.64B
"March 31, 2018",11.25B
"March 23, 2018",11.31B
"Feb. 5, 2018",11.28B
"Feb. 1, 2018",11.24B
"Jan. 31, 2018",11.25B
"Jan. 30, 2018",11.27B
"Jan. 29, 2018",11.22B
"Jan. 23, 2018",11.36B
"Jan. 8, 2018",11.36B
"Jan. 3, 2018",11.40B
