date,tobin_q
"Dec. 31, 2019",2.476
"Sept. 30, 2019",2.394
"June 30, 2019",2.348
"March 31, 2019",1.988
"Dec. 31, 2018",1.882
"Sept. 30, 2018",2.412
"June 30, 2018",2.105
"March 31, 2018",2.276
"Dec. 31, 2017",2.154
"Sept. 30, 2017",2.025
"June 30, 2017",1.874
"March 31, 2017",1.817
"Dec. 31, 2016",1.756
"Sept. 30, 2016",1.679
"June 30, 2016",1.766
"March 31, 2016",1.613
"Dec. 31, 2015",1.620
"Sept. 30, 2015",1.744
"June 30, 2015",1.581
"March 31, 2015",1.727
"Dec. 31, 2014",1.776
"Sept. 30, 2014",1.688
"June 30, 2014",1.481
"March 31, 2014",1.509
"Dec. 31, 2013",1.428
"Sept. 30, 2013",1.161
"June 30, 2013",0.9968
"March 31, 2013",0.8801
"Dec. 31, 2012",0.8817
"Sept. 30, 2012",0.8511
"June 30, 2012",0.8352
"March 31, 2012",0.8684
"Dec. 31, 2011",0.8079
"Sept. 30, 2011",0.7604
"June 30, 2011",0.8485
"March 31, 2011",0.8352
"Dec. 31, 2010",0.7933
"Sept. 30, 2010",0.7985
"June 30, 2010",0.8188
"March 31, 2010",0.9254
"Dec. 31, 2009",0.8938
"Sept. 30, 2009",0.9075
"June 30, 2009",0.9755
"March 31, 2009",0.8717
"Dec. 31, 2008",1.099
"Sept. 30, 2008",1.604
"June 30, 2008",1.455
"March 31, 2008",1.490
"Dec. 31, 2007",1.603
"Sept. 30, 2007",1.610
"June 30, 2007",1.418
"March 31, 2007",1.531
"Dec. 31, 2006",1.507
"Sept. 30, 2006",1.386
"June 30, 2006",1.199
"March 31, 2006",1.257
"Dec. 31, 2005",1.135
"Sept. 30, 2005",1.096
"June 30, 2005",1.177
"March 31, 2005",1.139
"Dec. 31, 2004",1.144
"Sept. 30, 2004",1.092
"June 30, 2004",1.066
"March 31, 2004",0.9432
"Dec. 31, 2003",1.091
"Sept. 30, 2003",1.024
"June 30, 2003",1.063
"March 31, 2003",1.064
"Dec. 31, 2002",1.176
"Sept. 30, 2002",1.193
"June 30, 2002",1.297
"March 31, 2002",1.139
"Dec. 31, 2001",0.9773
"Sept. 30, 2001",0.9049
"June 30, 2001",0.8202
"March 31, 2001",0.7611
"Dec. 31, 2000",0.6803
"Sept. 30, 2000",0.6866
"June 30, 2000",0.6415
"March 31, 2000",0.5888
"Dec. 31, 1999",0.6032
"Sept. 30, 1999",0.7785
"June 30, 1999",0.8246
"March 31, 1999",0.8239
"Dec. 31, 1998",0.8796
"Sept. 30, 1998",0.9568
"June 30, 1998",1.008
"March 31, 1998",1.067
"Dec. 31, 1997",1.015
"Sept. 30, 1997",1.006
"June 30, 1997",0.9998
"March 31, 1997",0.8921
"Dec. 31, 1996",0.9195
"Sept. 30, 1996",0.9017
"June 30, 1996",0.8895
"March 31, 1996",0.9227
"Dec. 31, 1995",0.9504
"Sept. 30, 1995",0.8285
"June 30, 1995",0.8032
"March 31, 1995",0.7076
