date,historical_daily_var_5_all
"Feb. 29, 2020",2.34%
"Jan. 31, 2020",2.33%
"Dec. 31, 2019",2.33%
"Nov. 30, 2019",2.34%
"Oct. 31, 2019",2.34%
"Sept. 30, 2019",2.35%
"Aug. 31, 2019",2.35%
"July 31, 2019",2.36%
"June 30, 2019",2.36%
"May 31, 2019",2.36%
"April 30, 2019",2.37%
"March 31, 2019",2.38%
"Feb. 28, 2019",2.38%
"Jan. 31, 2019",2.38%
"Dec. 31, 2018",2.38%
"Nov. 30, 2018",2.37%
"Oct. 31, 2018",2.37%
"Sept. 30, 2018",2.36%
"Aug. 31, 2018",2.36%
"July 31, 2018",2.36%
"June 30, 2018",2.37%
"May 31, 2018",2.38%
"April 30, 2018",2.38%
"March 31, 2018",2.37%
"Feb. 28, 2018",2.36%
"Jan. 31, 2018",2.36%
"Dec. 31, 2017",2.36%
"Nov. 30, 2017",2.37%
"Oct. 31, 2017",2.38%
"Sept. 30, 2017",2.38%
"Aug. 31, 2017",2.38%
"July 31, 2017",2.38%
"June 30, 2017",2.39%
"May 31, 2017",2.40%
"April 30, 2017",2.40%
"March 31, 2017",2.41%
"Feb. 28, 2017",2.41%
"Jan. 31, 2017",2.42%
"Dec. 31, 2016",2.42%
"Nov. 30, 2016",2.42%
"Oct. 31, 2016",2.42%
"Sept. 30, 2016",2.42%
"Aug. 31, 2016",2.42%
"July 31, 2016",2.42%
"June 30, 2016",2.43%
"May 31, 2016",2.43%
"April 30, 2016",2.44%
"March 31, 2016",2.45%
"Feb. 29, 2016",2.46%
"Jan. 31, 2016",2.46%
"Dec. 31, 2015",2.46%
"Nov. 30, 2015",2.47%
"Oct. 31, 2015",2.47%
"Sept. 30, 2015",2.48%
"Aug. 31, 2015",2.49%
"July 31, 2015",2.49%
"June 30, 2015",2.49%
"May 31, 2015",2.50%
"April 30, 2015",2.50%
"March 31, 2015",2.51%
"Feb. 28, 2015",2.51%
"Jan. 31, 2015",2.52%
"Dec. 31, 2014",2.52%
"Nov. 30, 2014",2.52%
"Oct. 31, 2014",2.53%
"Sept. 30, 2014",2.53%
"Aug. 31, 2014",2.54%
"July 31, 2014",2.55%
"June 30, 2014",2.56%
"May 31, 2014",2.56%
"April 30, 2014",2.56%
"March 31, 2014",2.56%
"Feb. 28, 2014",2.56%
"Jan. 31, 2014",2.56%
"Dec. 31, 2013",2.56%
"Nov. 30, 2013",2.56%
"Oct. 31, 2013",2.56%
"Sept. 30, 2013",2.56%
"Aug. 31, 2013",2.57%
"July 31, 2013",2.57%
"June 30, 2013",2.58%
"May 31, 2013",2.59%
"April 30, 2013",2.60%
"March 31, 2013",2.61%
"Feb. 28, 2013",2.61%
