Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
02/28/2020,03/02/2020,03/27/2020,01/24/2020,Normal,2.40
11/29/2019,12/02/2019,12/27/2019,09/26/2019,Normal,2.40
08/30/2019,09/03/2019,09/27/2019,06/27/2019,Normal,2.20
05/31/2019,06/03/2019,06/28/2019,04/24/2019,Normal,2.20
02/28/2019,03/01/2019,03/29/2019,01/24/2019,Normal,2.20
11/30/2018,12/03/2018,12/28/2018,09/27/2018,Normal,2.20
08/31/2018,09/04/2018,09/28/2018,06/29/2018,Normal,2.00
05/31/2018,06/01/2018,06/22/2018,04/25/2018,Normal,2.00
02/28/2018,03/01/2018,03/23/2018,01/24/2018,Normal,2.00
11/30/2017,12/01/2017,12/29/2017,09/28/2017,Normal,2.00
08/30/2017,09/01/2017,09/22/2017,06/27/2017,Normal,1.82
05/30/2017,06/01/2017,06/23/2017,04/26/2017,Normal,1.82
02/27/2017,03/01/2017,03/24/2017,01/27/2017,Normal,1.82
11/29/2016,12/01/2016,12/30/2016,09/22/2016,Normal,1.82
08/30/2016,09/01/2016,09/23/2016,06/23/2016,Normal,1.65
05/27/2016,06/01/2016,06/24/2016,04/27/2016,Normal,1.65
02/26/2016,03/01/2016,03/24/2016,01/28/2016,Normal,1.65
11/27/2015,12/01/2015,12/24/2015,09/24/2015,Normal,1.65
08/28/2015,09/01/2015,09/25/2015,06/25/2015,Normal,1.50
05/28/2015,06/01/2015,06/26/2015,04/23/2015,Normal,1.50
02/26/2015,03/02/2015,03/27/2015,01/30/2015,Normal,1.50
11/26/2014,12/01/2014,12/26/2014,09/25/2014,Normal,1.50
08/28/2014,09/02/2014,09/26/2014,06/26/2014,Normal,1.33
05/29/2014,06/02/2014,06/27/2014,04/24/2014,Normal,1.33
02/27/2014,03/03/2014,03/28/2014,01/23/2014,Normal,1.33
11/27/2013,12/02/2013,12/27/2013,09/26/2013,Normal,1.33
08/29/2013,09/03/2013,09/27/2013,06/27/2013,Normal,1.15
05/30/2013,06/03/2013,06/28/2013,04/27/2013,Normal,1.15
02/27/2013,03/01/2013,03/29/2013,01/24/2013,Normal,1.15
11/29/2012,12/03/2012,12/28/2012,09/28/2012,Normal,1.15
08/30/2012,09/04/2012,09/28/2012,06/29/2012,Normal,1.00
05/30/2012,06/01/2012,06/22/2012,04/27/2012,Normal,1.00
02/28/2012,03/01/2012,03/23/2012,01/30/2012,Normal,1.00
11/29/2011,12/01/2011,12/30/2011,09/23/2011,Normal,1.00
08/30/2011,09/01/2011,09/23/2011,06/24/2011,Normal,0.75
05/27/2011,06/01/2011,06/24/2011,04/29/2011,Normal,0.75
02/25/2011,03/01/2011,03/25/2011,01/28/2011,Normal,0.75
11/29/2010,12/01/2010,12/31/2010,09/24/2010,Normal,0.75
08/30/2010,09/01/2010,09/24/2010,06/25/2010,Normal,0.63
05/27/2010,06/01/2010,06/25/2010,04/23/2010,Normal,0.63
02/25/2010,03/01/2010,03/26/2010,01/29/2010,Normal,0.63
11/27/2009,12/01/2009,12/31/2009,09/25/2009,Normal,0.63
08/28/2009,09/01/2009,09/25/2009,06/26/2009,Normal,0.57
05/28/2009,06/01/2009,06/26/2009,04/24/2009,Normal,0.57
02/26/2009,03/02/2009,03/27/2009,01/23/2009,Normal,0.57
11/26/2008,12/01/2008,12/26/2008,09/26/2008,Normal,0.57
08/28/2008,09/02/2008,09/26/2008,06/27/2008,Normal,0.42
05/29/2008,06/02/2008,06/27/2008,04/24/2008,Normal,0.42
02/28/2008,03/03/2008,03/28/2008,01/24/2008,Normal,0.42
11/29/2007,12/03/2007,12/28/2007,09/27/2007,Normal,0.42
08/30/2007,09/04/2007,09/28/2007,06/28/2007,Normal,0.35
05/30/2007,06/01/2007,06/22/2007,04/26/2007,Normal,0.35
02/27/2007,03/01/2007,03/30/2007,01/25/2007,Normal,0.35
11/29/2006,12/01/2006,12/29/2006,09/28/2006,Normal,0.35
08/30/2006,09/01/2006,09/29/2006,06/22/2006,Normal,0.30
05/30/2006,06/01/2006,06/30/2006,04/27/2006,Normal,0.30
02/27/2006,03/01/2006,03/31/2006,01/26/2006,Normal,0.30
11/29/2005,12/01/2005,12/30/2005,09/23/2005,Normal,0.30
08/30/2005,09/01/2005,09/30/2005,08/04/2005,Normal,0.25
05/27/2005,06/01/2005,06/30/2005,04/29/2005,Normal,0.25
02/25/2005,03/01/2005,03/31/2005,01/14/2005,Normal,0.25
11/29/2004,12/01/2004,12/30/2004,09/23/2004,Normal,0.25
08/30/2004,09/01/2004,09/30/2004,08/05/2004,Normal,0.22
05/27/2004,06/01/2004,06/30/2004,04/22/2004,Normal,0.22
02/26/2004,03/01/2004,03/31/2004,01/15/2004,Normal,0.22
11/26/2003,12/01/2003,12/31/2003,09/15/2003,Normal,0.22
08/28/2003,09/02/2003,09/30/2003,08/07/2003,Normal,0.12
05/29/2003,06/02/2003,06/30/2003,04/24/2003,Normal,0.12
02/27/2003,03/03/2003,03/31/2003,01/23/2003,Normal,0.12
11/27/2002,12/02/2002,12/31/2002,10/24/2002,Normal,0.11
08/29/2002,09/03/2002,09/30/2002,08/01/2002,Normal,0.11
05/30/2002,06/03/2002,06/28/2002,04/25/2002,Normal,0.11
02/28/2002,03/04/2002,03/29/2002,01/17/2002,Normal,0.11
11/29/2001,12/03/2001,12/31/2001,10/25/2001,Normal,0.11
08/30/2001,09/04/2001,09/28/2001,08/02/2001,Normal,0.11
05/30/2001,06/01/2001,06/29/2001,04/26/2001,Normal,0.11
03/01/2001,03/05/2001,03/30/2001,02/22/2001,Normal,0.11
11/29/2000,12/01/2000,12/29/2000,10/26/2000,Normal,0.11
08/30/2000,09/01/2000,09/29/2000,07/20/2000,Normal,0.11
05/30/2000,06/01/2000,06/30/2000,04/27/2000,Normal,0.11
03/02/2000,03/06/2000,03/31/2000,01/28/2000,Normal,0.11
11/29/1999,12/01/1999,12/31/1999,10/28/1999,Normal,0.22
08/30/1999,09/01/1999,09/30/1999,07/22/1999,Normal,0.22
05/27/1999,06/01/1999,06/30/1999,05/14/1999,Normal,0.22
03/04/1999,03/08/1999,03/31/1999,02/26/1999,Normal,0.22
11/27/1998,12/01/1998,12/31/1998,10/16/1998,Normal,0.22
08/28/1998,09/01/1998,09/30/1998,08/14/1998,Normal,0.20
05/28/1998,06/01/1998,06/30/1998,04/24/1998,Normal,0.20
03/05/1998,03/09/1998,03/31/1998,02/26/1998,Normal,0.20
11/26/1997,12/01/1997,12/31/1997,10/23/1997,Normal,0.20
08/28/1997,09/02/1997,09/30/1997,07/24/1997,Normal,0.20
05/29/1997,06/02/1997,06/30/1997,04/17/1997,Normal,0.20
03/06/1997,03/10/1997,03/31/1997,02/27/1997,Normal,0.20
11/27/1996,12/02/1996,12/31/1996,11/14/1996,Normal,0.20
08/29/1996,09/03/1996,09/30/1996,08/07/1996,Normal,0.20
05/30/1996,06/03/1996,06/28/1996,04/26/1996,Normal,0.20
02/29/1996,03/04/1996,03/29/1996,02/26/1996,Normal,0.175
02/29/1996,03/04/1996,03/29/1996,02/22/1996,Special,0.025
11/29/1995,12/01/1995,12/29/1995,11/24/1995,Normal,0.175
08/24/1995,09/01/1995,09/29/1995,08/01/1995,Normal,0.175
05/25/1995,06/01/1995,06/30/1995,04/28/1995,Normal,0.175
