date,ev_revenues
"March 19, 2020",1.668
"March 18, 2020",1.758
"March 17, 2020",1.690
"March 16, 2020",1.544
"March 13, 2020",1.736
"March 12, 2020",1.654
"March 11, 2020",1.869
"March 10, 2020",1.917
"March 9, 2020",1.846
"March 6, 2020",1.989
"March 5, 2020",2.000
"March 4, 2020",2.082
"March 3, 2020",1.966
"March 2, 2020",1.984
"Feb. 28, 2020",1.93
"Feb. 27, 2020",1.999
"Feb. 26, 2020",2.076
"Feb. 25, 2020",2.074
"Feb. 24, 2020",2.163
"Feb. 21, 2020",2.204
"Feb. 20, 2020",2.195
"Feb. 19, 2020",2.235
"Feb. 18, 2020",2.24
"Feb. 14, 2020",2.251
"Feb. 13, 2020",2.236
"Feb. 12, 2020",2.245
"Feb. 11, 2020",2.260
"Feb. 10, 2020",2.260
"Feb. 7, 2020",2.257
"Feb. 6, 2020",2.256
"Feb. 5, 2020",2.238
"Feb. 4, 2020",2.218
"Feb. 3, 2020",2.185
"Jan. 31, 2020",2.205
"Jan. 30, 2020",2.235
"Jan. 29, 2020",2.225
"Jan. 28, 2020",2.241
"Jan. 27, 2020",2.218
"Jan. 24, 2020",2.219
"Jan. 23, 2020",2.201
"Jan. 22, 2020",2.181
"Jan. 21, 2020",2.189
"Jan. 17, 2020",2.187
"Jan. 16, 2020",2.187
"Jan. 15, 2020",2.165
"Jan. 14, 2020",2.142
"Jan. 13, 2020",2.156
"Jan. 10, 2020",2.131
"Jan. 9, 2020",2.136
"Jan. 8, 2020",2.118
"Jan. 7, 2020",2.134
"Jan. 6, 2020",2.128
"Jan. 3, 2020",2.131
"Jan. 2, 2020",2.063
"Dec. 31, 2019",2.016
"Dec. 30, 2019",2.084
"Dec. 27, 2019",2.092
"Dec. 26, 2019",2.086
"Dec. 24, 2019",2.076
"Dec. 23, 2019",2.084
"Dec. 20, 2019",2.058
"Dec. 19, 2019",2.042
"Dec. 18, 2019",2.029
"Dec. 17, 2019",2.060
"Dec. 16, 2019",2.055
"Dec. 13, 2019",2.058
"Dec. 12, 2019",2.046
"Dec. 11, 2019",2.057
"Dec. 10, 2019",2.048
"Dec. 9, 2019",2.043
"Dec. 6, 2019",2.060
"Dec. 5, 2019",2.055
"Dec. 4, 2019",2.049
"Dec. 3, 2019",2.034
"Dec. 2, 2019",2.044
"Nov. 29, 2019",2.08
