date,revenues_per_share
"Dec. 31, 2019",56.07
"Sept. 30, 2019",53.44
"June 30, 2019",50.82
"March 31, 2019",50.43
"Dec. 31, 2018",50.46
"Sept. 30, 2018",49.94
"June 30, 2018",46.67
"March 31, 2018",40.41
"Dec. 31, 2017",47.99
"Sept. 30, 2017",42.56
"June 30, 2017",43.14
"March 31, 2017",38.29
"Dec. 31, 2016",46.81
"Sept. 30, 2016",38.24
"June 30, 2016",37.70
"March 31, 2016",33.59
"Dec. 31, 2015",37.17
"Sept. 30, 2015",32.17
"June 30, 2015",36.83
"March 31, 2015",31.58
"Dec. 31, 2014",21.45
"Sept. 30, 2014",34.54
"June 30, 2014",35.10
"March 31, 2014",32.76
"Dec. 31, 2013",35.36
"Sept. 30, 2013",34.65
"June 30, 2013",35.00
"March 31, 2013",33.93
"Dec. 31, 2012",36.91
"Sept. 30, 2012",36.15
"June 30, 2012",36.26
"March 31, 2012",34.37
"Dec. 31, 2011",37.38
"Sept. 30, 2011",36.33
"June 30, 2011",33.30
"March 31, 2011",30.14
"Dec. 31, 2010",35.46
"Sept. 30, 2010",31.17
"June 30, 2010",30.35
"March 31, 2010",27.37
"Dec. 31, 2009",31.63
"Sept. 30, 2009",27.93
"June 30, 2009",28.32
"March 31, 2009",26.10
"Dec. 31, 2008",24.17
"Sept. 30, 2008",25.98
"June 30, 2008",26.96
"March 31, 2008",23.95
"Dec. 31, 2007",25.63
"Sept. 30, 2007",26.14
"June 30, 2007",24.92
"March 31, 2007",21.51
"Dec. 31, 2006",24.92
"Sept. 30, 2006",22.29
"June 30, 2006",23.01
"March 31, 2006",20.89
"Dec. 31, 2005",23.21
"Sept. 30, 2005",20.69
"June 30, 2005",20.57
"March 31, 2005",19.09
"Dec. 31, 2004",22.27
"Sept. 30, 2004",18.96
"June 30, 2004",19.57
"March 31, 2004",18.64
"Dec. 31, 2003",20.03
"Sept. 30, 2003",17.87
"June 30, 2003",17.20
"March 31, 2003",15.53
"Dec. 31, 2002",17.05
"Sept. 30, 2002",14.44
"June 30, 2002",13.92
"March 31, 2002",13.41
"Dec. 31, 2001",16.70
"Sept. 30, 2001",14.54
"June 30, 2001",13.66
"March 31, 2001",11.10
"Dec. 31, 2000",16.25
"Sept. 30, 2000",14.73
"June 30, 2000",16.27
"March 31, 2000",14.35
"Dec. 31, 1999",17.81
"Sept. 30, 1999",16.04
"June 30, 1999",16.18
"March 31, 1999",16.17
"Dec. 31, 1998",18.81
"Sept. 30, 1998",16.70
"June 30, 1998",17.11
"March 31, 1998",16.39
"Dec. 31, 1997",20.23
"Sept. 30, 1997",15.21
"June 30, 1997",15.95
"March 31, 1997",15.48
"Dec. 31, 1996",18.02
"Sept. 30, 1996",15.64
"June 30, 1996",15.81
"March 31, 1996",11.47
"Dec. 31, 1995",14.00
"Sept. 30, 1995",12.44
"June 30, 1995",12.60
"March 31, 1995",12.80
"Dec. 31, 1994",15.06
"Sept. 30, 1994",13.05
"June 30, 1994",12.77
"March 31, 1994",11.58
