date,ebitda_ttm
"Dec. 31, 2019",9.083B
"Sept. 30, 2019",8.73B
"June 30, 2019",8.528B
"March 31, 2019",8.266B
"Dec. 31, 2018",7.667B
"Sept. 30, 2018",7.77B
"June 30, 2018",7.485B
"March 31, 2018",7.411B
"Dec. 31, 2017",7.092B
"Sept. 30, 2017",6.652B
"June 30, 2017",6.778B
"March 31, 2017",6.652B
"Dec. 31, 2016",6.632B
"Sept. 30, 2016",6.435B
"June 30, 2016",5.98B
"March 31, 2016",6.001B
"Dec. 31, 2015",6.149B
"Sept. 30, 2015",5.757B
"June 30, 2015",5.968B
"March 31, 2015",5.943B
"Dec. 31, 2014",6.011B
"Sept. 30, 2014",6.097B
"June 30, 2014",5.946B
"March 31, 2014",5.817B
"Dec. 31, 2013",5.495B
"Sept. 30, 2013",5.706B
"June 30, 2013",5.607B
"March 31, 2013",5.514B
"Dec. 31, 2012",5.443B
"Sept. 30, 2012",5.445B
"June 30, 2012",5.34B
"March 31, 2012",5.142B
"Dec. 31, 2011",4.993B
"Sept. 30, 2011",5.244B
"June 30, 2011",5.086B
"March 31, 2011",5.135B
"Dec. 31, 2010",5.171B
"Sept. 30, 2010",5.20B
"June 30, 2010",5.41B
"March 31, 2010",5.445B
"Dec. 31, 2009",5.536B
"Sept. 30, 2009",5.319B
"June 30, 2009",5.425B
"March 31, 2009",5.692B
"Dec. 31, 2008",5.803B
"Sept. 30, 2008",5.926B
"June 30, 2008",5.883B
"March 31, 2008",5.699B
"Dec. 31, 2007",5.539B
"Sept. 30, 2007",5.373B
"June 30, 2007",5.063B
"March 31, 2007",4.779B
"Dec. 31, 2006",4.717B
"Sept. 30, 2006",4.448B
"June 30, 2006",4.24B
"March 31, 2006",3.937B
"Dec. 31, 2005",3.497B
"Sept. 30, 2005",3.157B
"June 30, 2005",2.961B
"March 31, 2005",2.82B
"Dec. 31, 2004",2.745B
"Sept. 30, 2004",2.773B
"June 30, 2004",2.776B
"March 31, 2004",2.647B
"Dec. 31, 2003",2.628B
"Sept. 30, 2003",1.697B
"June 30, 2003",1.692B
"March 31, 2003",1.755B
"Dec. 31, 2002",1.716B
"Sept. 30, 2002",1.746B
"June 30, 2002",1.641B
"March 31, 2002",1.678B
"Dec. 31, 2001",1.65B
"Sept. 30, 2001",2.046B
"June 30, 2001",2.128B
"March 31, 2001",2.138B
"Dec. 31, 2000",2.151B
"Sept. 30, 2000",2.709B
"June 30, 2000",2.778B
"March 31, 2000",2.474B
"Dec. 31, 1999",2.763B
"Sept. 30, 1999",2.772B
"June 30, 1999",2.988B
"March 31, 1999",3.544B
"Dec. 31, 1998",3.598B
"Sept. 30, 1998",3.704B
"June 30, 1998",3.761B
"March 31, 1998",3.743B
"Dec. 31, 1997",3.831B
"Sept. 30, 1997",4.01B
"June 30, 1997",4.028B
"March 31, 1997",4.139B
"Dec. 31, 1996",3.867B
"Sept. 30, 1996",3.464B
"June 30, 1996",3.177B
"March 31, 1996",2.394B
"Dec. 31, 1995",2.212B
"Sept. 30, 1995",2.237B
"June 30, 1995",2.139B
"March 31, 1995",2.679B
"Dec. 31, 1994",2.896B
