date,historical_monthly_var_1_all
"Feb. 29, 2020",20.77%
"Jan. 31, 2020",20.79%
"Dec. 31, 2019",20.80%
"Nov. 30, 2019",20.81%
"Oct. 31, 2019",20.82%
"Sept. 30, 2019",20.83%
"Aug. 31, 2019",20.85%
"July 31, 2019",20.87%
"June 30, 2019",20.89%
"May 31, 2019",20.91%
"April 30, 2019",20.93%
"March 31, 2019",20.95%
"Feb. 28, 2019",20.98%
"Jan. 31, 2019",21.00%
"Dec. 31, 2018",21.03%
"Nov. 30, 2018",21.04%
"Oct. 31, 2018",21.05%
"Sept. 30, 2018",21.06%
"Aug. 31, 2018",21.06%
"July 31, 2018",21.07%
"June 30, 2018",21.11%
"May 31, 2018",21.15%
"April 30, 2018",21.19%
"March 31, 2018",21.23%
"Feb. 28, 2018",21.25%
"Jan. 31, 2018",21.26%
"Dec. 31, 2017",21.27%
"Nov. 30, 2017",21.27%
"Oct. 31, 2017",21.28%
"Sept. 30, 2017",21.29%
"Aug. 31, 2017",21.30%
"July 31, 2017",21.31%
"June 30, 2017",21.32%
"May 31, 2017",21.33%
"April 30, 2017",21.34%
"March 31, 2017",21.34%
"Feb. 28, 2017",21.35%
"Jan. 31, 2017",21.35%
"Dec. 31, 2016",21.36%
"Nov. 30, 2016",21.36%
"Oct. 31, 2016",21.36%
"Sept. 30, 2016",21.36%
"Aug. 31, 2016",21.36%
"July 31, 2016",21.44%
"June 30, 2016",21.50%
"May 31, 2016",21.58%
"April 30, 2016",21.65%
"March 31, 2016",21.69%
"Feb. 29, 2016",21.71%
"Jan. 31, 2016",21.73%
"Dec. 31, 2015",21.75%
"Nov. 30, 2015",21.77%
"Oct. 31, 2015",21.80%
"Sept. 30, 2015",21.84%
"Aug. 31, 2015",21.88%
"July 31, 2015",21.91%
"June 30, 2015",21.95%
"May 31, 2015",21.97%
"April 30, 2015",22.00%
"March 31, 2015",22.02%
"Feb. 28, 2015",22.05%
"Jan. 31, 2015",22.11%
"Dec. 31, 2014",22.19%
"Nov. 30, 2014",22.28%
"Oct. 31, 2014",22.36%
"Sept. 30, 2014",22.45%
"Aug. 31, 2014",22.54%
"July 31, 2014",22.63%
"June 30, 2014",22.72%
"May 31, 2014",22.80%
"April 30, 2014",22.86%
"March 31, 2014",22.86%
"Feb. 28, 2014",22.87%
"Jan. 31, 2014",22.88%
"Dec. 31, 2013",22.88%
"Nov. 30, 2013",22.90%
"Oct. 31, 2013",22.91%
"Sept. 30, 2013",22.92%
"Aug. 31, 2013",22.93%
"July 31, 2013",22.95%
"June 30, 2013",22.97%
"May 31, 2013",22.99%
"April 30, 2013",23.01%
"March 31, 2013",23.03%
"Feb. 28, 2013",23.04%
"Jan. 31, 2013",23.06%
"Dec. 31, 2012",23.08%
"Nov. 30, 2012",23.09%
"Oct. 31, 2012",23.11%
"Sept. 30, 2012",23.16%
"Aug. 31, 2012",23.20%
"July 31, 2012",23.25%
"June 30, 2012",23.30%
"May 31, 2012",23.32%
"April 30, 2012",23.32%
"March 31, 2012",23.32%
"Feb. 29, 2012",23.32%
"Jan. 31, 2012",23.32%
"Dec. 31, 2011",23.33%
"Nov. 30, 2011",23.34%
"Oct. 31, 2011",23.35%
"Sept. 30, 2011",23.35%
"Aug. 31, 2011",23.37%
"July 31, 2011",23.43%
"June 30, 2011",23.48%
"May 31, 2011",23.53%
"April 30, 2011",23.59%
"March 31, 2011",23.61%
"Feb. 28, 2011",23.62%
"Jan. 31, 2011",23.63%
"Dec. 31, 2010",23.64%
"Nov. 30, 2010",23.65%
"Oct. 31, 2010",23.66%
"Sept. 30, 2010",23.68%
"Aug. 31, 2010",23.69%
"July 31, 2010",23.70%
"June 30, 2010",23.75%
"May 31, 2010",23.83%
"April 30, 2010",23.90%
"March 31, 2010",23.98%
"Feb. 28, 2010",24.06%
"Jan. 31, 2010",24.11%
"Dec. 31, 2009",24.16%
"Nov. 30, 2009",24.21%
"Oct. 31, 2009",24.26%
"Sept. 30, 2009",24.30%
"Aug. 31, 2009",24.30%
"July 31, 2009",24.30%
"June 30, 2009",24.31%
"May 31, 2009",24.31%
"April 30, 2009",24.34%
"March 31, 2009",24.40%
"Feb. 28, 2009",23.34%
"Jan. 31, 2009",23.35%
"Dec. 31, 2008",23.36%
"Nov. 30, 2008",23.42%
"Oct. 31, 2008",23.07%
"Sept. 30, 2008",21.00%
"Aug. 31, 2008",21.02%
"July 31, 2008",21.04%
"June 30, 2008",21.05%
"May 31, 2008",21.05%
"April 30, 2008",21.06%
"March 31, 2008",21.07%
