date,eps_ttm
"Dec. 31, 2019",21.94
"Sept. 30, 2019",21.04
"June 30, 2019",20.52
"March 31, 2019",19.57
"Dec. 31, 2018",17.60
"Sept. 30, 2018",10.96
"June 30, 2018",9.14
"March 31, 2018",8.37
"Dec. 31, 2017",7.04
"Sept. 30, 2017",12.64
"June 30, 2017",17.25
"March 31, 2017",17.29
"Dec. 31, 2016",17.51
"Sept. 30, 2016",17.17
"June 30, 2016",12.01
"March 31, 2016",11.63
"Dec. 31, 2015",11.46
"Sept. 30, 2015",11.27
"June 30, 2015",11.26
"March 31, 2015",11.08
"Dec. 31, 2014",11.21
"Sept. 30, 2014",9.89
"June 30, 2014",9.79
"March 31, 2014",9.67
"Dec. 31, 2013",9.13
"Sept. 30, 2013",9.36
"June 30, 2013",8.91
"March 31, 2013",8.65
"Dec. 31, 2012",8.35
"Sept. 30, 2012",8.70
"June 30, 2012",8.59
"March 31, 2012",8.35
"Dec. 31, 2011",7.82
"Sept. 30, 2011",8.38
"June 30, 2011",7.82
"March 31, 2011",7.90
"Dec. 31, 2010",7.81
"Sept. 30, 2010",7.20
"June 30, 2010",7.73
"March 31, 2010",7.39
"Dec. 31, 2009",7.66
"Sept. 30, 2009",7.67
"June 30, 2009",7.52
"March 31, 2009",7.79
"Dec. 31, 2008",7.86
"Sept. 30, 2008",7.71
"June 30, 2008",7.59
"March 31, 2008",7.26
"Dec. 31, 2007",7.11
"Sept. 30, 2007",6.90
"June 30, 2007",6.56
"March 31, 2007",6.08
"Dec. 31, 2006",5.82
"Sept. 30, 2006",5.43
"June 30, 2006",4.93
"March 31, 2006",4.61
"Dec. 31, 2005",4.10
"Sept. 30, 2005",3.64
"June 30, 2005",3.37
"March 31, 2005",3.01
"Dec. 31, 2004",2.83
"Sept. 30, 2004",2.77
"June 30, 2004",2.56
"March 31, 2004",2.44
"Dec. 31, 2003",2.34
"Sept. 30, 2003",0.79
"June 30, 2003",0.95
"March 31, 2003",1.16
"Dec. 31, 2002",1.10
"Sept. 30, 2002",-1.66
"June 30, 2002",-1.80
"March 31, 2002",-2.22
"Dec. 31, 2001",-2.46
"Sept. 30, 2001",1.33
"June 30, 2001",-0.91
"March 31, 2001",-1.13
"Dec. 31, 2000",-1.24
"Sept. 30, 2000",-0.73
"June 30, 2000",1.58
"March 31, 2000",1.36
"Dec. 31, 1999",0.99
"Sept. 30, 1999",0.56
"June 30, 1999",0.82
"March 31, 1999",1.69
"Dec. 31, 1998",2.63
"Sept. 30, 1998",-1.65
"June 30, 1998",-1.725
"March 31, 1998",-1.775
"Dec. 31, 1997",-1.81
"Sept. 30, 1997",3.215
"June 30, 1997",3.15
"March 31, 1997",3.105
"Dec. 31, 1996",3.04
"Sept. 30, 1996",2.675
"June 30, 1996",2.63
"March 31, 1996",1.785
"Dec. 31, 1995",1.485
"Sept. 30, 1995",1.39
"June 30, 1995",1.325
"March 31, 1995",2.10
"Dec. 31, 1994",2.33
