date,enterprise_value
"March 19, 2020",99.75B
"March 18, 2020",105.16B
"March 17, 2020",101.05B
"March 16, 2020",92.35B
"March 13, 2020",103.80B
"March 12, 2020",98.95B
"March 11, 2020",111.79B
"March 10, 2020",114.68B
"March 9, 2020",110.41B
"March 6, 2020",118.99B
"March 5, 2020",119.62B
"March 4, 2020",124.50B
"March 3, 2020",117.56B
"March 2, 2020",118.67B
"Feb. 28, 2020",115.44B
"Feb. 27, 2020",119.59B
"Feb. 26, 2020",124.19B
"Feb. 25, 2020",124.03B
"Feb. 24, 2020",129.39B
"Feb. 21, 2020",131.80B
"Feb. 20, 2020",131.28B
"Feb. 19, 2020",133.68B
"Feb. 18, 2020",133.98B
"Feb. 14, 2020",134.63B
"Feb. 13, 2020",133.74B
"Feb. 12, 2020",134.28B
"Feb. 11, 2020",135.19B
"Feb. 10, 2020",135.17B
"Feb. 7, 2020",135.00B
"Feb. 6, 2020",134.95B
"Feb. 5, 2020",133.88B
"Feb. 4, 2020",132.64B
"Feb. 3, 2020",130.69B
"Jan. 31, 2020",131.89B
"Jan. 30, 2020",133.67B
"Jan. 29, 2020",133.09B
"Jan. 28, 2020",134.03B
"Jan. 27, 2020",132.68B
"Jan. 24, 2020",132.72B
"Jan. 23, 2020",131.67B
"Jan. 22, 2020",130.45B
"Jan. 21, 2020",130.93B
"Jan. 17, 2020",130.79B
"Jan. 16, 2020",130.81B
"Jan. 15, 2020",129.47B
"Jan. 14, 2020",128.12B
"Jan. 13, 2020",128.93B
"Jan. 10, 2020",127.47B
"Jan. 9, 2020",127.78B
"Jan. 8, 2020",126.68B
"Jan. 7, 2020",127.66B
"Jan. 6, 2020",127.27B
"Jan. 3, 2020",127.44B
"Jan. 2, 2020",123.41B
"Dec. 31, 2019",120.60B
"Dec. 30, 2019",121.60B
"Dec. 27, 2019",122.08B
"Dec. 26, 2019",121.71B
"Dec. 24, 2019",121.11B
"Dec. 23, 2019",121.60B
"Dec. 20, 2019",120.07B
"Dec. 19, 2019",119.13B
"Dec. 18, 2019",118.40B
"Dec. 17, 2019",120.19B
"Dec. 16, 2019",119.92B
"Dec. 13, 2019",120.07B
"Dec. 12, 2019",119.39B
"Dec. 11, 2019",120.00B
"Dec. 10, 2019",119.50B
"Dec. 9, 2019",119.19B
"Dec. 6, 2019",120.18B
"Dec. 5, 2019",119.92B
"Dec. 4, 2019",119.54B
"Dec. 3, 2019",118.70B
"Dec. 2, 2019",119.27B
"Nov. 29, 2019",121.36B
"Nov. 27, 2019",122.26B
"Nov. 26, 2019",121.77B
"Nov. 25, 2019",121.06B
"Nov. 22, 2019",121.27B
"Nov. 21, 2019",121.14B
"Nov. 20, 2019",121.83B
"Nov. 19, 2019",121.29B
"Nov. 18, 2019",121.84B
"Nov. 15, 2019",122.07B
"Nov. 14, 2019",121.11B
"Nov. 13, 2019",120.41B
"Nov. 12, 2019",120.02B
"Nov. 11, 2019",118.63B
"Nov. 8, 2019",118.77B
"Nov. 7, 2019",117.89B
"Nov. 6, 2019",118.18B
"Nov. 5, 2019",116.45B
"Nov. 4, 2019",116.69B
"Nov. 1, 2019",118.01B
"Oct. 31, 2019",117.31B
"Oct. 30, 2019",117.86B
"Oct. 29, 2019",115.73B
"Oct. 28, 2019",115.94B
"Oct. 25, 2019",115.63B
"Oct. 24, 2019",116.76B
"Oct. 23, 2019",116.30B
"Oct. 22, 2019",116.46B
"Oct. 21, 2019",116.57B
"Oct. 18, 2019",116.12B
"Oct. 17, 2019",117.01B
"Oct. 16, 2019",118.64B
"Oct. 15, 2019",118.61B
"Oct. 14, 2019",118.57B
"Oct. 11, 2019",118.25B
"Oct. 10, 2019",119.77B
"Oct. 9, 2019",119.13B
"Oct. 8, 2019",118.43B
"Oct. 7, 2019",118.90B
"Oct. 4, 2019",119.23B
"Oct. 3, 2019",117.85B
"Oct. 2, 2019",117.32B
"Oct. 1, 2019",119.01B
"Sept. 30, 2019",120.66B
"Sept. 27, 2019",121.95B
"Sept. 26, 2019",123.38B
"Sept. 25, 2019",122.67B
"Sept. 24, 2019",122.32B
"Sept. 23, 2019",121.89B
"Sept. 20, 2019",122.06B
"Sept. 19, 2019",123.52B
"Sept. 18, 2019",124.54B
"Sept. 17, 2019",123.67B
