date,ncavps
"Dec. 31, 2019",-97.02
"Sept. 30, 2019",-90.87
"June 30, 2019",-95.06
"March 31, 2019",-96.03
"Dec. 31, 2018",-97.24
"Sept. 30, 2018",-97.65
"June 30, 2018",-98.82
"March 31, 2018",-101.32
"Dec. 31, 2017",-104.88
"Sept. 30, 2017",-103.10
"June 30, 2017",-106.93
"March 31, 2017",-105.94
"Dec. 31, 2016",-107.58
"Sept. 30, 2016",-99.66
"June 30, 2016",-103.46
"March 31, 2016",-102.52
"Dec. 31, 2015",-103.72
"Sept. 30, 2015",-70.78
"June 30, 2015",-69.49
"March 31, 2015",-66.76
"Dec. 31, 2014",-67.48
"Sept. 30, 2014",-59.11
"June 30, 2014",-59.13
"March 31, 2014",-56.35
"Dec. 31, 2013",-55.89
"Sept. 30, 2013",-73.40
"June 30, 2013",-74.39
"March 31, 2013",-76.17
"Dec. 31, 2012",-77.14
"Sept. 30, 2012",-65.17
"June 30, 2012",-65.91
"March 31, 2012",-68.40
"Dec. 31, 2011",-70.63
"Sept. 30, 2011",-57.41
"June 30, 2011",-55.05
"March 31, 2011",-52.24
"Dec. 31, 2010",-53.80
"Sept. 30, 2010",-49.13
"June 30, 2010",-50.46
"March 31, 2010",-49.43
"Dec. 31, 2009",-49.61
"Sept. 30, 2009",-52.94
"June 30, 2009",-52.18
"March 31, 2009",-51.54
"Dec. 31, 2008",-50.19
"Sept. 30, 2008",-22.30
"June 30, 2008",-22.25
"March 31, 2008",-21.39
"Dec. 31, 2007",-20.05
"Sept. 30, 2007",-27.31
"June 30, 2007",-26.99
"March 31, 2007",-26.13
"Dec. 31, 2006",-26.56
"Sept. 30, 2006",-23.72
"June 30, 2006",-23.16
"March 31, 2006",-21.48
"Dec. 31, 2005",-21.40
"Sept. 30, 2005",-19.69
"June 30, 2005",-18.77
"March 31, 2005",-19.61
"Dec. 31, 2004",-21.72
"Sept. 30, 2004",-20.67
"June 30, 2004",-21.36
"March 31, 2004",-21.48
"Dec. 31, 2003",-22.40
"Sept. 30, 2003",-19.67
"June 30, 2003",-20.26
"March 31, 2003",-20.62
"Dec. 31, 2002",-23.01
"Sept. 30, 2002",-20.33
"June 30, 2002",-20.40
"March 31, 2002",-21.87
"Dec. 31, 2001",-23.53
"Sept. 30, 2001",-24.65
"June 30, 2001",-26.47
"March 31, 2001",-27.00
"Dec. 31, 2000",-22.97
"Sept. 30, 2000",-27.51
"June 30, 2000",-31.05
"March 31, 2000",-31.65
"Dec. 31, 1999",-33.16
"Sept. 30, 1999",-33.60
"June 30, 1999",-30.47
"March 31, 1999",-30.59
"Dec. 31, 1998",-30.49
"Sept. 30, 1998",-30.93
"June 30, 1998",-31.98
"March 31, 1998",-32.71
"Dec. 31, 1997",-33.59
"Sept. 30, 1997",-28.61
"June 30, 1997",-29.68
"March 31, 1997",-31.64
"Dec. 31, 1996",-31.98
"Sept. 30, 1996",-33.44
"June 30, 1996",-32.93
"March 31, 1996",-7.551
"Dec. 31, 1995",-7.338
"Sept. 30, 1995",-10.29
"June 30, 1995",-10.87
"March 31, 1995",-9.412
"Dec. 31, 1994",-9.567
