date,capex_ttm
"Dec. 31, 2019",1.484B
"Sept. 30, 2019",1.30B
"June 30, 2019",1.331B
"March 31, 2019",1.346B
"Dec. 31, 2018",1.278B
"Sept. 30, 2018",1.326B
"June 30, 2018",1.209B
"March 31, 2018",1.223B
"Dec. 31, 2017",1.177B
"Sept. 30, 2017",1.106B
"June 30, 2017",1.125B
"March 31, 2017",1.082B
"Dec. 31, 2016",1.063B
"Sept. 30, 2016",1.066B
"June 30, 2016",1.016B
"March 31, 2016",972.00M
"Dec. 31, 2015",939.00M
"Sept. 30, 2015",889.00M
"June 30, 2015",901.00M
"March 31, 2015",860.00M
"Dec. 31, 2014",845.00M
"Sept. 30, 2014",801.00M
"June 30, 2014",807.00M
"March 31, 2014",833.00M
"Dec. 31, 2013",836.00M
"Sept. 30, 2013",919.00M
"June 30, 2013",918.00M
"March 31, 2013",917.00M
"Dec. 31, 2012",942.00M
"Sept. 30, 2012",932.00M
"June 30, 2012",965.00M
"March 31, 2012",988.00M
"Dec. 31, 2011",987.00M
"Sept. 30, 2011",1.249B
"June 30, 2011",1.179B
"March 31, 2011",1.112B
"Dec. 31, 2010",1.074B
"Sept. 30, 2010",1.079B
"June 30, 2010",1.09B
"March 31, 2010",1.126B
"Dec. 31, 2009",1.166B
"Sept. 30, 2009",904.00M
"June 30, 2009",951.00M
"March 31, 2009",954.00M
"Dec. 31, 2008",926.00M
"Sept. 30, 2008",963.00M
"June 30, 2008",960.00M
"March 31, 2008",960.00M
"Dec. 31, 2007",940.00M
"Sept. 30, 2007",920.00M
"June 30, 2007",884.00M
"March 31, 2007",879.00M
"Dec. 31, 2006",893.00M
"Sept. 30, 2006",956.00M
"June 30, 2006",920.00M
"March 31, 2006",874.00M
"Dec. 31, 2005",865.00M
"Sept. 30, 2005",738.00M
"June 30, 2005",717.00M
"March 31, 2005",752.00M
"Dec. 31, 2004",769.00M
"Sept. 30, 2004",713.00M
"June 30, 2004",745.00M
"March 31, 2004",715.00M
"Dec. 31, 2003",687.00M
"Sept. 30, 2003",633.00M
"June 30, 2003",603.00M
"March 31, 2003",635.00M
"Dec. 31, 2002",662.00M
"Sept. 30, 2002",703.00M
"June 30, 2002",687.00M
"March 31, 2002",652.00M
"Dec. 31, 2001",619.00M
"Sept. 30, 2001",529.00M
"June 30, 2001",508.00M
"March 31, 2001",488.00M
"Dec. 31, 2000",500.00M
"Sept. 30, 2000",1.713B
"June 30, 2000",1.781B
"March 31, 2000",1.825B
"Dec. 31, 1999",1.872B
"Sept. 30, 1999",662.00M
"June 30, 1999",666.00M
"March 31, 1999",700.00M
"Dec. 31, 1998",697.00M
"Sept. 30, 1998",692.00M
"June 30, 1998",700.00M
"March 31, 1998",698.00M
"Dec. 31, 1997",750.00M
"Sept. 30, 1997",691.00M
"June 30, 1997",747.00M
"March 31, 1997",794.00M
"Dec. 31, 1996",737.00M
"Sept. 30, 1996",687.00M
"June 30, 1996",578.00M
"March 31, 1996",496.00M
"Dec. 31, 1995",500.00M
"Sept. 30, 1995",564.00M
"June 30, 1995",550.00M
"March 31, 1995",525.00M
"Dec. 31, 1994",509.00M
"Sept. 30, 1994",339.00M
"June 30, 1994",228.00M
"March 31, 1994",111.00M
