date,f_score_ttm
"Dec. 31, 2019",6.00
"Sept. 30, 2019",8.00
"June 30, 2019",9.00
"March 31, 2019",8.00
"Dec. 31, 2018",7.00
"Sept. 30, 2018",5.00
"June 30, 2018",6.00
"March 31, 2018",6.00
"Dec. 31, 2017",6.00
"Sept. 30, 2017",6.00
"June 30, 2017",5.00
"March 31, 2017",5.00
"Dec. 31, 2016",5.00
"Sept. 30, 2016",6.00
"June 30, 2016",4.00
"March 31, 2016",5.00
"Dec. 31, 2015",5.00
"Sept. 30, 2015",3.00
"June 30, 2015",3.00
"March 31, 2015",2.00
"Dec. 31, 2014",6.00
"Sept. 30, 2014",8.00
"June 30, 2014",8.00
"March 31, 2014",7.00
"Dec. 31, 2013",7.00
"Sept. 30, 2013",4.00
"June 30, 2013",5.00
"March 31, 2013",7.00
"Dec. 31, 2012",0.00
"Sept. 30, 2012",6.00
"June 30, 2012",6.00
"March 31, 2012",6.00
"Dec. 31, 2011",3.00
"Sept. 30, 2011",8.00
"June 30, 2011",3.00
"March 31, 2011",4.00
"Dec. 31, 2010",7.00
"Sept. 30, 2010",4.00
"June 30, 2010",6.00
"March 31, 2010",5.00
"Dec. 31, 2009",4.00
"Sept. 30, 2009",5.00
"June 30, 2009",3.00
"March 31, 2009",4.00
"Dec. 31, 2008",5.00
"Sept. 30, 2008",8.00
"June 30, 2008",8.00
"March 31, 2008",8.00
"Dec. 31, 2007",8.00
"Sept. 30, 2007",9.00
"June 30, 2007",7.00
"March 31, 2007",8.00
"Dec. 31, 2006",9.00
"Sept. 30, 2006",6.00
"June 30, 2006",8.00
"March 31, 2006",7.00
"Dec. 31, 2005",6.00
"Sept. 30, 2005",8.00
"June 30, 2005",6.00
"March 31, 2005",8.00
"Dec. 31, 2004",6.00
"Sept. 30, 2004",7.00
"June 30, 2004",7.00
"March 31, 2004",8.00
"Dec. 31, 2003",8.00
"Sept. 30, 2003",5.00
"June 30, 2003",5.00
"March 31, 2003",7.00
"Dec. 31, 2002",5.00
"Sept. 30, 2002",8.00
"June 30, 2002",8.00
"March 31, 2002",7.00
"Dec. 31, 2001",5.00
"Sept. 30, 2001",6.00
"June 30, 2001",4.00
"March 31, 2001",6.00
"Dec. 31, 2000",3.00
"Sept. 30, 2000",3.00
"June 30, 2000",7.00
"March 31, 2000",5.00
"Dec. 31, 1999",6.00
"Sept. 30, 1999",2.00
"June 30, 1999",3.00
"March 31, 1999",3.00
"Dec. 31, 1998",3.00
"Sept. 30, 1998",5.00
"June 30, 1998",3.00
"March 31, 1998",2.00
"Dec. 31, 1997",3.00
"Sept. 30, 1997",6.00
"June 30, 1997",3.00
"March 31, 1997",5.00
"Dec. 31, 1996",4.00
"Sept. 30, 1996",5.00
"June 30, 1996",5.00
"March 31, 1996",5.00
"Dec. 31, 1995",7.00
"Sept. 30, 1995",5.00
