date,eps_est_0q
"Feb. 7, 2020",5.858
"Feb. 2, 2020",5.858
"Jan. 31, 2020",5.904
"Jan. 30, 2020",5.899
"Jan. 29, 2020",5.872
"Jan. 28, 2020",5.907
"Jan. 27, 2020",6.034
"Jan. 9, 2020",6.027
"Dec. 31, 2019",5.039
"Nov. 4, 2019",5.021
"Oct. 28, 2019",5.021
"Oct. 27, 2019",5.031
"Oct. 25, 2019",5.038
"Oct. 23, 2019",5.023
"Oct. 22, 2019",5.076
"Oct. 14, 2019",5.216
"Oct. 11, 2019",5.216
"Oct. 10, 2019",5.214
"Oct. 9, 2019",5.210
"Sept. 30, 2019",5.052
"Sept. 24, 2019",5.057
"Sept. 23, 2019",5.048
"Aug. 14, 2019",5.048
"Aug. 8, 2019",5.057
"July 30, 2019",5.057
"July 29, 2019",5.070
"July 28, 2019",5.064
"July 24, 2019",5.080
"July 23, 2019",5.02
"July 16, 2019",4.885
"July 15, 2019",4.885
"July 10, 2019",4.885
"July 9, 2019",4.885
"June 30, 2019",4.745
"June 14, 2019",4.730
"June 3, 2019",4.732
"May 13, 2019",4.732
"April 29, 2019",4.752
"April 28, 2019",4.743
"April 26, 2019",4.743
"April 24, 2019",4.743
"April 23, 2019",4.808
"April 18, 2019",4.806
"April 17, 2019",4.807
"April 16, 2019",4.807
"April 12, 2019",4.803
"April 8, 2019",4.803
"April 5, 2019",4.804
"April 2, 2019",4.814
"March 31, 2019",4.338
"Feb. 28, 2019",4.334
"Feb. 14, 2019",4.330
"Feb. 13, 2019",4.330
"Feb. 3, 2019",4.334
"Feb. 2, 2019",4.340
"Jan. 30, 2019",4.351
"Jan. 29, 2019",4.377
"Jan. 18, 2019",4.395
"Jan. 10, 2019",4.399
"Jan. 9, 2019",4.438
"Dec. 31, 2018",4.412
"Dec. 14, 2018",4.393
"Nov. 14, 2018",4.394
"Oct. 29, 2018",4.390
"Oct. 26, 2018",4.415
"Oct. 25, 2018",4.445
"Oct. 24, 2018",4.456
"Oct. 23, 2018",4.568
"Oct. 19, 2018",4.763
"Oct. 16, 2018",4.761
"Oct. 15, 2018",4.753
"Oct. 10, 2018",4.757
"Sept. 30, 2018",4.310
"Aug. 25, 2018",4.260
"Aug. 16, 2018",4.260
"Aug. 14, 2018",4.291
"Aug. 7, 2018",4.282
"July 30, 2018",4.282
"July 27, 2018",4.282
"July 25, 2018",4.263
"July 24, 2018",4.20
"July 18, 2018",3.89
"July 17, 2018",3.89
"July 12, 2018",3.89
"June 30, 2018",3.925
"June 21, 2018",3.915
"May 11, 2018",3.918
"May 1, 2018",3.921
"April 27, 2018",3.927
"April 25, 2018",3.914
"April 24, 2018",3.89
"April 19, 2018",3.852
"April 10, 2018",3.787
"April 6, 2018",3.792
"March 31, 2018",3.36
"March 28, 2018",3.35
"March 23, 2018",3.346
"Feb. 23, 2018",3.346
"Feb. 5, 2018",3.338
"Feb. 1, 2018",3.342
"Jan. 31, 2018",3.338
"Jan. 30, 2018",3.338
"Jan. 29, 2018",3.33
"Jan. 23, 2018",3.089
"Jan. 16, 2018",3.078
"Jan. 12, 2018",3.046
"Jan. 10, 2018",3.052
"Jan. 8, 2018",3.007
"Jan. 3, 2018",2.964
