date,altman_z_score
"Dec. 31, 2019",3.908
"Sept. 30, 2019",3.736
"June 30, 2019",3.635
"March 31, 2019",3.347
"Dec. 31, 2018",3.220
"Sept. 30, 2018",3.465
"June 30, 2018",3.247
"March 31, 2018",3.282
"Dec. 31, 2017",3.108
"Sept. 30, 2017",3.006
"June 30, 2017",2.834
"March 31, 2017",2.786
"Dec. 31, 2016",2.756
"Sept. 30, 2016",2.629
"June 30, 2016",2.527
"March 31, 2016",2.469
"Dec. 31, 2015",2.502
"Sept. 30, 2015",2.963
"June 30, 2015",2.924
"March 31, 2015",3.095
"Dec. 31, 2014",3.215
"Sept. 30, 2014",3.318
"June 30, 2014",3.162
"March 31, 2014",3.217
"Dec. 31, 2013",3.202
"Sept. 30, 2013",2.782
"June 30, 2013",2.677
"March 31, 2013",2.574
"Dec. 31, 2012",2.592
"Sept. 30, 2012",2.617
"June 30, 2012",2.625
"March 31, 2012",2.585
"Dec. 31, 2011",2.501
"Sept. 30, 2011",2.612
"June 30, 2011",2.682
"March 31, 2011",2.671
"Dec. 31, 2010",2.687
"Sept. 30, 2010",2.700
"June 30, 2010",2.668
"March 31, 2010",2.748
"Dec. 31, 2009",2.784
"Sept. 30, 2009",2.628
"June 30, 2009",2.703
"March 31, 2009",2.66
"Dec. 31, 2008",2.872
"Sept. 30, 2008",3.893
"June 30, 2008",3.701
"March 31, 2008",3.796
"Dec. 31, 2007",3.916
"Sept. 30, 2007",3.662
"June 30, 2007",3.381
"March 31, 2007",3.469
"Dec. 31, 2006",3.441
"Sept. 30, 2006",3.238
"June 30, 2006",3.084
"March 31, 2006",3.100
"Dec. 31, 2005",2.928
"Sept. 30, 2005",2.879
"June 30, 2005",2.878
"March 31, 2005",2.822
"Dec. 31, 2004",2.796
"Sept. 30, 2004",2.695
"June 30, 2004",2.660
"March 31, 2004",2.433
"Dec. 31, 2003",2.474
"Sept. 30, 2003",2.387
"June 30, 2003",2.326
"March 31, 2003",2.230
"Dec. 31, 2002",2.132
"Sept. 30, 2002",2.161
"June 30, 2002",2.219
"March 31, 2002",2.039
"Dec. 31, 2001",1.809
"Sept. 30, 2001",1.798
"June 30, 2001",1.699
"March 31, 2001",1.608
"Dec. 31, 2000",1.681
"Sept. 30, 2000",1.616
"June 30, 2000",1.622
"March 31, 2000",1.588
"Dec. 31, 1999",1.606
"Sept. 30, 1999",1.689
"June 30, 1999",1.871
"March 31, 1999",1.891
"Dec. 31, 1998",1.954
"Sept. 30, 1998",2.037
"June 30, 1998",2.058
"March 31, 1998",2.102
"Dec. 31, 1997",2.104
"Sept. 30, 1997",2.224
"June 30, 1997",2.202
"March 31, 1997",2.084
"Dec. 31, 1996",2.052
"Sept. 30, 1996",1.919
"June 30, 1996",1.805
"March 31, 1996",3.018
"Dec. 31, 1995",3.054
"Sept. 30, 1995",2.710
"June 30, 1995",2.644
"March 31, 1995",2.740
