date,liabilities
"Dec. 31, 2019",44.36B
"Sept. 30, 2019",45.34B
"June 30, 2019",44.94B
"March 31, 2019",45.16B
"Dec. 31, 2018",43.43B
"Sept. 30, 2018",44.49B
"June 30, 2018",44.65B
"March 31, 2018",46.74B
"Dec. 31, 2017",47.40B
"Sept. 30, 2017",46.77B
"June 30, 2017",47.36B
"March 31, 2017",47.25B
"Dec. 31, 2016",46.20B
"Sept. 30, 2016",46.31B
"June 30, 2016",47.41B
"March 31, 2016",46.98B
"Dec. 31, 2015",46.21B
"Sept. 30, 2015",36.80B
"June 30, 2015",36.87B
"March 31, 2015",36.23B
"Dec. 31, 2014",33.65B
"Sept. 30, 2014",32.36B
"June 30, 2014",32.93B
"March 31, 2014",32.12B
"Dec. 31, 2013",31.27B
"Sept. 30, 2013",37.63B
"June 30, 2013",38.25B
"March 31, 2013",39.28B
"Dec. 31, 2012",38.62B
"Sept. 30, 2012",36.88B
"June 30, 2012",36.18B
"March 31, 2012",36.77B
"Dec. 31, 2011",36.91B
"Sept. 30, 2011",33.24B
"June 30, 2011",32.43B
"March 31, 2011",32.89B
"Dec. 31, 2010",31.62B
"Sept. 30, 2010",31.63B
"June 30, 2010",32.50B
"March 31, 2010",32.26B
"Dec. 31, 2009",30.98B
"Sept. 30, 2009",32.60B
"June 30, 2009",31.97B
"March 31, 2009",31.71B
"Dec. 31, 2008",30.57B
"Sept. 30, 2008",19.55B
"June 30, 2008",20.13B
"March 31, 2008",19.78B
"Dec. 31, 2007",19.12B
"Sept. 30, 2007",22.36B
"June 30, 2007",22.66B
"March 31, 2007",21.82B
"Dec. 31, 2006",21.35B
"Sept. 30, 2006",21.01B
"June 30, 2006",20.78B
"March 31, 2006",20.50B
"Dec. 31, 2005",19.88B
"Sept. 30, 2005",19.62B
"June 30, 2005",19.51B
"March 31, 2005",19.44B
"Dec. 31, 2004",18.53B
"Sept. 30, 2004",19.40B
"June 30, 2004",19.21B
"March 31, 2004",19.80B
"Dec. 31, 2003",19.42B
"Sept. 30, 2003",18.58B
"June 30, 2003",18.70B
"March 31, 2003",19.18B
"Dec. 31, 2002",21.11B
"Sept. 30, 2002",21.22B
"June 30, 2002",20.94B
"March 31, 2002",20.92B
"Dec. 31, 2001",21.21B
"Sept. 30, 2001",21.36B
"June 30, 2001",21.56B
"March 31, 2001",23.25B
"Dec. 31, 2000",23.27B
"Sept. 30, 2000",25.19B
"June 30, 2000",23.45B
"March 31, 2000",23.13B
"Dec. 31, 1999",23.90B
"Sept. 30, 1999",23.43B
"June 30, 1999",22.41B
"March 31, 1999",22.54B
"Dec. 31, 1998",22.61B
"Sept. 30, 1998",23.75B
"June 30, 1998",23.82B
"March 31, 1998",23.94B
"Dec. 31, 1997",23.18B
"Sept. 30, 1997",21.92B
"June 30, 1997",22.07B
"March 31, 1997",22.28B
"Dec. 31, 1996",22.68B
"Sept. 30, 1996",23.08B
"June 30, 1996",23.42B
"March 31, 1996",11.03B
"Dec. 31, 1995",11.12B
"Sept. 30, 1995",12.11B
"June 30, 1995",12.22B
"March 31, 1995",11.78B
"Dec. 31, 1994",11.96B
