date,days_sales_outstanding
"Dec. 31, 2019",71.32
"Sept. 30, 2019",79.16
"June 30, 2019",83.06
"March 31, 2019",80.35
"Dec. 31, 2018",76.30
"Sept. 30, 2018",76.31
"June 30, 2018",80.17
"March 31, 2018",86.41
"Dec. 31, 2017",63.53
"Sept. 30, 2017",65.74
"June 30, 2017",64.03
"March 31, 2017",69.47
"Dec. 31, 2016",56.75
"Sept. 30, 2016",72.01
"June 30, 2016",70.52
"March 31, 2016",69.85
"Dec. 31, 2015",55.42
"Sept. 30, 2015",62.61
"June 30, 2015",53.33
"March 31, 2015",56.05
"Dec. 31, 2014",79.35
"Sept. 30, 2014",51.38
"June 30, 2014",51.21
"March 31, 2014",51.79
"Dec. 31, 2013",50.45
"Sept. 30, 2013",55.27
"June 30, 2013",55.17
"March 31, 2013",55.77
"Dec. 31, 2012",48.99
"Sept. 30, 2012",49.96
"June 30, 2012",50.86
"March 31, 2012",51.65
"Dec. 31, 2011",47.03
"Sept. 30, 2011",49.21
"June 30, 2011",51.90
"March 31, 2011",52.71
"Dec. 31, 2010",42.79
"Sept. 30, 2010",50.91
"June 30, 2010",52.55
"March 31, 2010",55.93
"Dec. 31, 2009",45.83
"Sept. 30, 2009",51.69
"June 30, 2009",50.39
"March 31, 2009",50.11
"Dec. 31, 2008",49.89
"Sept. 30, 2008",45.76
"June 30, 2008",43.94
"March 31, 2008",47.25
"Dec. 31, 2007",41.50
"Sept. 30, 2007",41.85
"June 30, 2007",43.44
"March 31, 2007",46.72
"Dec. 31, 2006",39.82
"Sept. 30, 2006",43.85
"June 30, 2006",42.13
"March 31, 2006",46.60
"Dec. 31, 2005",40.23
"Sept. 30, 2005",43.27
"June 30, 2005",41.86
"March 31, 2005",44.80
"Dec. 31, 2004",36.35
"Sept. 30, 2004",40.67
"June 30, 2004",40.01
"March 31, 2004",44.04
"Dec. 31, 2003",38.58
"Sept. 30, 2003",39.29
"June 30, 2003",42.63
"March 31, 2003",48.17
"Dec. 31, 2002",43.31
"Sept. 30, 2002",50.81
"June 30, 2002",54.37
"March 31, 2002",61.10
"Dec. 31, 2001",48.74
"Sept. 30, 2001",55.76
"June 30, 2001",59.33
"March 31, 2001",76.12
"Dec. 31, 2000",54.88
"Sept. 30, 2000",64.18
"June 30, 2000",62.53
"March 31, 2000",71.20
"Dec. 31, 1999",57.34
"Sept. 30, 1999",67.37
"June 30, 1999",68.65
"March 31, 1999",65.22
"Dec. 31, 1998",59.13
"Sept. 30, 1998",74.45
"June 30, 1998",74.84
"March 31, 1998",76.84
"Dec. 31, 1997",58.66
"Sept. 30, 1997",72.58
"June 30, 1997",70.46
"March 31, 1997",70.01
"Dec. 31, 1996",60.86
"Sept. 30, 1996",69.13
"June 30, 1996",61.63
"March 31, 1996",71.50
"Dec. 31, 1995",58.02
"Sept. 30, 1995",60.85
"June 30, 1995",57.88
"March 31, 1995",56.60
"Dec. 31, 1994",23.99
"Sept. 30, 1994",0.00
"June 30, 1994",0.00
