date,sales_est_0y
"March 17, 2020",63.56B
"March 3, 2020",63.54B
"Feb. 25, 2020",63.53B
"Feb. 21, 2020",63.52B
"Feb. 7, 2020",63.68B
"Feb. 2, 2020",63.66B
"Jan. 30, 2020",63.68B
"Jan. 29, 2020",63.64B
"Jan. 28, 2020",63.14B
"Jan. 27, 2020",62.57B
"Jan. 17, 2020",62.56B
"Jan. 15, 2020",62.56B
"Jan. 9, 2020",62.55B
"Jan. 7, 2020",62.55B
"Dec. 31, 2019",59.21B
"Dec. 4, 2019",59.18B
"Nov. 7, 2019",59.18B
"Nov. 4, 2019",59.18B
"Oct. 28, 2019",59.19B
"Oct. 27, 2019",59.19B
"Oct. 25, 2019",59.20B
"Oct. 24, 2019",59.20B
"Oct. 23, 2019",59.11B
"Oct. 22, 2019",59.16B
"Oct. 18, 2019",59.14B
"Oct. 14, 2019",59.14B
"Oct. 10, 2019",59.14B
"Oct. 1, 2019",59.13B
"Sept. 24, 2019",59.14B
"Sept. 23, 2019",59.13B
"Sept. 4, 2019",59.13B
"Aug. 28, 2019",59.13B
"Aug. 14, 2019",59.14B
"Aug. 8, 2019",59.09B
"July 30, 2019",59.10B
"July 28, 2019",59.09B
"July 24, 2019",59.08B
"July 23, 2019",58.94B
"July 22, 2019",57.89B
"July 16, 2019",58.06B
"July 15, 2019",58.05B
"July 9, 2019",58.05B
"June 14, 2019",58.06B
"June 3, 2019",58.05B
"May 13, 2019",58.04B
"April 28, 2019",57.98B
"April 26, 2019",57.95B
"April 24, 2019",57.95B
"April 23, 2019",57.37B
"April 18, 2019",56.68B
"April 17, 2019",56.73B
"April 8, 2019",56.73B
"April 5, 2019",56.73B
"Feb. 28, 2019",56.72B
"Feb. 20, 2019",56.73B
"Feb. 14, 2019",56.72B
"Feb. 13, 2019",56.69B
"Feb. 11, 2019",56.67B
"Feb. 3, 2019",56.67B
"Jan. 31, 2019",56.62B
"Jan. 30, 2019",56.57B
"Jan. 29, 2019",56.38B
"Jan. 18, 2019",56.17B
"Jan. 9, 2019",56.12B
"Dec. 31, 2018",53.10B
"Dec. 14, 2018",53.08B
"Nov. 21, 2018",53.08B
"Nov. 16, 2018",53.09B
"Nov. 14, 2018",53.09B
"Nov. 2, 2018",53.08B
"Oct. 29, 2018",53.09B
"Oct. 25, 2018",53.05B
"Oct. 24, 2018",53.06B
"Oct. 23, 2018",52.85B
"Oct. 19, 2018",52.65B
"Oct. 16, 2018",52.62B
"Oct. 15, 2018",52.63B
"Oct. 3, 2018",52.63B
"Sept. 28, 2018",52.63B
"Aug. 16, 2018",52.62B
"Aug. 14, 2018",52.60B
"Aug. 10, 2018",52.53B
"Aug. 7, 2018",52.53B
"July 27, 2018",52.53B
"July 26, 2018",52.53B
"July 25, 2018",52.47B
"July 24, 2018",52.16B
"July 20, 2018",51.43B
"July 18, 2018",51.45B
"July 17, 2018",51.46B
"July 12, 2018",51.47B
"July 11, 2018",51.48B
"June 21, 2018",51.48B
"June 11, 2018",51.59B
"May 22, 2018",51.35B
"May 11, 2018",51.35B
"May 7, 2018",51.35B
"May 1, 2018",51.32B
"April 27, 2018",51.31B
"April 26, 2018",51.30B
"April 25, 2018",51.31B
"April 24, 2018",51.18B
"April 19, 2018",51.07B
"April 16, 2018",51.11B
"April 10, 2018",51.11B
"April 9, 2018",51.13B
"April 6, 2018",51.13B
"April 2, 2018",51.12B
"March 23, 2018",51.12B
"Feb. 27, 2018",51.10B
"Feb. 23, 2018",51.10B
"Feb. 5, 2018",51.11B
"Feb. 2, 2018",51.01B
"Feb. 1, 2018",51.05B
"Jan. 31, 2018",51.05B
"Jan. 30, 2018",51.04B
"Jan. 29, 2018",51.01B
"Jan. 23, 2018",51.18B
"Jan. 19, 2018",51.17B
"Jan. 16, 2018",51.17B
"Jan. 8, 2018",51.16B
"Jan. 5, 2018",51.16B
"Jan. 4, 2018",51.20B
"Jan. 3, 2018",51.20B
"Jan. 2, 2018",51.33B
