date,total_long_term_debt
"Dec. 31, 2019",12.65B
"Sept. 30, 2019",13.55B
"June 30, 2019",13.54B
"March 31, 2019",13.92B
"Dec. 31, 2018",14.10B
"Sept. 30, 2018",14.73B
"June 30, 2018",14.23B
"March 31, 2018",14.22B
"Dec. 31, 2017",14.26B
"Sept. 30, 2017",14.27B
"June 30, 2017",14.28B
"March 31, 2017",14.28B
"Dec. 31, 2016",14.28B
"Sept. 30, 2016",14.30B
"June 30, 2016",14.81B
"March 31, 2016",15.28B
"Dec. 31, 2015",15.26B
"Sept. 30, 2015",8.412B
"June 30, 2015",8.402B
"March 31, 2015",8.404B
"Dec. 31, 2014",6.142B
"Sept. 30, 2014",6.165B
"June 30, 2014",6.169B
"March 31, 2014",6.152B
"Dec. 31, 2013",6.152B
"Sept. 30, 2013",6.156B
"June 30, 2013",6.14B
"March 31, 2013",6.304B
"Dec. 31, 2012",6.308B
"Sept. 30, 2012",6.524B
"June 30, 2012",6.493B
"March 31, 2012",6.472B
"Dec. 31, 2011",6.46B
"Sept. 30, 2011",7.038B
"June 30, 2011",5.031B
"March 31, 2011",5.023B
"Dec. 31, 2010",5.019B
"Sept. 30, 2010",5.019B
"June 30, 2010",5.019B
"March 31, 2010",5.053B
"Dec. 31, 2009",5.052B
"Sept. 30, 2009",3.805B
"June 30, 2009",3.805B
"March 31, 2009",3.805B
"Dec. 31, 2008",3.805B
"Sept. 30, 2008",3.805B
"June 30, 2008",4.804B
"March 31, 2008",4.907B
"Dec. 31, 2007",4.407B
"Sept. 30, 2007",4.407B
"June 30, 2007",4.407B
"March 31, 2007",4.422B
"Dec. 31, 2006",4.439B
"Sept. 30, 2006",4.444B
"June 30, 2006",4.787B
"March 31, 2006",4.981B
"Dec. 31, 2005",4.986B
"Sept. 30, 2005",5.082B
"June 30, 2005",5.082B
"March 31, 2005",5.119B
"Dec. 31, 2004",5.119B
"Sept. 30, 2004",6.07B
"June 30, 2004",6.07B
"March 31, 2004",6.193B
"Dec. 31, 2003",6.208B
"Sept. 30, 2003",6.223B
"June 30, 2003",6.239B
"March 31, 2003",6.808B
"Dec. 31, 2002",7.582B
"Sept. 30, 2002",7.456B
"June 30, 2002",7.449B
"March 31, 2002",7.461B
"Dec. 31, 2001",7.511B
"Sept. 30, 2001",7.716B
"June 30, 2001",8.792B
"March 31, 2001",9.93B
"Dec. 31, 2000",9.947B
"Sept. 30, 2000",11.84B
"June 30, 2000",11.46B
"March 31, 2000",11.70B
"Dec. 31, 1999",11.95B
"Sept. 30, 1999",12.03B
"June 30, 1999",11.03B
"March 31, 1999",10.84B
"Dec. 31, 1998",10.89B
"Sept. 30, 1998",11.96B
"June 30, 1998",12.36B
"March 31, 1998",12.21B
"Dec. 31, 1997",11.90B
"Sept. 30, 1997",11.25B
"June 30, 1997",11.15B
"March 31, 1997",11.25B
"Dec. 31, 1996",11.48B
"Sept. 30, 1996",12.04B
"June 30, 1996",12.76B
"March 31, 1996",3.601B
"Dec. 31, 1995",3.732B
"Sept. 30, 1995",3.607B
"June 30, 1995",3.786B
"March 31, 1995",3.877B
"Dec. 31, 1994",3.879B
"Sept. 30, 1994",0.00
"June 30, 1994",0.00
"March 31, 1994",0.00
