date,debt_equity_ratio
"Dec. 31, 2019",4.047
"Sept. 30, 2019",3.481
"June 30, 2019",4.750
"March 31, 2019",5.648
"Dec. 31, 2018",10.12
"Sept. 30, 2018",15.62
"June 30, 2018",34.20
"March 31, 2018",-78.15
"Dec. 31, 2017",-16.78
"Sept. 30, 2017",6.801
"June 30, 2017",11.29
"March 31, 2017",9.626
"Dec. 31, 2016",9.452
"Sept. 30, 2016",6.158
"June 30, 2016",4.941
"March 31, 2016",4.808
"Dec. 31, 2015",4.928
"Sept. 30, 2015",2.990
"June 30, 2015",2.818
"March 31, 2015",2.388
"Dec. 31, 2014",1.806
"Sept. 30, 2014",1.348
"June 30, 2014",1.428
"March 31, 2014",1.282
"Dec. 31, 2013",1.251
"Sept. 30, 2013",4.821
"June 30, 2013",8.847
"March 31, 2013",20.74
"Dec. 31, 2012",161.74
"Sept. 30, 2012",2.672
"June 30, 2012",2.946
"March 31, 2012",4.114
"Dec. 31, 2011",6.454
"Sept. 30, 2011",2.391
"June 30, 2011",1.530
"March 31, 2011",1.325
"Dec. 31, 2010",1.435
"Sept. 30, 2010",1.281
"June 30, 2010",1.344
"March 31, 2010",1.254
"Dec. 31, 2009",1.224
"Sept. 30, 2009",1.212
"June 30, 2009",1.349
"March 31, 2009",1.350
"Dec. 31, 2008",1.328
"Sept. 30, 2008",0.3879
"June 30, 2008",0.5147
"March 31, 2008",0.5239
"Dec. 31, 2007",0.4495
"Sept. 30, 2007",0.5933
"June 30, 2007",0.6156
"March 31, 2007",0.6292
"Dec. 31, 2006",0.6448
"Sept. 30, 2006",0.5498
"June 30, 2006",0.6251
"March 31, 2006",0.6276
"Dec. 31, 2005",0.6338
"Sept. 30, 2005",0.6572
"June 30, 2005",0.6444
"March 31, 2005",0.6879
"Dec. 31, 2004",0.7291
"Sept. 30, 2004",0.8384
"June 30, 2004",0.863
"March 31, 2004",0.8817
"Dec. 31, 2003",0.9189
"Sept. 30, 2003",0.9881
"June 30, 2003",1.024
"March 31, 2003",1.166
"Dec. 31, 2002",1.293
"Sept. 30, 2002",0.9683
"June 30, 2002",1.007
"March 31, 2002",1.088
"Dec. 31, 2001",1.166
"Sept. 30, 2001",0.9852
"June 30, 2001",1.186
"March 31, 2001",1.368
"Dec. 31, 2000",1.389
"Sept. 30, 2000",1.672
"June 30, 2000",1.780
"March 31, 2000",1.808
"Dec. 31, 1999",1.879
"Sept. 30, 1999",1.964
"June 30, 1999",1.848
"March 31, 1999",1.79
"Dec. 31, 1998",1.774
"Sept. 30, 1998",1.990
"June 30, 1998",2.155
"March 31, 1998",2.246
"Dec. 31, 1997",2.299
"Sept. 30, 1997",1.469
"June 30, 1997",1.521
"March 31, 1997",1.586
"Dec. 31, 1996",1.674
"Sept. 30, 1996",1.675
"June 30, 1996",1.846
"March 31, 1996",0.541
"Dec. 31, 1995",0.5801
"Sept. 30, 1995",0.5767
"June 30, 1995",0.6249
"March 31, 1995",0.6275
"Dec. 31, 1994",0.6374
