date,book_value_of_equity_per_share
"Dec. 31, 2019",11.13
"Sept. 30, 2019",13.85
"June 30, 2019",10.09
"March 31, 2019",8.724
"Dec. 31, 2018",4.961
"Sept. 30, 2018",3.332
"June 30, 2018",1.461
"March 31, 2018",-0.6374
"Dec. 31, 2017",-2.982
"Sept. 30, 2017",7.317
"June 30, 2017",4.392
"March 31, 2017",5.124
"Dec. 31, 2016",5.228
"Sept. 30, 2016",7.929
"June 30, 2016",9.894
"March 31, 2016",10.44
"Dec. 31, 2015",10.15
"Sept. 30, 2015",9.154
"June 30, 2015",9.603
"March 31, 2015",11.18
"Dec. 31, 2014",10.76
"Sept. 30, 2014",14.48
"June 30, 2014",13.61
"March 31, 2014",15.12
"Dec. 31, 2013",15.32
"Sept. 30, 2013",3.987
"June 30, 2013",2.162
"March 31, 2013",0.9488
"Dec. 31, 2012",0.1215
"Sept. 30, 2012",7.547
"June 30, 2012",6.794
"March 31, 2012",4.845
"Dec. 31, 2011",3.099
"Sept. 30, 2011",9.095
"June 30, 2011",9.797
"March 31, 2011",10.92
"Dec. 31, 2010",10.05
"Sept. 30, 2010",10.88
"June 30, 2010",10.30
"March 31, 2010",10.86
"Dec. 31, 2009",11.07
"Sept. 30, 2009",8.246
"June 30, 2009",7.337
"March 31, 2009",7.249
"Dec. 31, 2008",7.228
"Sept. 30, 2008",24.75
"June 30, 2008",23.55
"March 31, 2008",23.29
"Dec. 31, 2007",24.02
"Sept. 30, 2007",17.98
"June 30, 2007",17.32
"March 31, 2007",16.75
"Dec. 31, 2006",16.35
"Sept. 30, 2006",19.07
"June 30, 2006",18.07
"March 31, 2006",18.38
"Dec. 31, 2005",18.01
"Sept. 30, 2005",17.73
"June 30, 2005",17.77
"March 31, 2005",16.76
"Dec. 31, 2004",15.92
"Sept. 30, 2004",16.36
"June 30, 2004",15.67
"March 31, 2004",15.65
"Dec. 31, 2003",15.11
"Sept. 30, 2003",13.97
"June 30, 2003",13.53
"March 31, 2003",12.97
"Dec. 31, 2002",12.87
"Sept. 30, 2002",16.88
"June 30, 2002",16.25
"March 31, 2002",15.22
"Dec. 31, 2001",14.53
"Sept. 30, 2001",17.78
"June 30, 2001",17.00
"March 31, 2001",16.72
"Dec. 31, 2000",16.57
"Sept. 30, 2000",16.44
"June 30, 2000",16.02
"March 31, 2000",16.18
"Dec. 31, 1999",15.98
"Sept. 30, 1999",15.47
"June 30, 1999",15.11
"March 31, 1999",15.35
"Dec. 31, 1998",15.60
"Sept. 30, 1998",15.31
"June 30, 1998",14.65
"March 31, 1998",13.90
"Dec. 31, 1997",13.29
"Sept. 30, 1997",17.12
"June 30, 1997",16.31
"March 31, 1997",15.77
"Dec. 31, 1996",15.18
"Sept. 30, 1996",16.06
"June 30, 1996",14.77
"March 31, 1996",14.21
"Dec. 31, 1995",13.67
"Sept. 30, 1995",13.19
"June 30, 1995",12.63
"March 31, 1995",12.97
"Dec. 31, 1994",12.74
