date,forward_ps_ratio
"March 19, 2020",1.393
"March 18, 2020",1.478
"March 17, 2020",1.414
"March 16, 2020",1.277
"March 13, 2020",1.457
"March 12, 2020",1.381
"March 11, 2020",1.583
"March 10, 2020",1.628
"March 9, 2020",1.561
"March 6, 2020",1.696
"March 5, 2020",1.706
"March 4, 2020",1.783
"March 3, 2020",1.674
"March 2, 2020",1.691
"Feb. 28, 2020",1.640
"Feb. 27, 2020",1.706
"Feb. 26, 2020",1.778
"Feb. 25, 2020",1.775
"Feb. 24, 2020",1.860
"Feb. 21, 2020",1.898
"Feb. 20, 2020",1.890
"Feb. 19, 2020",1.927
"Feb. 18, 2020",1.932
"Feb. 14, 2020",1.942
"Feb. 13, 2020",1.928
"Feb. 12, 2020",1.937
"Feb. 11, 2020",1.951
"Feb. 10, 2020",1.951
"Feb. 7, 2020",1.948
"Feb. 6, 2020",1.947
"Feb. 5, 2020",1.930
"Feb. 4, 2020",1.911
"Feb. 3, 2020",1.880
"Jan. 31, 2020",1.899
"Jan. 30, 2020",1.927
"Jan. 29, 2020",1.918
"Jan. 28, 2020",1.933
"Jan. 27, 2020",1.912
"Jan. 24, 2020",1.912
"Jan. 23, 2020",1.896
"Jan. 22, 2020",1.876
"Jan. 21, 2020",1.884
"Jan. 17, 2020",1.882
"Jan. 16, 2020",1.882
"Jan. 15, 2020",1.861
"Jan. 14, 2020",1.840
"Jan. 13, 2020",1.852
"Jan. 10, 2020",1.830
"Jan. 9, 2020",1.834
"Jan. 8, 2020",1.817
"Jan. 7, 2020",1.832
"Jan. 6, 2020",1.826
"Jan. 3, 2020",1.829
"Jan. 2, 2020",1.766
"Dec. 31, 2019",1.721
"Dec. 30, 2019",1.867
"Dec. 27, 2019",1.875
"Dec. 26, 2019",1.869
"Dec. 24, 2019",1.859
"Dec. 23, 2019",1.867
"Dec. 20, 2019",1.841
"Dec. 19, 2019",1.825
"Dec. 18, 2019",1.813
"Dec. 17, 2019",1.843
"Dec. 16, 2019",1.839
"Dec. 13, 2019",1.841
"Dec. 12, 2019",1.830
"Dec. 11, 2019",1.84
"Dec. 10, 2019",1.831
"Dec. 9, 2019",1.826
"Dec. 6, 2019",1.843
"Dec. 5, 2019",1.839
"Dec. 4, 2019",1.832
"Dec. 3, 2019",1.818
"Dec. 2, 2019",1.828
"Nov. 29, 2019",1.863
"Nov. 27, 2019",1.878
"Nov. 26, 2019",1.870
"Nov. 25, 2019",1.858
"Nov. 22, 2019",1.861
"Nov. 21, 2019",1.859
"Nov. 20, 2019",1.871
"Nov. 19, 2019",1.862
"Nov. 18, 2019",1.871
"Nov. 15, 2019",1.875
"Nov. 14, 2019",1.859
"Nov. 13, 2019",1.847
"Nov. 12, 2019",1.840
"Nov. 11, 2019",1.817
"Nov. 8, 2019",1.819
"Nov. 7, 2019",1.804
"Nov. 6, 2019",1.809
"Nov. 5, 2019",1.780
"Nov. 4, 2019",1.784
"Nov. 1, 2019",1.806
"Oct. 31, 2019",1.794
"Oct. 30, 2019",1.804
"Oct. 29, 2019",1.768
"Oct. 28, 2019",1.771
"Oct. 25, 2019",1.766
"Oct. 24, 2019",1.785
"Oct. 23, 2019",1.777
"Oct. 22, 2019",1.780
"Oct. 21, 2019",1.782
"Oct. 18, 2019",1.774
"Oct. 17, 2019",1.789
"Oct. 16, 2019",1.817
"Oct. 15, 2019",1.816
"Oct. 14, 2019",1.816
"Oct. 11, 2019",1.810
"Oct. 10, 2019",1.836
"Oct. 9, 2019",1.825
"Oct. 8, 2019",1.813
"Oct. 7, 2019",1.821
"Oct. 4, 2019",1.827
"Oct. 3, 2019",1.804
"Oct. 2, 2019",1.795
"Oct. 1, 2019",1.823
"Sept. 30, 2019",1.851
"Sept. 27, 2019",1.850
"Sept. 26, 2019",1.874
"Sept. 25, 2019",1.862
"Sept. 24, 2019",1.856
"Sept. 23, 2019",1.849
"Sept. 20, 2019",1.852
"Sept. 19, 2019",1.876
"Sept. 18, 2019",1.894
"Sept. 17, 2019",1.879
"Sept. 16, 2019",1.873
"Sept. 13, 2019",1.836
"Sept. 12, 2019",1.844
"Sept. 11, 2019",1.820
"Sept. 10, 2019",1.819
"Sept. 9, 2019",1.813
"Sept. 6, 2019",1.844
"Sept. 5, 2019",1.837
"Sept. 4, 2019",1.856
"Sept. 3, 2019",1.835
"Aug. 30, 2019",1.832
"Aug. 29, 2019",1.834
"Aug. 28, 2019",1.817
"Aug. 27, 2019",1.812
"Aug. 26, 2019",1.814
"Aug. 23, 2019",1.798
"Aug. 22, 2019",1.840
"Aug. 21, 2019",1.827
"Aug. 20, 2019",1.821
"Aug. 19, 2019",1.815
"Aug. 16, 2019",1.798
"Aug. 15, 2019",1.781
"Aug. 14, 2019",1.760
"Aug. 13, 2019",1.799
"Aug. 12, 2019",1.798
"Aug. 9, 2019",1.798
"Aug. 8, 2019",1.799
"Aug. 7, 2019",1.761
"Aug. 6, 2019",1.749
"Aug. 5, 2019",1.710
"Aug. 2, 2019",1.726
"Aug. 1, 2019",1.732
"July 31, 2019",1.727
"July 30, 2019",1.746
"July 29, 2019",1.763
"July 26, 2019",1.762
"July 25, 2019",1.766
"July 24, 2019",1.759
"July 23, 2019",1.706
"July 22, 2019",1.706
"July 19, 2019",1.702
"July 18, 2019",1.699
"July 17, 2019",1.710
"July 16, 2019",1.742
"July 15, 2019",1.754
"July 12, 2019",1.762
"July 11, 2019",1.756
"July 10, 2019",1.756
"July 9, 2019",1.763
"July 8, 2019",1.761
"July 5, 2019",1.764
"July 3, 2019",1.766
"July 2, 2019",1.753
"July 1, 2019",1.724
"June 30, 2019",
"June 28, 2019",1.735
"June 27, 2019",1.714
"June 26, 2019",1.715
"June 25, 2019",1.720
"June 24, 2019",1.718
"June 21, 2019",1.715
"June 20, 2019",1.731
"June 19, 2019",1.697
"June 18, 2019",1.687
"June 17, 2019",1.664
"June 14, 2019",1.671
"June 13, 2019",1.666
"June 12, 2019",1.649
"June 11, 2019",1.642
"June 10, 2019",1.678
"June 7, 2019",1.695
"June 6, 2019",1.682
"June 5, 2019",1.683
"June 4, 2019",1.667
"June 3, 2019",1.644
"May 31, 2019",1.615
"May 30, 2019",1.632
"May 29, 2019",1.619
"May 28, 2019",1.612
"May 24, 2019",1.617
"May 23, 2019",1.623
"May 22, 2019",1.629
"May 21, 2019",1.641
"May 20, 2019",1.632
"May 17, 2019",1.613
"May 16, 2019",1.620
