date,current_ratio
"Dec. 31, 2019",1.224
"Sept. 30, 2019",1.276
"June 30, 2019",1.196
"March 31, 2019",1.171
"Dec. 31, 2018",1.118
"Sept. 30, 2018",1.109
"June 30, 2018",1.189
"March 31, 2018",1.275
"Dec. 31, 2017",1.356
"Sept. 30, 2017",1.315
"June 30, 2017",1.214
"March 31, 2017",1.220
"Dec. 31, 2016",1.205
"Sept. 30, 2016",1.186
"June 30, 2016",1.031
"March 31, 2016",1.057
"Dec. 31, 2015",1.047
"Sept. 30, 2015",1.160
"June 30, 2015",1.211
"March 31, 2015",1.316
"Dec. 31, 2014",1.109
"Sept. 30, 2014",1.128
"June 30, 2014",1.166
"March 31, 2014",1.187
"Dec. 31, 2013",1.199
"Sept. 30, 2013",1.148
"June 30, 2013",1.174
"March 31, 2013",1.178
"Dec. 31, 2012",1.140
"Sept. 30, 2012",1.246
"June 30, 2012",1.206
"March 31, 2012",1.192
"Dec. 31, 2011",1.162
"Sept. 30, 2011",1.208
"June 30, 2011",1.157
"March 31, 2011",1.186
"Dec. 31, 2010",1.131
"Sept. 30, 2010",1.198
"June 30, 2010",1.198
"March 31, 2010",1.203
"Dec. 31, 2009",1.166
"Sept. 30, 2009",1.074
"June 30, 2009",1.056
"March 31, 2009",1.027
"Dec. 31, 2008",1.013
"Sept. 30, 2008",1.017
"June 30, 2008",1.005
"March 31, 2008",1.132
"Dec. 31, 2007",1.09
"Sept. 30, 2007",1.120
"June 30, 2007",1.088
"March 31, 2007",1.095
"Dec. 31, 2006",1.064
"Sept. 30, 2006",1.055
"June 30, 2006",1.107
"March 31, 2006",1.150
"Dec. 31, 2005",1.117
"Sept. 30, 2005",1.158
"June 30, 2005",1.146
"March 31, 2005",1.174
"Dec. 31, 2004",1.045
"Sept. 30, 2004",1.196
"June 30, 2004",1.182
"March 31, 2004",1.141
"Dec. 31, 2003",1.057
"Sept. 30, 2003",1.169
"June 30, 2003",1.133
"March 31, 2003",1.110
"Dec. 31, 2002",1.082
"Sept. 30, 2002",1.165
"June 30, 2002",1.155
"March 31, 2002",1.144
"Dec. 31, 2001",1.112
"Sept. 30, 2001",1.070
"June 30, 2001",1.10
"March 31, 2001",1.126
"Dec. 31, 2000",1.295
"Sept. 30, 2000",1.290
"June 30, 2000",1.152
"March 31, 2000",1.261
"Dec. 31, 1999",1.214
"Sept. 30, 1999",1.041
"June 30, 1999",1.143
"March 31, 1999",1.009
"Dec. 31, 1998",1.034
"Sept. 30, 1998",1.147
"June 30, 1998",1.108
"March 31, 1998",1.114
"Dec. 31, 1997",1.100
"Sept. 30, 1997",1.146
"June 30, 1997",1.114
"March 31, 1997",1.10
"Dec. 31, 1996",1.193
"Sept. 30, 1996",1.267
"June 30, 1996",1.231
"March 31, 1996",1.534
"Dec. 31, 1995",1.583
"Sept. 30, 1995",1.342
"June 30, 1995",1.310
"March 31, 1995",1.439
"Dec. 31, 1994",1.445
