date,price_target_upside
"March 19, 2020",45.03%
"March 18, 2020",36.67%
"March 17, 2020",42.92%
"March 16, 2020",57.95%
"March 13, 2020",38.41%
"March 12, 2020",46.06%
"March 11, 2020",27.42%
"March 10, 2020",24.37%
"March 9, 2020",29.71%
"March 6, 2020",19.39%
"March 5, 2020",18.70%
"March 4, 2020",13.14%
"March 3, 2020",20.52%
"March 2, 2020",19.96%
"Feb. 28, 2020",24.60%
"Feb. 27, 2020",19.24%
"Feb. 26, 2020",14.39%
"Feb. 25, 2020",14.55%
"Feb. 24, 2020",9.36%
"Feb. 21, 2020",7.20%
"Feb. 20, 2020",7.66%
"Feb. 19, 2020",5.55%
"Feb. 18, 2020",5.29%
"Feb. 14, 2020",4.74%
"Feb. 13, 2020",5.50%
"Feb. 12, 2020",5.04%
"Feb. 11, 2020",4.26%
"Feb. 10, 2020",4.28%
"Feb. 7, 2020",4.42%
"Feb. 6, 2020",3.89%
"Feb. 5, 2020",4.79%
"Feb. 4, 2020",5.87%
"Feb. 3, 2020",7.60%
"Jan. 31, 2020",5.91%
"Jan. 30, 2020",4.02%
"Jan. 29, 2020",3.17%
"Jan. 28, 2020",-3.21%
"Jan. 27, 2020",-2.45%
"Jan. 24, 2020",-2.47%
"Jan. 23, 2020",-1.63%
"Jan. 22, 2020",-1.08%
"Jan. 21, 2020",-2.65%
"Jan. 17, 2020",-2.54%
"Jan. 16, 2020",-2.74%
"Jan. 15, 2020",-1.64%
"Jan. 14, 2020",-1.14%
"Jan. 13, 2020",-2.14%
"Jan. 10, 2020",-0.91%
"Jan. 9, 2020",-1.18%
"Jan. 8, 2020",-0.99%
"Jan. 7, 2020",-1.82%
"Jan. 6, 2020",-2.13%
"Jan. 3, 2020",-2.66%
"Jan. 2, 2020",0.85%
"Dec. 31, 2019",3.43%
"Dec. 30, 2019",2.77%
"Dec. 27, 2019",2.29%
"Dec. 26, 2019",2.63%
"Dec. 24, 2019",3.19%
"Dec. 23, 2019",2.73%
"Dec. 20, 2019",4.17%
"Dec. 19, 2019",5.08%
"Dec. 18, 2019",5.79%
"Dec. 17, 2019",4.06%
"Dec. 16, 2019",4.31%
"Dec. 13, 2019",4.17%
"Dec. 12, 2019",4.83%
"Dec. 11, 2019",4.09%
"Dec. 10, 2019",4.58%
"Dec. 9, 2019",4.88%
"Dec. 6, 2019",3.93%
"Dec. 5, 2019",4.17%
"Dec. 4, 2019",4.54%
"Dec. 3, 2019",5.35%
"Dec. 2, 2019",4.80%
"Nov. 29, 2019",2.82%
"Nov. 27, 2019",1.98%
"Nov. 26, 2019",2.20%
"Nov. 25, 2019",2.86%
"Nov. 22, 2019",2.66%
"Nov. 21, 2019",2.79%
"Nov. 20, 2019",2.15%
"Nov. 19, 2019",2.65%
"Nov. 18, 2019",2.01%
"Nov. 15, 2019",1.80%
"Nov. 14, 2019",2.69%
"Nov. 13, 2019",3.34%
"Nov. 12, 2019",3.71%
"Nov. 11, 2019",5.05%
"Nov. 8, 2019",4.92%
"Nov. 7, 2019",5.78%
"Nov. 6, 2019",4.90%
"Nov. 5, 2019",6.63%
"Nov. 4, 2019",6.39%
"Nov. 1, 2019",5.07%
"Oct. 31, 2019",5.77%
"Oct. 30, 2019",5.22%
"Oct. 29, 2019",7.36%
"Oct. 28, 2019",7.14%
"Oct. 25, 2019",7.06%
"Oct. 24, 2019",5.91%
"Oct. 23, 2019",6.25%
"Oct. 22, 2019",6.72%
"Oct. 21, 2019",6.82%
"Oct. 18, 2019",7.27%
"Oct. 17, 2019",5.96%
"Oct. 16, 2019",4.36%
"Oct. 15, 2019",4.39%
"Oct. 14, 2019",4.43%
"Oct. 11, 2019",4.74%
"Oct. 10, 2019",3.27%
"Oct. 9, 2019",3.60%
"Oct. 8, 2019",4.21%
"Oct. 7, 2019",3.24%
"Oct. 4, 2019",2.92%
"Oct. 3, 2019",4.25%
"Oct. 2, 2019",4.77%
"Oct. 1, 2019",3.17%
"Sept. 30, 2019",1.62%
"Sept. 27, 2019",2.19%
"Sept. 26, 2019",0.88%
"Sept. 25, 2019",1.52%
"Sept. 24, 2019",1.85%
"Sept. 23, 2019",1.98%
"Sept. 20, 2019",1.71%
"Sept. 19, 2019",0.12%
"Sept. 18, 2019",-0.79%
"Sept. 17, 2019",-0.02%
"Sept. 16, 2019",0.32%
"Sept. 13, 2019",2.35%
"Sept. 12, 2019",1.88%
"Sept. 11, 2019",3.24%
"Sept. 10, 2019",3.30%
"Sept. 9, 2019",3.60%
"Sept. 6, 2019",1.90%
"Sept. 5, 2019",2.27%
"Sept. 4, 2019",1.24%
"Sept. 3, 2019",2.39%
"Aug. 30, 2019",2.55%
"Aug. 29, 2019",2.46%
"Aug. 28, 2019",3.39%
"Aug. 27, 2019",3.80%
"Aug. 26, 2019",3.71%
"Aug. 23, 2019",4.65%
"Aug. 22, 2019",2.21%
"Aug. 21, 2019",2.98%
"Aug. 20, 2019",3.32%
