date,book_value_of_tangible_equity_per_share
"Dec. 31, 2019",-38.04
"Sept. 30, 2019",-36.11
"June 30, 2019",-39.93
"March 31, 2019",-41.51
"Dec. 31, 2018",-45.80
"Sept. 30, 2018",-47.40
"June 30, 2018",-49.20
"March 31, 2018",-51.55
"Dec. 31, 2017",-54.22
"Sept. 30, 2017",-43.91
"June 30, 2017",-46.73
"March 31, 2017",-45.98
"Dec. 31, 2016",-46.18
"Sept. 30, 2016",-43.26
"June 30, 2016",-48.45
"March 31, 2016",-47.72
"Dec. 31, 2015",-38.10
"Sept. 30, 2015",-26.10
"June 30, 2015",-25.39
"March 31, 2015",-23.26
"Dec. 31, 2014",-24.64
"Sept. 30, 2014",-19.62
"June 30, 2014",-19.49
"March 31, 2014",-17.55
"Dec. 31, 2013",-16.92
"Sept. 30, 2013",-28.90
"June 30, 2013",-30.09
"March 31, 2013",-31.37
"Dec. 31, 2012",-32.18
"Sept. 30, 2012",-23.92
"June 30, 2012",-24.52
"March 31, 2012",-26.48
"Dec. 31, 2011",-28.32
"Sept. 30, 2011",-20.59
"June 30, 2011",-18.85
"March 31, 2011",-16.75
"Dec. 31, 2010",-17.55
"Sept. 30, 2010",-16.18
"June 30, 2010",-17.22
"March 31, 2010",-16.69
"Dec. 31, 2009",-15.60
"Sept. 30, 2009",-18.76
"June 30, 2009",-18.85
"March 31, 2009",-18.56
"Dec. 31, 2008",-17.70
"Sept. 30, 2008",-0.3583
"June 30, 2008",-1.410
"March 31, 2008",-1.144
"Dec. 31, 2007",-0.1103
"Sept. 30, 2007",-5.913
"June 30, 2007",-6.675
"March 31, 2007",-6.909
"Dec. 31, 2006",-7.057
"Sept. 30, 2006",-4.374
"June 30, 2006",-3.996
"March 31, 2006",-2.630
"Dec. 31, 2005",-2.609
"Sept. 30, 2005",-2.662
"June 30, 2005",-2.357
"March 31, 2005",-3.446
"Dec. 31, 2004",-3.498
"Sept. 30, 2004",-3.025
"June 30, 2004",-3.523
"March 31, 2004",-3.623
"Dec. 31, 2003",-4.315
"Sept. 30, 2003",-3.999
"June 30, 2003",-4.535
"March 31, 2003",-5.181
"Dec. 31, 2002",-5.111
"Sept. 30, 2002",-1.134
"June 30, 2002",-1.877
"March 31, 2002",-3.146
"Dec. 31, 2001",-4.211
"Sept. 30, 2001",-4.004
"June 30, 2001",-5.305
"March 31, 2001",-5.915
"Dec. 31, 2000",-3.221
"Sept. 30, 2000",-6.582
"June 30, 2000",-9.379
"March 31, 2000",-9.594
"Dec. 31, 1999",-10.20
"Sept. 30, 1999",-11.12
"June 30, 1999",-12.05
"March 31, 1999",-12.14
"Dec. 31, 1998",-12.21
"Sept. 30, 1998",-13.04
"June 30, 1998",-14.02
"March 31, 1998",-14.98
"Dec. 31, 1997",-16.04
"Sept. 30, 1997",-12.62
"June 30, 1997",-13.75
"March 31, 1997",-15.41
"Dec. 31, 1996",-16.34
"Sept. 30, 1996",-16.79
"June 30, 1996",-17.15
"March 31, 1996",2.823
"Dec. 31, 1995",2.732
"Sept. 30, 1995",1.506
"June 30, 1995",0.8712
"March 31, 1995",0.879
"Dec. 31, 1994",0.7113
