date,ev_ebit
"March 19, 2020",12.64
"March 18, 2020",13.32
"March 17, 2020",12.80
"March 16, 2020",11.70
"March 13, 2020",13.15
"March 12, 2020",12.54
"March 11, 2020",14.16
"March 10, 2020",14.53
"March 9, 2020",13.99
"March 6, 2020",15.07
"March 5, 2020",15.15
"March 4, 2020",15.77
"March 3, 2020",14.89
"March 2, 2020",15.03
"Feb. 28, 2020",14.62
"Feb. 27, 2020",15.15
"Feb. 26, 2020",15.73
"Feb. 25, 2020",15.71
"Feb. 24, 2020",16.39
"Feb. 21, 2020",16.70
"Feb. 20, 2020",16.63
"Feb. 19, 2020",16.93
"Feb. 18, 2020",16.97
"Feb. 14, 2020",17.05
"Feb. 13, 2020",16.94
"Feb. 12, 2020",17.01
"Feb. 11, 2020",17.13
"Feb. 10, 2020",17.12
"Feb. 7, 2020",17.10
"Feb. 6, 2020",17.09
"Feb. 5, 2020",16.96
"Feb. 4, 2020",16.80
"Feb. 3, 2020",16.56
"Jan. 31, 2020",16.71
"Jan. 30, 2020",16.93
"Jan. 29, 2020",16.86
"Jan. 28, 2020",16.98
"Jan. 27, 2020",16.81
"Jan. 24, 2020",16.81
"Jan. 23, 2020",16.68
"Jan. 22, 2020",16.52
"Jan. 21, 2020",16.59
"Jan. 17, 2020",16.57
"Jan. 16, 2020",16.57
"Jan. 15, 2020",16.40
"Jan. 14, 2020",16.23
"Jan. 13, 2020",16.33
"Jan. 10, 2020",16.15
"Jan. 9, 2020",16.19
"Jan. 8, 2020",16.05
"Jan. 7, 2020",16.17
"Jan. 6, 2020",16.12
"Jan. 3, 2020",16.14
"Jan. 2, 2020",15.63
"Dec. 31, 2019",15.28
"Dec. 30, 2019",16.09
"Dec. 27, 2019",16.15
"Dec. 26, 2019",16.10
"Dec. 24, 2019",16.02
"Dec. 23, 2019",16.09
"Dec. 20, 2019",15.88
"Dec. 19, 2019",15.76
"Dec. 18, 2019",15.66
"Dec. 17, 2019",15.90
"Dec. 16, 2019",15.86
"Dec. 13, 2019",15.88
"Dec. 12, 2019",15.79
"Dec. 11, 2019",15.88
"Dec. 10, 2019",15.81
"Dec. 9, 2019",15.77
"Dec. 6, 2019",15.90
"Dec. 5, 2019",15.86
"Dec. 4, 2019",15.81
"Dec. 3, 2019",15.70
"Dec. 2, 2019",15.78
"Nov. 29, 2019",16.05
"Nov. 27, 2019",16.17
"Nov. 26, 2019",16.11
"Nov. 25, 2019",16.02
"Nov. 22, 2019",16.04
