date,eps_ttm
"Dec. 31, 2019",2.64
"Sept. 30, 2019",2.50
"June 30, 2019",2.45
"March 31, 2019",2.51
"Dec. 31, 2018",2.47
"Sept. 30, 2018",2.42
"June 30, 2018",2.43
"March 31, 2018",2.36
"Dec. 31, 2017",2.26
"Sept. 30, 2017",2.34
"June 30, 2017",2.27
"March 31, 2017",2.21
"Dec. 31, 2016",2.21
"Sept. 30, 2016",2.17
"June 30, 2016",2.11
"March 31, 2016",2.11
"Dec. 31, 2015",1.94
"Sept. 30, 2015",1.92
"June 30, 2015",1.81
"March 31, 2015",1.81
"Dec. 31, 2014",2.03
"Sept. 30, 2014",1.94
"June 30, 2014",1.94
"March 31, 2014",1.95
"Dec. 31, 2013",1.91
"Sept. 30, 2013",1.90
"June 30, 2013",1.98
"March 31, 2013",1.96
"Dec. 31, 2012",1.86
"Sept. 30, 2012",1.86
"June 30, 2012",1.74
"March 31, 2012",1.69
"Dec. 31, 2011",1.73
"Sept. 30, 2011",1.72
"June 30, 2011",1.70
"March 31, 2011",1.67
"Dec. 31, 2010",1.61
"Sept. 30, 2010",1.69
"June 30, 2010",1.50
"March 31, 2010",1.45
"Dec. 31, 2009",1.47
"Sept. 30, 2009",1.47
"June 30, 2009",1.50
"March 31, 2009",1.49
"Dec. 31, 2008",1.46
"Sept. 30, 2008",1.40
"June 30, 2008",1.47
"March 31, 2008",1.39
"Dec. 31, 2007",1.32
"Sept. 30, 2007",1.26
"June 30, 2007",1.21
"March 31, 2007",1.29
"Dec. 31, 2006",1.37
"Sept. 30, 2006",1.40
"June 30, 2006",1.34
"March 31, 2006",1.30
"Dec. 31, 2005",1.23
"Sept. 30, 2005",1.14
"June 30, 2005",0.78
"March 31, 2005",0.79
"Dec. 31, 2004",0.86
"Sept. 30, 2004",1.82
"June 30, 2004",2.40
"March 31, 2004",1.48
"Dec. 31, 2003",1.46
"Sept. 30, 2003",-0.15
"June 30, 2003",-6.39
"March 31, 2003",-5.45
"Dec. 31, 2002",-5.50
"Sept. 30, 2002",-4.62
"June 30, 2002",1.72
"March 31, 2002",1.98
"Dec. 31, 2001",2.300
"Sept. 30, 2001",2.290
"June 30, 2001",1.770
"March 31, 2001",1.700
"Dec. 31, 2000",1.39
"Sept. 30, 2000",3.547
"June 30, 2000",3.997
"March 31, 2000",3.637
"Dec. 31, 1999",3.677
"Sept. 30, 1999",3.933
"June 30, 1999",3.883
"March 31, 1999",4.053
"Dec. 31, 1998",4.083
"Sept. 30, 1998",1.70
"June 30, 1998",1.65
"March 31, 1998",1.54
"Dec. 31, 1997",1.62
"Sept. 30, 1997",1.74
"June 30, 1997",1.71
"March 31, 1997",1.89
"Dec. 31, 1996",1.91
"Sept. 30, 1996",1.77
"June 30, 1996",1.82
"March 31, 1996",1.94
"Dec. 31, 1995",1.96
"Sept. 30, 1995",1.89
"June 30, 1995",1.80
"March 31, 1995",1.75
"Dec. 31, 1994",1.73
"Sept. 30, 1994",1.82
"June 30, 1994",1.69
"March 31, 1994",1.57
"Dec. 31, 1993",1.51
"Sept. 30, 1993",1.29
"June 30, 1993",1.29
"March 31, 1993",1.26
"Dec. 31, 1992",1.54
"Sept. 30, 1992",1.59
"June 30, 1992",1.85
"March 31, 1992",1.79
"Dec. 31, 1991",1.65
"Sept. 30, 1991",1.32
"June 30, 1991",1.28
"March 31, 1991",1.47
"Dec. 31, 1990",1.41
