date,market_cap
"March 19, 2020",30.43B
"March 18, 2020",32.20B
"March 17, 2020",34.07B
"March 16, 2020",30.62B
"March 13, 2020",35.07B
"March 12, 2020",32.16B
"March 11, 2020",35.06B
"March 10, 2020",35.93B
"March 9, 2020",35.67B
"March 6, 2020",36.81B
"March 5, 2020",36.33B
"March 4, 2020",36.31B
"March 3, 2020",34.48B
"March 2, 2020",34.56B
"Feb. 28, 2020",32.70B
"Feb. 27, 2020",34.02B
"Feb. 26, 2020",35.86B
"Feb. 25, 2020",36.12B
"Feb. 24, 2020",36.92B
"Feb. 21, 2020",37.16B
"Feb. 20, 2020",37.08B
"Feb. 19, 2020",37.14B
"Feb. 18, 2020",37.34B
"Feb. 14, 2020",36.86B
"Feb. 13, 2020",36.63B
"Feb. 12, 2020",36.21B
"Feb. 11, 2020",36.17B
"Feb. 10, 2020",36.22B
"Feb. 7, 2020",36.04B
"Feb. 6, 2020",36.35B
"Feb. 5, 2020",36.35B
"Feb. 4, 2020",36.35B
"Feb. 3, 2020",36.43B
"Jan. 31, 2020",36.29B
"Jan. 30, 2020",36.07B
"Jan. 29, 2020",35.36B
"Jan. 28, 2020",35.26B
"Jan. 27, 2020",35.10B
"Jan. 24, 2020",35.23B
"Jan. 23, 2020",35.09B
"Jan. 22, 2020",34.73B
"Jan. 21, 2020",34.62B
"Jan. 17, 2020",34.29B
"Jan. 16, 2020",34.11B
"Jan. 15, 2020",33.82B
"Jan. 14, 2020",33.29B
"Jan. 13, 2020",33.24B
"Jan. 10, 2020",32.86B
"Jan. 9, 2020",32.80B
"Jan. 8, 2020",32.73B
"Jan. 7, 2020",32.76B
"Jan. 6, 2020",32.83B
"Jan. 3, 2020",32.88B
"Jan. 2, 2020",32.72B
"Dec. 31, 2019",33.30B
"Dec. 30, 2019",33.19B
"Dec. 27, 2019",33.10B
"Dec. 26, 2019",32.93B
"Dec. 24, 2019",32.96B
"Dec. 23, 2019",33.05B
"Dec. 20, 2019",33.64B
"Dec. 19, 2019",33.48B
"Dec. 18, 2019",33.45B
"Dec. 17, 2019",33.28B
"Dec. 16, 2019",33.05B
"Dec. 13, 2019",32.65B
"Dec. 12, 2019",32.18B
"Dec. 11, 2019",32.60B
"Dec. 10, 2019",32.41B
"Dec. 9, 2019",32.37B
"Dec. 6, 2019",32.51B
"Dec. 5, 2019",32.59B
"Dec. 4, 2019",32.52B
"Dec. 3, 2019",32.23B
"Dec. 2, 2019",32.09B
