date,capex_ttm
"Dec. 31, 2019",4.225B
"Sept. 30, 2019",4.294B
"June 30, 2019",3.792B
"March 31, 2019",3.941B
"Dec. 31, 2018",3.957B
"Sept. 30, 2018",3.669B
"June 30, 2018",3.624B
"March 31, 2018",3.355B
"Dec. 31, 2017",3.244B
"Sept. 30, 2017",3.265B
"June 30, 2017",3.256B
"March 31, 2017",3.244B
"Dec. 31, 2016",3.195B
"Sept. 30, 2016",3.683B
"June 30, 2016",3.618B
"March 31, 2016",3.613B
"Dec. 31, 2015",3.683B
"Sept. 30, 2015",3.085B
"June 30, 2015",3.102B
"March 31, 2015",3.148B
"Dec. 31, 2014",3.200B
"Sept. 30, 2014",3.242B
"June 30, 2014",3.374B
"March 31, 2014",3.466B
"Dec. 31, 2013",3.395B
"Sept. 30, 2013",3.219B
"June 30, 2013",3.063B
"March 31, 2013",2.825B
"Dec. 31, 2012",2.570B
"Sept. 30, 2012",2.407B
"June 30, 2012",2.187B
"March 31, 2012",2.162B
"Dec. 31, 2011",2.206B
"Sept. 30, 2011",2.258B
"June 30, 2011",2.371B
"March 31, 2011",2.275B
"Dec. 31, 2010",2.216B
"Sept. 30, 2010",2.038B
"June 30, 2010",1.807B
"March 31, 2010",1.790B
"Dec. 31, 2009",1.787B
"Sept. 30, 2009",1.901B
"June 30, 2009",2.021B
"March 31, 2009",2.102B
"Dec. 31, 2008",2.114B
"Sept. 30, 2008",2.138B
"June 30, 2008",2.158B
"March 31, 2008",2.104B
"Dec. 31, 2007",2.097B
"Sept. 30, 2007",1.943B
"June 30, 2007",1.873B
"March 31, 2007",1.790B
"Dec. 31, 2006",1.628B
"Sept. 30, 2006",1.577B
"June 30, 2006",1.412B
"March 31, 2006",1.328B
"Dec. 31, 2005",1.311B
"Sept. 30, 2005",1.322B
"June 30, 2005",1.397B
"March 31, 2005",1.336B
"Dec. 31, 2004",1.276B
"Sept. 30, 2004",230.37M
"June 30, 2004",131.32M
"March 31, 2004",81.32M
"Dec. 31, 2003",42.29M
"Sept. 30, 2003",-1.407B
"June 30, 2003",-847.17M
"March 31, 2003",-332.95M
"Dec. 31, 2002",64.12M
"Sept. 30, 2002",2.851B
"June 30, 2002",3.416B
"March 31, 2002",4.398B
"Dec. 31, 2001",5.366B
"Sept. 30, 2001",5.154B
"June 30, 2001",4.231B
"March 31, 2001",2.872B
"Dec. 31, 2000",3.181B
"Sept. 30, 2000",5.079B
"June 30, 2000",3.862B
"March 31, 2000",4.583B
"Dec. 31, 1999",2.799B
"Sept. 30, 1999",500.70M
"June 30, 1999",1.402B
"March 31, 1999",432.37M
"Dec. 31, 1998",411.10M
"Sept. 30, 1998",388.90M
"June 30, 1998",392.00M
"March 31, 1998",391.30M
"Dec. 31, 1997",396.60M
"Sept. 30, 1997",421.40M
"June 30, 1997",405.30M
"March 31, 1997",394.00M
"Dec. 31, 1996",412.50M
"Sept. 30, 1996",428.70M
"June 30, 1996",426.60M
"March 31, 1996",421.60M
"Dec. 31, 1995",401.00M
"Sept. 30, 1995",433.10M
"June 30, 1995",425.30M
"March 31, 1995",426.60M
"Dec. 31, 1994",409.30M
"Sept. 30, 1994",259.50M
"June 30, 1994",150.70M
"March 31, 1994",60.70M
