date,tobin_q
"Dec. 31, 2019",1.034
"Sept. 30, 2019",1.040
"June 30, 2019",1.003
"March 31, 2019",0.9731
"Dec. 31, 2018",0.9241
"Sept. 30, 2018",0.905
"June 30, 2018",0.8969
"March 31, 2018",0.9035
"Dec. 31, 2017",0.9311
"Sept. 30, 2017",0.9193
"June 30, 2017",0.9155
"March 31, 2017",0.9045
"Dec. 31, 2016",0.8564
"Sept. 30, 2016",0.86
"June 30, 2016",0.9282
"March 31, 2016",0.8919
"Dec. 31, 2015",0.822
"Sept. 30, 2015",0.7992
"June 30, 2015",0.77
"March 31, 2015",0.8095
"Dec. 31, 2014",0.8216
"Sept. 30, 2014",0.7675
"June 30, 2014",0.8056
"March 31, 2014",0.7824
"Dec. 31, 2013",0.745
"Sept. 30, 2013",0.7357
"June 30, 2013",0.7682
"March 31, 2013",0.7965
"Dec. 31, 2012",0.7543
"Sept. 30, 2012",0.7537
"June 30, 2012",0.7988
"March 31, 2012",0.7691
"Dec. 31, 2011",0.7764
"Sept. 30, 2011",0.7471
"June 30, 2011",0.7607
"March 31, 2011",0.7612
"Dec. 31, 2010",0.7496
"Sept. 30, 2010",0.7303
"June 30, 2010",0.7069
"March 31, 2010",0.7152
"Dec. 31, 2009",0.704
"Sept. 30, 2009",0.6708
"June 30, 2009",0.6621
"March 31, 2009",0.6684
"Dec. 31, 2008",0.649
"Sept. 30, 2008",0.6755
"June 30, 2008",0.6921
"March 31, 2008",0.6883
"Dec. 31, 2007",0.7315
"Sept. 30, 2007",0.711
"June 30, 2007",0.7025
"March 31, 2007",0.7748
"Dec. 31, 2006",0.7368
"Sept. 30, 2006",0.7033
"June 30, 2006",0.6683
"March 31, 2006",0.6489
"Dec. 31, 2005",0.6501
"Sept. 30, 2005",0.6398
"June 30, 2005",0.6861
"March 31, 2005",0.6431
"Dec. 31, 2004",0.6723
"Sept. 30, 2004",0.6661
"June 30, 2004",0.6595
"March 31, 2004",0.6726
"Dec. 31, 2003",0.6391
"Sept. 30, 2003",0.6768
"June 30, 2003",0.7461
"March 31, 2003",0.7059
"Dec. 31, 2002",0.6258
"Sept. 30, 2002",0.6676
"June 30, 2002",0.7138
"March 31, 2002",0.805
"Dec. 31, 2001",0.8262
"Sept. 30, 2001",0.8412
"June 30, 2001",0.8333
"March 31, 2001",0.8577
"Dec. 31, 2000",0.8792
"Sept. 30, 2000",0.8717
"June 30, 2000",0.7368
"March 31, 2000",0.7851
"Dec. 31, 1999",0.5736
"Sept. 30, 1999",0.7892
"June 30, 1999",0.8375
"March 31, 1999",0.8125
"Dec. 31, 1998",0.9021
"Sept. 30, 1998",0.921
"June 30, 1998",0.9455
"March 31, 1998",0.9425
"Dec. 31, 1997",0.9318
"Sept. 30, 1997",0.8336
"June 30, 1997",0.8687
"March 31, 1997",0.8129
"Dec. 31, 1996",0.8198
"Sept. 30, 1996",0.8386
"June 30, 1996",0.862
"March 31, 1996",0.8476
"Dec. 31, 1995",0.87
"Sept. 30, 1995",0.8398
"June 30, 1995",0.8533
"March 31, 1995",0.8352
"Dec. 31, 1994",0.8314
"Sept. 30, 1994",0.8177
"June 30, 1994",0.8061
"March 31, 1994",0.7991
