date,forward_pe_ratio_1y
"March 19, 2020",19.58
"March 18, 2020",20.73
"March 17, 2020",21.93
"March 16, 2020",19.71
"March 13, 2020",22.57
"March 12, 2020",20.70
"March 11, 2020",22.57
"March 10, 2020",23.13
"March 9, 2020",22.96
"March 6, 2020",23.69
"March 5, 2020",23.39
"March 4, 2020",23.37
"March 3, 2020",22.19
"March 2, 2020",22.25
"Feb. 28, 2020",21.05
"Feb. 27, 2020",21.90
"Feb. 26, 2020",23.08
"Feb. 25, 2020",23.25
"Feb. 24, 2020",23.77
"Feb. 21, 2020",23.92
"Feb. 20, 2020",23.87
"Feb. 19, 2020",23.91
"Feb. 18, 2020",24.03
"Feb. 14, 2020",23.73
"Feb. 13, 2020",23.58
"Feb. 12, 2020",23.31
"Feb. 11, 2020",23.29
"Feb. 10, 2020",23.32
"Feb. 7, 2020",23.20
"Feb. 6, 2020",23.40
"Feb. 5, 2020",23.40
"Feb. 4, 2020",23.40
"Feb. 3, 2020",23.45
"Jan. 31, 2020",23.37
"Jan. 30, 2020",23.22
"Jan. 29, 2020",22.77
"Jan. 28, 2020",22.70
"Jan. 27, 2020",22.60
"Jan. 24, 2020",22.68
"Jan. 23, 2020",22.59
"Jan. 22, 2020",22.36
"Jan. 21, 2020",22.29
"Jan. 17, 2020",22.08
"Jan. 16, 2020",21.96
"Jan. 15, 2020",21.77
"Jan. 14, 2020",21.44
"Jan. 13, 2020",21.40
"Jan. 10, 2020",21.15
"Jan. 9, 2020",21.12
"Jan. 8, 2020",21.07
"Jan. 7, 2020",21.09
"Jan. 6, 2020",21.14
"Jan. 3, 2020",21.17
"Jan. 2, 2020",21.07
"Dec. 31, 2019",21.44
"Dec. 30, 2019",22.73
"Dec. 27, 2019",22.67
"Dec. 26, 2019",22.55
"Dec. 24, 2019",22.58
"Dec. 23, 2019",22.63
"Dec. 20, 2019",23.04
"Dec. 19, 2019",22.93
"Dec. 18, 2019",22.91
"Dec. 17, 2019",22.79
"Dec. 16, 2019",22.64
"Dec. 13, 2019",22.36
"Dec. 12, 2019",22.04
