date,operating_margin_ttm
"Dec. 31, 2019",18.25%
"Sept. 30, 2019",17.16%
"June 30, 2019",16.58%
"March 31, 2019",16.81%
"Dec. 31, 2018",17.03%
"Sept. 30, 2018",18.06%
"June 30, 2018",19.22%
"March 31, 2018",19.37%
"Dec. 31, 2017",19.48%
"Sept. 30, 2017",19.93%
"June 30, 2017",19.92%
"March 31, 2017",19.87%
"Dec. 31, 2016",20.17%
"Sept. 30, 2016",19.93%
"June 30, 2016",19.82%
"March 31, 2016",19.72%
"Dec. 31, 2015",18.11%
"Sept. 30, 2015",17.22%
"June 30, 2015",16.19%
"March 31, 2015",15.71%
"Dec. 31, 2014",16.61%
"Sept. 30, 2014",16.32%
"June 30, 2014",16.37%
"March 31, 2014",16.58%
"Dec. 31, 2013",16.85%
"Sept. 30, 2013",17.06%
"June 30, 2013",17.74%
"March 31, 2013",18.30%
"Dec. 31, 2012",17.92%
"Sept. 30, 2012",18.13%
"June 30, 2012",17.29%
"March 31, 2012",16.58%
"Dec. 31, 2011",16.68%
"Sept. 30, 2011",16.46%
"June 30, 2011",15.99%
"March 31, 2011",15.86%
"Dec. 31, 2010",15.65%
"Sept. 30, 2010",15.93%
"June 30, 2010",15.40%
"March 31, 2010",15.39%
"Dec. 31, 2009",15.23%
"Sept. 30, 2009",15.08%
"June 30, 2009",14.13%
"March 31, 2009",13.17%
"Dec. 31, 2008",12.41%
"Sept. 30, 2008",11.93%
"June 30, 2008",12.88%
"March 31, 2008",13.62%
"Dec. 31, 2007",13.46%
"Sept. 30, 2007",-51.85%
"June 30, 2007",-32.46%
"March 31, 2007",-33.77%
"Dec. 31, 2006",-32.99%
"Sept. 30, 2006",31.20%
"June 30, 2006",11.39%
"March 31, 2006",11.17%
"Dec. 31, 2005",11.35%
"Sept. 30, 2005",11.81%
"June 30, 2005",11.92%
"March 31, 2005",12.31%
"Dec. 31, 2004",13.06%
"Sept. 30, 2004",14.27%
"June 30, 2004",14.58%
"March 31, 2004",14.21%
"Dec. 31, 2003",14.18%
"Sept. 30, 2003",61.86%
"June 30, 2003",16.49%
"March 31, 2003",17.50%
"Dec. 31, 2002",15.20%
"Sept. 30, 2002",-23.63%
"June 30, 2002",11.42%
"March 31, 2002",10.91%
"Dec. 31, 2001",11.33%
"Sept. 30, 2001",11.08%
"June 30, 2001",9.85%
"March 31, 2001",10.31%
"Dec. 31, 2000",10.25%
"Sept. 30, 2000",15.42%
"June 30, 2000",15.28%
"March 31, 2000",14.72%
"Dec. 31, 1999",14.97%
"Sept. 30, 1999",16.90%
"June 30, 1999",17.20%
"March 31, 1999",17.35%
"Dec. 31, 1998",16.78%
"Sept. 30, 1998",-45.52%
"June 30, 1998",-26.12%
"March 31, 1998",-27.62%
"Dec. 31, 1997",-26.86%
"Sept. 30, 1997",39.52%
"June 30, 1997",18.38%
"March 31, 1997",19.67%
"Dec. 31, 1996",19.88%
"Sept. 30, 1996",18.92%
"June 30, 1996",18.93%
"March 31, 1996",18.85%
"Dec. 31, 1995",19.21%
"Sept. 30, 1995",18.42%
"June 30, 1995",17.89%
"March 31, 1995",17.84%
"Dec. 31, 1994",17.60%
"Sept. 30, 1994",34.71%
"June 30, 1994",55.14%
"March 31, 1994",75.57%
