date,pe_10
"March 19, 2020",28.72
"March 18, 2020",30.39
"March 17, 2020",32.16
"March 16, 2020",28.90
"March 13, 2020",33.10
"March 12, 2020",30.35
"March 11, 2020",33.09
"March 10, 2020",33.92
"March 9, 2020",33.67
"March 6, 2020",34.74
"March 5, 2020",34.29
"March 4, 2020",34.27
"March 3, 2020",32.54
"March 2, 2020",32.62
"Feb. 28, 2020",30.86
"Feb. 27, 2020",32.12
"Feb. 26, 2020",33.85
"Feb. 25, 2020",34.09
"Feb. 24, 2020",34.85
"Feb. 21, 2020",35.07
"Feb. 20, 2020",35.00
"Feb. 19, 2020",35.06
"Feb. 18, 2020",35.24
"Feb. 14, 2020",34.80
"Feb. 13, 2020",34.58
"Feb. 12, 2020",34.19
"Feb. 11, 2020",34.15
"Feb. 10, 2020",34.20
"Feb. 7, 2020",34.03
"Feb. 6, 2020",34.32
"Feb. 5, 2020",34.32
"Feb. 4, 2020",34.32
"Feb. 3, 2020",34.39
"Jan. 31, 2020",34.27
"Jan. 30, 2020",34.05
"Jan. 29, 2020",33.39
"Jan. 28, 2020",33.29
"Jan. 27, 2020",33.14
"Jan. 24, 2020",33.26
"Jan. 23, 2020",33.13
"Jan. 22, 2020",32.79
"Jan. 21, 2020",32.69
"Jan. 17, 2020",32.37
"Jan. 16, 2020",32.20
"Jan. 15, 2020",31.93
"Jan. 14, 2020",31.43
"Jan. 13, 2020",31.38
"Jan. 10, 2020",31.02
"Jan. 9, 2020",30.97
"Jan. 8, 2020",30.90
"Jan. 7, 2020",30.93
"Jan. 6, 2020",31.00
"Jan. 3, 2020",31.04
"Jan. 2, 2020",30.89
"Dec. 31, 2019",31.44
"Dec. 30, 2019",31.80
"Dec. 27, 2019",31.72
"Dec. 26, 2019",31.55
"Dec. 24, 2019",31.59
"Dec. 23, 2019",31.67
"Dec. 20, 2019",32.24
"Dec. 19, 2019",32.09
"Dec. 18, 2019",32.06
"Dec. 17, 2019",31.89
"Dec. 16, 2019",31.67
"Dec. 13, 2019",31.29
"Dec. 12, 2019",30.83
"Dec. 11, 2019",31.24
"Dec. 10, 2019",31.06
"Dec. 9, 2019",31.02
"Dec. 6, 2019",31.16
"Dec. 5, 2019",31.23
"Dec. 4, 2019",31.16
"Dec. 3, 2019",30.88
"Dec. 2, 2019",30.75
"Nov. 29, 2019",30.90
"Nov. 27, 2019",30.93
"Nov. 26, 2019",30.74
"Nov. 25, 2019",30.55
"Nov. 22, 2019",30.78
"Nov. 21, 2019",31.00
"Nov. 20, 2019",31.00
"Nov. 19, 2019",30.81
"Nov. 18, 2019",30.59
"Nov. 15, 2019",30.59
"Nov. 14, 2019",30.80
"Nov. 13, 2019",30.97
"Nov. 12, 2019",30.24
"Nov. 11, 2019",30.19
"Nov. 8, 2019",30.19
"Nov. 7, 2019",30.32
"Nov. 6, 2019",30.78
"Nov. 5, 2019",30.42
"Nov. 4, 2019",30.98
"Nov. 1, 2019",31.71
"Oct. 31, 2019",31.91
"Oct. 30, 2019",31.82
"Oct. 29, 2019",31.45
"Oct. 28, 2019",31.38
"Oct. 25, 2019",31.98
"Oct. 24, 2019",32.43
"Oct. 23, 2019",32.38
"Oct. 22, 2019",32.27
"Oct. 21, 2019",32.31
"Oct. 18, 2019",32.17
"Oct. 17, 2019",32.00
"Oct. 16, 2019",31.90
"Oct. 15, 2019",31.73
"Oct. 14, 2019",31.80
"Oct. 11, 2019",31.82
"Oct. 10, 2019",32.14
"Oct. 9, 2019",32.12
"Oct. 8, 2019",31.95
"Oct. 7, 2019",32.30
"Oct. 4, 2019",32.48
"Oct. 3, 2019",31.89
"Oct. 2, 2019",31.83
"Oct. 1, 2019",32.64
"Sept. 30, 2019",32.61
"Sept. 27, 2019",33.27
"Sept. 26, 2019",33.38
"Sept. 25, 2019",33.12
"Sept. 24, 2019",33.31
"Sept. 23, 2019",32.89
"Sept. 20, 2019",32.90
"Sept. 19, 2019",32.71
"Sept. 18, 2019",32.59
"Sept. 17, 2019",32.44
"Sept. 16, 2019",31.99
"Sept. 13, 2019",31.87
"Sept. 12, 2019",32.11
"Sept. 11, 2019",32.20
"Sept. 10, 2019",32.07
"Sept. 9, 2019",32.27
"Sept. 6, 2019",32.99
"Sept. 5, 2019",33.17
"Sept. 4, 2019",33.51
"Sept. 3, 2019",33.36
"Aug. 30, 2019",32.69
"Aug. 29, 2019",32.89
"Aug. 28, 2019",32.57
"Aug. 27, 2019",32.58
"Aug. 26, 2019",32.35
"Aug. 23, 2019",31.79
"Aug. 22, 2019",32.22
"Aug. 21, 2019",32.07
"Aug. 20, 2019",31.77
"Aug. 19, 2019",31.64
"Aug. 16, 2019",31.46
"Aug. 15, 2019",31.32
"Aug. 14, 2019",30.94
"Aug. 13, 2019",31.25
"Aug. 12, 2019",31.32
"Aug. 9, 2019",31.45
"Aug. 8, 2019",31.38
"Aug. 7, 2019",30.95
"Aug. 6, 2019",30.76
"Aug. 5, 2019",30.36
"Aug. 2, 2019",30.45
"Aug. 1, 2019",30.93
"July 31, 2019",30.35
"July 30, 2019",30.85
"July 29, 2019",31.04
"July 26, 2019",30.81
"July 25, 2019",30.64
"July 24, 2019",30.78
"July 23, 2019",30.75
"July 22, 2019",30.91
"July 19, 2019",30.94
"July 18, 2019",31.53
"July 17, 2019",31.20
"July 16, 2019",31.06
"July 15, 2019",31.15
"July 12, 2019",30.95
"July 11, 2019",31.15
"July 10, 2019",31.14
"July 9, 2019",31.00
"July 8, 2019",30.98
"July 5, 2019",30.90
"July 3, 2019",30.91
"July 2, 2019",30.62
"July 1, 2019",30.26
"June 30, 2019",30.29
