date,eps_est_0q
"March 12, 2020",0.6157
"March 4, 2020",0.6133
"Feb. 21, 2020",0.6133
"Feb. 19, 2020",0.6186
"Feb. 3, 2020",0.6133
"Jan. 31, 2020",0.6117
"Jan. 30, 2020",0.604
"Jan. 29, 2020",0.604
"Jan. 17, 2020",0.604
"Dec. 31, 2019",0.5417
"Dec. 16, 2019",0.5379
"Nov. 21, 2019",0.5366
"Nov. 6, 2019",0.5354
"Nov. 4, 2019",0.5313
"Oct. 29, 2019",0.5217
"Oct. 28, 2019",0.523
"Oct. 25, 2019",0.5208
"Oct. 24, 2019",0.5091
"Oct. 21, 2019",0.5153
"Oct. 18, 2019",0.5113
"Oct. 17, 2019",0.5063
"Oct. 14, 2019",0.4983
"Oct. 11, 2019",0.4982
"Sept. 30, 2019",1.028
"Sept. 24, 2019",1.033
"Sept. 13, 2019",1.035
"Sept. 9, 2019",1.035
"Aug. 30, 2019",1.035
"Aug. 16, 2019",1.033
"Aug. 14, 2019",1.033
"Aug. 13, 2019",1.034
"Aug. 7, 2019",1.030
"Aug. 2, 2019",1.028
"Aug. 1, 2019",1.021
"July 23, 2019",1.016
"July 22, 2019",1.014
"July 19, 2019",1.015
"July 18, 2019",1.014
"July 15, 2019",1.011
"June 30, 2019",0.5252
"June 25, 2019",0.55
"June 24, 2019",0.5498
"June 18, 2019",0.5498
"May 23, 2019",0.5486
"May 16, 2019",0.5492
"May 1, 2019",0.548
"April 30, 2019",0.5484
"April 29, 2019",0.5467
"April 26, 2019",0.5462
"April 23, 2019",0.5463
"April 17, 2019",0.5465
"April 15, 2019",0.541
"March 31, 2019",0.6098
"March 20, 2019",0.5935
"March 13, 2019",0.5946
"March 12, 2019",0.5958
"March 7, 2019",0.5957
"Jan. 31, 2019",0.5932
"Jan. 24, 2019",0.5947
"Dec. 31, 2018",0.414
"Dec. 14, 2018",0.4173
"Dec. 12, 2018",0.4153
"Dec. 4, 2018",0.4143
"Nov. 17, 2018",0.4148
"Nov. 7, 2018",0.4179
"Oct. 31, 2018",0.4161
"Oct. 30, 2018",0.4221
"Oct. 27, 2018",0.4192
"Oct. 26, 2018",0.4135
"Oct. 25, 2018",0.4087
"Oct. 23, 2018",0.4044
"Oct. 19, 2018",0.4087
"Oct. 18, 2018",0.4016
"Oct. 15, 2018",0.4028
"Oct. 9, 2018",0.4028
"Sept. 30, 2018",0.9796
"Sept. 21, 2018",0.9795
"Sept. 10, 2018",0.978
"Sept. 7, 2018",0.9787
"Aug. 14, 2018",0.9788
"July 27, 2018",1.047
"July 26, 2018",0.9843
"July 13, 2018",0.9871
"July 11, 2018",0.9857
"June 30, 2018",0.4716
"June 20, 2018",0.4691
"June 16, 2018",0.4705
"May 11, 2018",0.4705
"May 7, 2018",0.4705
"May 4, 2018",0.4699
"May 1, 2018",0.469
"April 27, 2018",0.4714
"April 26, 2018",0.4747
"April 20, 2018",0.4781
"April 18, 2018",0.4797
"April 13, 2018",0.4782
"April 10, 2018",0.4748
"March 31, 2018",0.5087
"March 28, 2018",0.5076
"March 15, 2018",0.5069
"Feb. 8, 2018",0.5089
"Feb. 7, 2018",0.5049
"Feb. 1, 2018",0.5061
"Jan. 19, 2018",0.5066
"Jan. 11, 2018",0.5066
