date,shareholders_equity
"Dec. 31, 2019",13.24B
"Sept. 30, 2019",13.14B
"June 30, 2019",12.37B
"March 31, 2019",12.33B
"Dec. 31, 2018",12.22B
"Sept. 30, 2018",12.16B
"June 30, 2018",11.65B
"March 31, 2018",11.56B
"Dec. 31, 2017",11.46B
"Sept. 30, 2017",11.44B
"June 30, 2017",11.12B
"March 31, 2017",11.07B
"Dec. 31, 2016",11.02B
"Sept. 30, 2016",10.99B
"June 30, 2016",10.70B
"March 31, 2016",10.67B
"Dec. 31, 2015",10.60B
"Sept. 30, 2015",10.54B
"June 30, 2015",10.27B
"March 31, 2015",10.21B
"Dec. 31, 2014",10.21B
"Sept. 30, 2014",10.15B
"June 30, 2014",9.921B
"March 31, 2014",9.747B
"Dec. 31, 2013",9.566B
"Sept. 30, 2013",9.547B
"June 30, 2013",9.300B
"March 31, 2013",9.155B
"Dec. 31, 2012",8.874B
"Sept. 30, 2012",8.850B
"June 30, 2012",8.574B
"March 31, 2012",8.538B
"Dec. 31, 2011",8.482B
"Sept. 30, 2011",8.536B
"June 30, 2011",8.340B
"March 31, 2011",8.286B
"Dec. 31, 2010",8.188B
"Sept. 30, 2010",7.711B
"June 30, 2010",7.497B
"March 31, 2010",7.461B
"Dec. 31, 2009",7.388B
"Sept. 30, 2009",7.296B
"June 30, 2009",7.179B
"March 31, 2009",7.154B
"Dec. 31, 2008",7.069B
"Sept. 30, 2008",6.953B
"June 30, 2008",6.479B
"March 31, 2008",6.462B
"Dec. 31, 2007",6.406B
"Sept. 30, 2007",6.266B
"June 30, 2007",6.100B
"March 31, 2007",5.973B
"Dec. 31, 2006",5.922B
"Sept. 30, 2006",5.792B
"June 30, 2006",5.660B
"March 31, 2006",5.624B
"Dec. 31, 2005",5.500B
"Sept. 30, 2005",5.483B
"June 30, 2005",5.352B
"March 31, 2005",5.372B
"Dec. 31, 2004",5.308B
"Sept. 30, 2004",5.318B
"June 30, 2004",5.363B
"March 31, 2004",5.342B
"Dec. 31, 2003",5.271B
"Sept. 30, 2003",4.819B
"June 30, 2003",4.488B
"March 31, 2003",4.870B
"Dec. 31, 2002",4.770B
"Sept. 30, 2002",5.353B
"June 30, 2002",7.478B
"March 31, 2002",6.800B
"Dec. 31, 2001",6.300B
"Sept. 30, 2001",6.310B
"June 30, 2001",6.129B
"March 31, 2001",5.963B
"Dec. 31, 2000",5.667B
"Sept. 30, 2000",5.606B
"June 30, 2000",2.866B
"March 31, 2000",2.642B
"Dec. 31, 1999",5.396B
"Sept. 30, 1999",2.653B
"June 30, 1999",2.593B
"March 31, 1999",2.602B
"Dec. 31, 1998",2.586B
"Sept. 30, 1998",2.535B
"June 30, 1998",2.471B
"March 31, 1998",2.494B
"Dec. 31, 1997",2.572B
"Sept. 30, 1997",2.573B
"June 30, 1997",2.305B
"March 31, 1997",2.348B
"Dec. 31, 1996",2.376B
"Sept. 30, 1996",2.346B
"June 30, 1996",2.314B
"March 31, 1996",2.307B
"Dec. 31, 1995",2.268B
"Sept. 30, 1995",2.244B
"June 30, 1995",2.184B
"March 31, 1995",2.161B
"Dec. 31, 1994",2.138B
"Sept. 30, 1994",2.132B
"June 30, 1994",2.099B
"March 31, 1994",2.091B
