date,ev_ebit
"March 19, 2020",22.12
"March 18, 2020",22.92
"March 17, 2020",23.77
"March 16, 2020",22.21
"March 13, 2020",24.22
"March 12, 2020",22.90
"March 11, 2020",24.21
"March 10, 2020",24.61
"March 9, 2020",24.49
"March 6, 2020",25.01
"March 5, 2020",24.79
"March 4, 2020",24.78
"March 3, 2020",23.95
"March 2, 2020",23.99
"Feb. 28, 2020",23.15
"Feb. 27, 2020",23.75
"Feb. 26, 2020",24.58
"Feb. 25, 2020",24.69
"Feb. 24, 2020",25.06
"Feb. 21, 2020",25.16
"Feb. 20, 2020",25.13
"Feb. 19, 2020",25.16
"Feb. 18, 2020",25.24
"Feb. 14, 2020",25.03
"Feb. 13, 2020",24.93
"Feb. 12, 2020",24.74
"Feb. 11, 2020",24.72
"Feb. 10, 2020",24.74
"Feb. 7, 2020",24.66
"Feb. 6, 2020",24.80
"Feb. 5, 2020",24.80
"Feb. 4, 2020",24.80
"Feb. 3, 2020",24.83
"Jan. 31, 2020",24.77
"Jan. 30, 2020",24.67
"Jan. 29, 2020",24.35
"Jan. 28, 2020",24.31
"Jan. 27, 2020",24.23
"Jan. 24, 2020",24.29
"Jan. 23, 2020",24.23
"Jan. 22, 2020",24.07
"Jan. 21, 2020",24.02
"Jan. 17, 2020",23.87
"Jan. 16, 2020",23.79
"Jan. 15, 2020",23.65
"Jan. 14, 2020",23.42
"Jan. 13, 2020",23.39
"Jan. 10, 2020",23.22
"Jan. 9, 2020",23.19
"Jan. 8, 2020",23.16
"Jan. 7, 2020",23.18
"Jan. 6, 2020",23.21
"Jan. 3, 2020",23.23
"Jan. 2, 2020",23.16
"Dec. 31, 2019",23.42
"Dec. 30, 2019",24.28
"Dec. 27, 2019",24.23
"Dec. 26, 2019",24.15
"Dec. 24, 2019",24.17
"Dec. 23, 2019",24.21
"Dec. 20, 2019",24.49
"Dec. 19, 2019",24.42
"Dec. 18, 2019",24.40
"Dec. 17, 2019",24.32
"Dec. 16, 2019",24.21
"Dec. 13, 2019",24.02
"Dec. 12, 2019",23.79
"Dec. 11, 2019",23.99
"Dec. 10, 2019",23.90
"Dec. 9, 2019",23.89
"Dec. 6, 2019",23.95
"Dec. 5, 2019",23.99
"Dec. 4, 2019",23.96
"Dec. 3, 2019",23.82
"Dec. 2, 2019",23.75
"Nov. 29, 2019",23.83
"Nov. 27, 2019",23.84
"Nov. 26, 2019",23.75
"Nov. 25, 2019",23.65
"Nov. 22, 2019",23.77
"Nov. 21, 2019",23.88
"Nov. 20, 2019",23.88
"Nov. 19, 2019",23.78
"Nov. 18, 2019",23.67
"Nov. 15, 2019",23.67
"Nov. 14, 2019",23.78
"Nov. 13, 2019",23.86
"Nov. 12, 2019",23.50
"Nov. 11, 2019",23.47
"Nov. 8, 2019",23.47
"Nov. 7, 2019",23.54
"Nov. 6, 2019",23.77
"Nov. 5, 2019",23.59
"Nov. 4, 2019",23.87
"Nov. 1, 2019",24.23
"Oct. 31, 2019",24.33
"Oct. 30, 2019",24.28
"Oct. 29, 2019",24.10
"Oct. 28, 2019",24.06
"Oct. 25, 2019",24.36
"Oct. 24, 2019",24.59
"Oct. 23, 2019",24.56
"Oct. 22, 2019",24.51
"Oct. 21, 2019",24.53
"Oct. 18, 2019",24.46
"Oct. 17, 2019",24.37
"Oct. 16, 2019",24.33
"Oct. 15, 2019",24.24
"Oct. 14, 2019",24.27
"Oct. 11, 2019",24.29
"Oct. 10, 2019",24.44
"Oct. 9, 2019",24.43
"Oct. 8, 2019",24.35
"Oct. 7, 2019",24.52
"Oct. 4, 2019",24.61
"Oct. 3, 2019",24.32
"Oct. 2, 2019",24.29
"Oct. 1, 2019",24.69
"Sept. 30, 2019",24.68
"Sept. 27, 2019",25.59
"Sept. 26, 2019",25.64
"Sept. 25, 2019",25.51
"Sept. 24, 2019",25.60
"Sept. 23, 2019",25.39
"Sept. 20, 2019",25.39
"Sept. 19, 2019",25.30
"Sept. 18, 2019",25.24
"Sept. 17, 2019",25.17
"Sept. 16, 2019",24.93
"Sept. 13, 2019",24.88
"Sept. 12, 2019",25.00
"Sept. 11, 2019",25.04
"Sept. 10, 2019",24.97
