date,debt_equity_ratio
"Dec. 31, 2019",1.413
"Sept. 30, 2019",1.416
"June 30, 2019",1.467
"March 31, 2019",1.409
"Dec. 31, 2018",1.411
"Sept. 30, 2018",1.356
"June 30, 2018",1.446
"March 31, 2018",1.384
"Dec. 31, 2017",1.378
"Sept. 30, 2017",1.346
"June 30, 2017",1.383
"March 31, 2017",1.360
"Dec. 31, 2016",1.347
"Sept. 30, 2016",1.318
"June 30, 2016",1.332
"March 31, 2016",1.311
"Dec. 31, 2015",1.311
"Sept. 30, 2015",1.253
"June 30, 2015",1.271
"March 31, 2015",1.246
"Dec. 31, 2014",1.251
"Sept. 30, 2014",1.227
"June 30, 2014",1.264
"March 31, 2014",1.257
"Dec. 31, 2013",1.249
"Sept. 30, 2013",1.204
"June 30, 2013",1.231
"March 31, 2013",1.210
"Dec. 31, 2012",1.24
"Sept. 30, 2012",1.273
"June 30, 2012",1.225
"March 31, 2012",1.200
"Dec. 31, 2011",1.194
"Sept. 30, 2011",1.167
"June 30, 2011",1.196
"March 31, 2011",1.189
"Dec. 31, 2010",1.195
"Sept. 30, 2010",1.209
"June 30, 2010",1.212
"March 31, 2010",1.189
"Dec. 31, 2009",1.204
"Sept. 30, 2009",1.182
"June 30, 2009",1.238
"March 31, 2009",1.197
"Dec. 31, 2008",1.237
"Sept. 30, 2008",1.258
"June 30, 2008",1.320
"March 31, 2008",1.278
"Dec. 31, 2007",1.260
"Sept. 30, 2007",1.273
"June 30, 2007",1.234
"March 31, 2007",1.243
"Dec. 31, 2006",1.252
"Sept. 30, 2006",1.243
"June 30, 2006",1.270
"March 31, 2006",1.268
"Dec. 31, 2005",1.360
"Sept. 30, 2005",1.278
"June 30, 2005",1.310
"March 31, 2005",1.285
"Dec. 31, 2004",1.324
"Sept. 30, 2004",1.277
"June 30, 2004",1.249
"March 31, 2004",1.250
"Dec. 31, 2003",1.273
"Sept. 30, 2003",1.412
"June 30, 2003",1.439
"March 31, 2003",3.211
"Dec. 31, 2002",1.338
"Sept. 30, 2002",3.067
"June 30, 2002",2.158
"March 31, 2002",2.215
"Dec. 31, 2001",2.307
"Sept. 30, 2001",2.222
"June 30, 2001",2.132
"March 31, 2001",1.818
"Dec. 31, 2000",1.705
"Sept. 30, 2000",1.706
"June 30, 2000",2.077
"March 31, 2000",2.379
"Dec. 31, 1999",1.426
"Sept. 30, 1999",1.357
"June 30, 1999",1.383
"March 31, 1999",0.9158
"Dec. 31, 1998",0.9511
"Sept. 30, 1998",0.9638
"June 30, 1998",1.000
"March 31, 1998",0.9669
"Dec. 31, 1997",0.8957
"Sept. 30, 1997",0.8635
"June 30, 1997",1.043
"March 31, 1997",0.8535
"Dec. 31, 1996",0.9351
"Sept. 30, 1996",0.8762
"June 30, 1996",0.9503
"March 31, 1996",0.8643
"Dec. 31, 1995",0.8492
"Sept. 30, 1995",0.8257
"June 30, 1995",0.8899
"March 31, 1995",0.8213
"Dec. 31, 1994",0.8699
"Sept. 30, 1994",0.807
"June 30, 1994",0.8444
"March 31, 1994",0.7786
