date,operating_earning_yield
"March 19, 2020",6.97%
"March 18, 2020",6.59%
"March 17, 2020",6.23%
"March 16, 2020",6.93%
"March 13, 2020",6.05%
"March 12, 2020",6.60%
"March 11, 2020",6.05%
"March 10, 2020",5.90%
"March 9, 2020",5.95%
"March 6, 2020",5.77%
"March 5, 2020",5.84%
"March 4, 2020",5.84%
"March 3, 2020",6.15%
"March 2, 2020",6.14%
"Feb. 28, 2020",6.49%
"Feb. 27, 2020",6.24%
"Feb. 26, 2020",5.92%
"Feb. 25, 2020",5.87%
"Feb. 24, 2020",5.75%
"Feb. 21, 2020",5.71%
"Feb. 20, 2020",5.72%
"Feb. 19, 2020",5.71%
"Feb. 18, 2020",5.68%
"Feb. 14, 2020",5.76%
"Feb. 13, 2020",5.79%
"Feb. 12, 2020",5.86%
"Feb. 11, 2020",5.86%
"Feb. 10, 2020",5.86%
"Feb. 7, 2020",5.89%
"Feb. 6, 2020",5.84%
"Feb. 5, 2020",5.84%
"Feb. 4, 2020",5.84%
"Feb. 3, 2020",5.82%
"Jan. 31, 2020",5.85%
"Jan. 30, 2020",5.88%
"Jan. 29, 2020",6.00%
"Jan. 28, 2020",6.02%
"Jan. 27, 2020",6.04%
"Jan. 24, 2020",6.02%
"Jan. 23, 2020",6.05%
"Jan. 22, 2020",6.11%
"Jan. 21, 2020",6.13%
"Jan. 17, 2020",6.19%
"Jan. 16, 2020",6.22%
"Jan. 15, 2020",6.27%
"Jan. 14, 2020",6.37%
"Jan. 13, 2020",6.38%
"Jan. 10, 2020",6.46%
"Jan. 9, 2020",6.47%
"Jan. 8, 2020",6.48%
"Jan. 7, 2020",6.47%
"Jan. 6, 2020",6.46%
"Jan. 3, 2020",6.45%
"Jan. 2, 2020",6.48%
"Dec. 31, 2019",6.37%
"Dec. 30, 2019",6.09%
"Dec. 27, 2019",6.10%
"Dec. 26, 2019",6.14%
"Dec. 24, 2019",6.13%
"Dec. 23, 2019",6.11%
"Dec. 20, 2019",6.01%
"Dec. 19, 2019",6.03%
"Dec. 18, 2019",6.04%
"Dec. 17, 2019",6.07%
"Dec. 16, 2019",6.11%
"Dec. 13, 2019",6.19%
"Dec. 12, 2019",6.28%
"Dec. 11, 2019",6.20%
"Dec. 10, 2019",6.23%
"Dec. 9, 2019",6.24%
"Dec. 6, 2019",6.21%
"Dec. 5, 2019",6.20%
"Dec. 4, 2019",6.21%
"Dec. 3, 2019",6.27%
"Dec. 2, 2019",6.30%
"Nov. 29, 2019",6.27%
"Nov. 27, 2019",6.26%
"Nov. 26, 2019",6.30%
"Nov. 25, 2019",6.34%
"Nov. 22, 2019",6.29%
"Nov. 21, 2019",6.24%
"Nov. 20, 2019",6.25%
"Nov. 19, 2019",6.28%
"Nov. 18, 2019",6.33%
"Nov. 15, 2019",6.33%
"Nov. 14, 2019",6.29%
"Nov. 13, 2019",6.25%
"Nov. 12, 2019",6.40%
"Nov. 11, 2019",6.41%
"Nov. 8, 2019",6.41%
"Nov. 7, 2019",6.39%
"Nov. 6, 2019",6.29%
"Nov. 5, 2019",6.36%
"Nov. 4, 2019",6.25%
"Nov. 1, 2019",6.11%
"Oct. 31, 2019",6.07%
"Oct. 30, 2019",6.09%
"Oct. 29, 2019",6.16%
