date,net_income_ttm
"Dec. 31, 2019",1.372B
"Sept. 30, 2019",1.294B
"June 30, 2019",1.258B
"March 31, 2019",1.285B
"Dec. 31, 2018",1.261B
"Sept. 30, 2018",1.236B
"June 30, 2018",1.237B
"March 31, 2018",1.199B
"Dec. 31, 2017",1.147B
"Sept. 30, 2017",1.185B
"June 30, 2017",1.151B
"March 31, 2017",1.121B
"Dec. 31, 2016",1.123B
"Sept. 30, 2016",1.104B
"June 30, 2016",1.073B
"March 31, 2016",1.073B
"Dec. 31, 2015",984.00M
"Sept. 30, 2015",971.80M
"June 30, 2015",913.92M
"March 31, 2015",912.15M
"Dec. 31, 2014",1.021B
"Sept. 30, 2014",975.02M
"June 30, 2014",971.19M
"March 31, 2014",972.88M
"Dec. 31, 2013",948.23M
"Sept. 30, 2013",938.35M
"June 30, 2013",971.70M
"March 31, 2013",957.91M
"Dec. 31, 2012",905.23M
"Sept. 30, 2012",905.57M
"June 30, 2012",845.79M
"March 31, 2012",821.50M
"Dec. 31, 2011",841.17M
"Sept. 30, 2011",837.30M
"June 30, 2011",811.27M
"March 31, 2011",792.28M
"Dec. 31, 2010",755.83M
"Sept. 30, 2010",788.08M
"June 30, 2010",696.61M
"March 31, 2010",673.94M
"Dec. 31, 2009",680.89M
"Sept. 30, 2009",676.08M
"June 30, 2009",678.04M
"March 31, 2009",666.50M
"Dec. 31, 2008",645.54M
"Sept. 30, 2008",611.39M
"June 30, 2008",640.32M
"March 31, 2008",602.44M
"Dec. 31, 2007",569.04M
"Sept. 30, 2007",536.84M
"June 30, 2007",509.59M
"March 31, 2007",540.17M
"Dec. 31, 2006",571.75M
"Sept. 30, 2006",586.10M
"June 30, 2006",557.66M
"March 31, 2006",542.79M
"Dec. 31, 2005",512.97M
"Sept. 30, 2005",473.93M
"June 30, 2005",324.63M
"March 31, 2005",327.53M
"Dec. 31, 2004",355.96M
"Sept. 30, 2004",760.38M
"June 30, 2004",1.001B
"March 31, 2004",632.29M
"Dec. 31, 2003",622.39M
"Sept. 30, 2003",-59.81M
"June 30, 2003",-2.551B
"March 31, 2003",-2.181B
"Dec. 31, 2002",-2.218B
"Sept. 30, 2002",-1.868B
"June 30, 2002",608.60M
"March 31, 2002",689.16M
"Dec. 31, 2001",794.97M
"Sept. 30, 2001",787.87M
"June 30, 2001",607.58M
"March 31, 2001",582.81M
"Dec. 31, 2000",421.50M
"Sept. 30, 2000",679.53M
"June 30, 2000",698.22M
"March 31, 2000",566.62M
"Dec. 31, 1999",570.94M
"Sept. 30, 1999",605.64M
"June 30, 1999",596.04M
"March 31, 1999",619.55M
"Dec. 31, 1998",624.33M
"Sept. 30, 1998",259.20M
"June 30, 1998",245.40M
"March 31, 1998",228.70M
"Dec. 31, 1997",237.40M
"Sept. 30, 1997",251.70M
"June 30, 1997",248.00M
"March 31, 1997",273.10M
"Dec. 31, 1996",274.50M
"Sept. 30, 1996",253.80M
"June 30, 1996",258.40M
"March 31, 1996",274.80M
"Dec. 31, 1995",275.80M
"Sept. 30, 1995",265.60M
"June 30, 1995",252.90M
"March 31, 1995",245.90M
"Dec. 31, 1994",243.50M
"Sept. 30, 1994",256.20M
"June 30, 1994",240.00M
"March 31, 1994",223.10M
"Dec. 31, 1993",211.80M
"Sept. 30, 1993",180.10M
"June 30, 1993",175.90M
"March 31, 1993",171.10M
"Dec. 31, 1992",206.40M
"Sept. 30, 1992",213.60M
"June 30, 1992",247.30M
"March 31, 1992",240.80M
"Dec. 31, 1991",223.90M
"Sept. 30, 1991",183.10M
"June 30, 1991",178.50M
"March 31, 1991",202.40M
"Dec. 31, 1990",195.40M
"Sept. 30, 1990",240.00M
"June 30, 1990",228.50M
"March 31, 1990",216.90M
"Dec. 31, 1989",222.00M
"Sept. 30, 1989",203.50M
"June 30, 1989",214.80M
"March 31, 1989",221.90M
"Dec. 31, 1988",214.80M
"Sept. 30, 1988",221.30M
"June 30, 1988",214.70M
"March 31, 1988",205.80M
"Dec. 31, 1987",204.90M
"Sept. 30, 1987",216.30M
"June 30, 1987",201.40M
"March 31, 1987",196.50M
"Dec. 31, 1986",206.90M
"Sept. 30, 1986",210.10M
"June 30, 1986",196.10M
"March 31, 1986",205.50M
"Dec. 31, 1985",197.90M
"Sept. 30, 1985",185.60M
"June 30, 1985",188.20M
"March 31, 1985",191.70M
"Dec. 31, 1984",192.10M
