date,price_target_upside
"March 19, 2020",15.81%
"March 18, 2020",9.43%
"March 17, 2020",3.43%
"March 16, 2020",15.07%
"March 13, 2020",1.60%
"March 12, 2020",10.80%
"March 11, 2020",1.81%
"March 10, 2020",-0.67%
"March 9, 2020",0.06%
"March 6, 2020",-3.47%
"March 5, 2020",-2.21%
"March 4, 2020",-2.14%
"March 3, 2020",3.06%
"March 2, 2020",2.81%
"Feb. 28, 2020",9.16%
"Feb. 27, 2020",4.91%
"Feb. 26, 2020",-0.47%
"Feb. 25, 2020",-1.17%
"Feb. 24, 2020",-3.41%
"Feb. 21, 2020",-4.03%
"Feb. 20, 2020",-4.15%
"Feb. 19, 2020",-4.32%
"Feb. 18, 2020",-4.84%
"Feb. 14, 2020",-3.62%
"Feb. 13, 2020",-3.55%
"Feb. 12, 2020",-2.44%
"Feb. 11, 2020",-2.34%
"Feb. 10, 2020",-2.67%
"Feb. 7, 2020",-2.17%
"Feb. 6, 2020",-3.00%
"Feb. 5, 2020",-3.00%
"Feb. 4, 2020",-3.00%
"Feb. 3, 2020",-3.21%
"Jan. 31, 2020",-2.85%
"Jan. 30, 2020",-3.70%
"Jan. 29, 2020",-2.25%
"Jan. 28, 2020",-2.23%
"Jan. 27, 2020",-1.80%
"Jan. 24, 2020",-3.42%
"Jan. 23, 2020",-3.40%
"Jan. 22, 2020",-2.39%
"Jan. 21, 2020",-2.37%
"Jan. 17, 2020",-1.43%
"Jan. 16, 2020",-0.24%
"Jan. 15, 2020",-0.05%
"Jan. 14, 2020",1.23%
"Jan. 13, 2020",1.39%
"Jan. 10, 2020",2.37%
"Jan. 9, 2020",2.53%
"Jan. 8, 2020",2.86%
"Jan. 7, 2020",2.77%
"Jan. 6, 2020",2.55%
"Jan. 3, 2020",2.41%
"Jan. 2, 2020",2.90%
"Dec. 31, 2019",1.10%
"Dec. 30, 2019",1.42%
"Dec. 27, 2019",1.70%
"Dec. 26, 2019",2.03%
"Dec. 24, 2019",1.91%
"Dec. 23, 2019",1.65%
"Dec. 20, 2019",-0.14%
"Dec. 19, 2019",0.33%
"Dec. 18, 2019",0.43%
"Dec. 17, 2019",0.95%
"Dec. 16, 2019",1.64%
"Dec. 13, 2019",3.54%
"Dec. 12, 2019",5.06%
"Dec. 11, 2019",3.71%
"Dec. 10, 2019",4.32%
"Dec. 9, 2019",4.43%
"Dec. 6, 2019",3.98%
"Dec. 5, 2019",3.74%
"Dec. 4, 2019",3.96%
"Dec. 3, 2019",4.89%
"Dec. 2, 2019",5.34%
"Nov. 29, 2019",4.73%
"Nov. 27, 2019",4.83%
"Nov. 26, 2019",5.48%
"Nov. 25, 2019",6.14%
"Nov. 22, 2019",5.34%
"Nov. 21, 2019",4.59%
"Nov. 20, 2019",4.83%
"Nov. 19, 2019",5.46%
"Nov. 18, 2019",6.11%
"Nov. 15, 2019",6.13%
"Nov. 14, 2019",5.38%
"Nov. 13, 2019",4.80%
"Nov. 12, 2019",7.36%
"Nov. 11, 2019",7.54%
"Nov. 8, 2019",7.97%
"Nov. 7, 2019",7.52%
"Nov. 6, 2019",5.89%
"Nov. 5, 2019",7.16%
"Nov. 4, 2019",5.23%
"Nov. 1, 2019",2.81%
"Oct. 31, 2019",2.15%
"Oct. 30, 2019",2.46%
"Oct. 29, 2019",3.67%
"Oct. 28, 2019",3.90%
"Oct. 25, 2019",1.35%
"Oct. 24, 2019",-0.26%
"Oct. 23, 2019",-0.39%
"Oct. 22, 2019",-0.04%
"Oct. 21, 2019",-0.16%
"Oct. 18, 2019",-0.70%
"Oct. 17, 2019",-0.17%
"Oct. 16, 2019",0.31%
"Oct. 15, 2019",0.85%
"Oct. 14, 2019",0.64%
"Oct. 11, 2019",-0.22%
"Oct. 10, 2019",-1.68%
"Oct. 9, 2019",-3.00%
"Oct. 8, 2019",-2.50%
"Oct. 7, 2019",-3.55%
"Oct. 4, 2019",-4.07%
"Oct. 3, 2019",-2.31%
"Oct. 2, 2019",-2.12%
"Oct. 1, 2019",-4.54%
"Sept. 30, 2019",-4.45%
"Sept. 27, 2019",-4.59%
"Sept. 26, 2019",-4.90%
"Sept. 25, 2019",-4.14%
"Sept. 24, 2019",-4.70%
"Sept. 23, 2019",-4.70%
"Sept. 20, 2019",-4.73%
"Sept. 19, 2019",-3.21%
"Sept. 18, 2019",-2.83%
"Sept. 17, 2019",-2.40%
"Sept. 16, 2019",-1.00%
"Sept. 13, 2019",-0.65%
"Sept. 12, 2019",-2.49%
"Sept. 11, 2019",-1.55%
"Sept. 10, 2019",-1.15%
"Sept. 9, 2019",-1.77%
"Sept. 6, 2019",-4.42%
"Sept. 5, 2019",-5.55%
"Sept. 4, 2019",-6.51%
"Sept. 3, 2019",-6.10%
"Aug. 30, 2019",-4.81%
"Aug. 29, 2019",-6.19%
"Aug. 28, 2019",-5.28%
"Aug. 27, 2019",-5.30%
"Aug. 26, 2019",-4.63%
"Aug. 23, 2019",-3.58%
"Aug. 22, 2019",-4.84%
"Aug. 21, 2019",-4.54%
"Aug. 20, 2019",-3.62%
"Aug. 19, 2019",-3.23%
"Aug. 16, 2019",-2.68%
"Aug. 15, 2019",-2.14%
"Aug. 14, 2019",-0.93%
"Aug. 13, 2019",-1.90%
"Aug. 12, 2019",-2.14%
"Aug. 9, 2019",-2.52%
"Aug. 8, 2019",-2.31%
"Aug. 7, 2019",-0.95%
"Aug. 6, 2019",-0.36%
"Aug. 5, 2019",0.98%
