date,accruals
"Dec. 31, 2019",-414.00M
"Sept. 30, 2019",-696.00M
"June 30, 2019",-303.00M
"March 31, 2019",-478.00M
"Dec. 31, 2018",-415.00M
"Sept. 30, 2018",-565.00M
"June 30, 2018",-285.00M
"March 31, 2018",-596.00M
"Dec. 31, 2017",-570.00M
"Sept. 30, 2017",-583.00M
"June 30, 2017",-347.00M
"March 31, 2017",-479.00M
"Dec. 31, 2016",-399.56M
"Sept. 30, 2016",-542.52M
"June 30, 2016",-425.68M
"March 31, 2016",-561.24M
"Dec. 31, 2015",-339.54M
"Sept. 30, 2015",-554.41M
"June 30, 2015",-326.72M
"March 31, 2015",-833.33M
"Dec. 31, 2014",-458.81M
"Sept. 30, 2014",-596.25M
"June 30, 2014",-251.70M
"March 31, 2014",-331.43M
"Dec. 31, 2013",-431.07M
"Sept. 30, 2013",-563.93M
"June 30, 2013",-235.04M
"March 31, 2013",-405.76M
"Dec. 31, 2012",-292.66M
"Sept. 30, 2012",-308.52M
"June 30, 2012",-204.75M
"March 31, 2012",-293.59M
"Dec. 31, 2011",-340.90M
"Sept. 30, 2011",-462.67M
"June 30, 2011",-304.91M
"March 31, 2011",-455.87M
"Dec. 31, 2010",-230.98M
"Sept. 30, 2010",-300.80M
"June 30, 2010",-221.86M
"March 31, 2010",-384.46M
"Dec. 31, 2009",-115.20M
"Sept. 30, 2009",-282.22M
"June 30, 2009",-196.11M
"March 31, 2009",-638.48M
"Dec. 31, 2008",-312.07M
"Sept. 30, 2008",-182.37M
"June 30, 2008",-151.03M
"March 31, 2008",-396.60M
"Dec. 31, 2007",-35.50M
"Sept. 30, 2007",-216.06M
"June 30, 2007",-261.32M
"March 31, 2007",-471.35M
"Dec. 31, 2006",-220.87M
"Sept. 30, 2006",-168.46M
"June 30, 2006",-429.19M
"March 31, 2006",-546.80M
"Dec. 31, 2005",256.16M
"Sept. 30, 2005",-325.33M
"June 30, 2005",-222.28M
"March 31, 2005",-358.72M
"Dec. 31, 2004",-115.40M
"Sept. 30, 2004",-256.73M
"June 30, 2004",168.89M
"March 31, 2004",-241.96M
"Dec. 31, 2003",92.67M
"Sept. 30, 2003",-138.05M
"June 30, 2003",-508.34M
"March 31, 2003",-205.40M
"Dec. 31, 2002",-179.48M
"Sept. 30, 2002",-3.106B
"June 30, 2002",-184.85M
"March 31, 2002",-221.80M
"Dec. 31, 2001",-101.57M
"Sept. 30, 2001",-535.19M
"June 30, 2001",-101.29M
"March 31, 2001",-51.00M
"Dec. 31, 2000",-295.11M
"Sept. 30, 2000",-211.84M
"June 30, 2000",-176.52M
"March 31, 2000",-302.76M
"Dec. 31, 1999",-404.90M
"Sept. 30, 1999",-159.55M
"June 30, 1999",19.22M
"March 31, 1999",-209.26M
"Dec. 31, 1998",279.33M
"Sept. 30, 1998",-179.20M
"June 30, 1998",-14.30M
"March 31, 1998",-163.60M
"Dec. 31, 1997",-115.50M
"Sept. 30, 1997",-132.60M
"June 30, 1997",-51.80M
"March 31, 1997",-152.50M
"Dec. 31, 1996",-27.90M
"Sept. 30, 1996",-197.50M
"June 30, 1996",107.00M
"March 31, 1996",-151.60M
"Dec. 31, 1995",-19.30M
"Sept. 30, 1995",-180.90M
"June 30, 1995",65.90M
"March 31, 1995",-163.70M
"Dec. 31, 1994",-57.60M
"Sept. 30, 1994",-136.60M
"June 30, 1994",64.00M
"March 31, 1994",-126.90M
