date,revenues_per_share
"Dec. 31, 2019",5.319
"Sept. 30, 2019",5.783
"June 30, 2019",4.975
"March 31, 2019",6.087
"Dec. 31, 2018",5.603
"Sept. 30, 2018",5.965
"June 30, 2018",5.212
"March 31, 2018",5.798
"Dec. 31, 2017",5.459
"Sept. 30, 2017",5.927
"June 30, 2017",5.196
"March 31, 2017",5.788
"Dec. 31, 2016",5.486
"Sept. 30, 2016",5.966
"June 30, 2016",4.907
"March 31, 2016",5.445
"Dec. 31, 2015",5.195
"Sept. 30, 2015",5.706
"June 30, 2015",4.950
"March 31, 2015",5.838
"Dec. 31, 2014",5.778
"Sept. 30, 2014",5.668
"June 30, 2014",5.333
"March 31, 2014",6.408
"Dec. 31, 2013",5.474
"Sept. 30, 2013",5.660
"June 30, 2013",5.178
"March 31, 2013",5.673
"Dec. 31, 2012",5.216
"Sept. 30, 2012",5.576
"June 30, 2012",4.661
"March 31, 2012",5.283
"Dec. 31, 2011",5.274
"Sept. 30, 2011",5.828
"June 30, 2011",5.025
"March 31, 2011",5.816
"Dec. 31, 2010",5.445
"Sept. 30, 2010",5.690
"June 30, 2010",5.012
"March 31, 2010",6.107
"Dec. 31, 2009",5.712
"Sept. 30, 2009",5.060
"June 30, 2009",4.414
"March 31, 2009",5.912
"Dec. 31, 2008",5.923
"Sept. 30, 2008",6.49
"June 30, 2008",6.001
"March 31, 2008",6.964
"Dec. 31, 2007",5.997
"Sept. 30, 2007",5.538
"June 30, 2007",5.238
"March 31, 2007",6.397
"Dec. 31, 2006",5.722
"Sept. 30, 2006",5.608
"June 30, 2006",4.833
"March 31, 2006",6.756
"Dec. 31, 2005",6.763
"Sept. 30, 2005",5.365
"June 30, 2005",4.850
"March 31, 2005",5.632
"Dec. 31, 2004",5.241
"Sept. 30, 2004",4.668
"June 30, 2004",4.173
"March 31, 2004",5.360
"Dec. 31, 2003",4.638
"Sept. 30, 2003",4.787
"June 30, 2003",4.288
"March 31, 2003",4.973
"Dec. 31, 2002",-0.227
"Sept. 30, 2002",6.223
"June 30, 2002",5.886
"March 31, 2002",9.367
"Dec. 31, 2001",-0.7392
"Sept. 30, 2001",8.658
"June 30, 2001",10.76
"March 31, 2001",12.32
"Dec. 31, 2000",13.66
"Sept. 30, 2000",7.562
"June 30, 2000",7.156
"March 31, 2000",5.086
"Dec. 31, 1999",35.69
"Sept. 30, 1999",5.314
"June 30, 1999",4.096
"March 31, 1999",4.872
"Dec. 31, 1998",29.51
"Sept. 30, 1998",5.104
"June 30, 1998",4.333
"March 31, 1998",4.744
"Dec. 31, 1997",4.756
"Sept. 30, 1997",5.057
"June 30, 1997",4.485
"March 31, 1997",5.407
"Dec. 31, 1996",5.071
"Sept. 30, 1996",4.607
"June 30, 1996",4.409
"March 31, 1996",5.270
"Dec. 31, 1995",4.795
"Sept. 30, 1995",4.965
"June 30, 1995",4.368
"March 31, 1995",4.984
"Dec. 31, 1994",4.543
"Sept. 30, 1994",4.613
"June 30, 1994",4.333
"March 31, 1994",5.123
"Dec. 31, 1993",4.623
"Sept. 30, 1993",4.394
"June 30, 1993",4.234
"March 31, 1993",5.182
"Dec. 31, 1992",4.610
"Sept. 30, 1992",4.244
"June 30, 1992",4.076
"March 31, 1992",4.555
"Dec. 31, 1991",4.270
"Sept. 30, 1991",4.719
"June 30, 1991",3.992
"March 31, 1991",4.640
"Dec. 31, 1990",3.435
"Sept. 30, 1990",4.423
"June 30, 1990",3.945
"March 31, 1990",4.650
"Dec. 31, 1989",3.994
"Sept. 30, 1989",3.862
"June 30, 1989",3.570
"March 31, 1989",4.482
"Dec. 31, 1988",3.869
"Sept. 30, 1988",4.240
"June 30, 1988",3.540
"March 31, 1988",4.392
"Dec. 31, 1987",3.428
"Sept. 30, 1987",3.760
"June 30, 1987",3.188
"March 31, 1987",3.778
"Dec. 31, 1986",3.379
"Sept. 30, 1986",3.459
"June 30, 1986",3.096
"March 31, 1986",4.322
"Dec. 31, 1985",3.724
"Sept. 30, 1985",3.125
"June 30, 1985",3.115
"March 31, 1985",4.408
"Dec. 31, 1984",3.584
"Sept. 30, 1984",3.343
"June 30, 1984",3.182
"March 31, 1984",4.246
