date,cash_on_hand
"Dec. 31, 2019",248.00M
"Sept. 30, 2019",864.00M
"June 30, 2019",353.00M
"March 31, 2019",94.00M
"Dec. 31, 2018",147.00M
"Sept. 30, 2018",213.00M
"June 30, 2018",332.00M
"March 31, 2018",116.00M
"Dec. 31, 2017",83.00M
"Sept. 30, 2017",167.84M
"June 30, 2017",61.38M
"March 31, 2017",73.98M
"Dec. 31, 2016",85.00M
"Sept. 30, 2016",353.38M
"June 30, 2016",76.71M
"March 31, 2016",101.49M
"Dec. 31, 2015",84.94M
"Sept. 30, 2015",404.41M
"June 30, 2015",135.60M
"March 31, 2015",133.04M
"Dec. 31, 2014",79.61M
"Sept. 30, 2014",137.87M
"June 30, 2014",99.54M
"March 31, 2014",132.31M
"Dec. 31, 2013",107.14M
"Sept. 30, 2013",101.83M
"June 30, 2013",58.82M
"March 31, 2013",112.96M
"Dec. 31, 2012",82.32M
"Sept. 30, 2012",747.27M
"June 30, 2012",63.53M
"March 31, 2012",99.74M
"Dec. 31, 2011",60.68M
"Sept. 30, 2011",194.16M
"June 30, 2011",101.60M
"March 31, 2011",94.34M
"Dec. 31, 2010",108.44M
"Sept. 30, 2010",279.03M
"June 30, 2010",129.89M
"March 31, 2010",136.49M
"Dec. 31, 2009",115.65M
"Sept. 30, 2009",90.21M
"June 30, 2009",380.25M
"March 31, 2009",301.32M
"Dec. 31, 2008",249.20M
"Sept. 30, 2008",383.98M
"June 30, 2008",70.87M
"March 31, 2008",175.84M
"Dec. 31, 2007",51.12M
"Sept. 30, 2007",360.87M
"June 30, 2007",38.83M
"March 31, 2007",65.00M
"Dec. 31, 2006",37.46M
"Sept. 30, 2006",32.96M
"June 30, 2006",161.21M
"March 31, 2006",81.91M
"Dec. 31, 2005",72.20M
"Sept. 30, 2005",185.68M
"June 30, 2005",54.47M
"March 31, 2005",68.99M
"Dec. 31, 2004",23.36M
"Sept. 30, 2004",90.78M
"June 30, 2004",118.81M
"March 31, 2004",526.69M
"Dec. 31, 2003",568.28M
"Sept. 30, 2003",695.70M
"June 30, 2003",429.50M
"March 31, 2003",1.035B
"Dec. 31, 2002",484.70M
"Sept. 30, 2002",1.265B
"June 30, 2002",495.61M
"March 31, 2002",429.44M
"Dec. 31, 2001",277.36M
"Sept. 30, 2001",302.49M
"June 30, 2001",346.62M
"March 31, 2001",343.88M
"Dec. 31, 2000",216.49M
"Sept. 30, 2000",263.22M
"June 30, 2000",120.47M
"March 31, 2000",187.98M
"Dec. 31, 1999",139.73M
"Sept. 30, 1999",86.70M
"June 30, 1999",98.20M
"March 31, 1999",58.20M
"Dec. 31, 1998",42.40M
"Sept. 30, 1998",88.90M
"June 30, 1998",40.10M
"March 31, 1998",134.80M
"Dec. 31, 1997",54.80M
"Sept. 30, 1997",112.50M
"June 30, 1997",53.10M
"March 31, 1997",47.50M
"Dec. 31, 1996",51.10M
"Sept. 30, 1996",79.40M
"June 30, 1996",39.10M
"March 31, 1996",94.70M
"Dec. 31, 1995",28.80M
"Sept. 30, 1995",45.90M
"June 30, 1995",58.40M
"March 31, 1995",36.50M
"Dec. 31, 1994",41.10M
"Sept. 30, 1994",39.80M
"June 30, 1994",31.80M
"March 31, 1994",55.40M
