date,max_drawdown_all
"Feb. 29, 2020",80.65%
"Jan. 31, 2020",80.65%
"Dec. 31, 2019",80.65%
"Nov. 30, 2019",80.65%
"Oct. 31, 2019",80.65%
"Sept. 30, 2019",80.65%
"Aug. 31, 2019",80.65%
"July 31, 2019",80.65%
"June 30, 2019",80.65%
"May 31, 2019",80.65%
"April 30, 2019",80.65%
"March 31, 2019",80.65%
"Feb. 28, 2019",80.65%
"Jan. 31, 2019",80.65%
"Dec. 31, 2018",80.65%
"Nov. 30, 2018",80.65%
"Oct. 31, 2018",80.65%
"Sept. 30, 2018",80.65%
"Aug. 31, 2018",80.65%
"July 31, 2018",80.65%
"June 30, 2018",80.65%
"May 31, 2018",80.65%
"April 30, 2018",80.65%
"March 31, 2018",80.65%
"Feb. 28, 2018",80.65%
"Jan. 31, 2018",80.65%
"Dec. 31, 2017",80.65%
"Nov. 30, 2017",80.65%
"Oct. 31, 2017",80.65%
"Sept. 30, 2017",80.65%
"Aug. 31, 2017",80.65%
"July 31, 2017",80.65%
"June 30, 2017",80.65%
"May 31, 2017",80.65%
"April 30, 2017",80.65%
"March 31, 2017",80.65%
"Feb. 28, 2017",80.65%
"Jan. 31, 2017",80.65%
"Dec. 31, 2016",80.65%
"Nov. 30, 2016",80.65%
"Oct. 31, 2016",80.65%
"Sept. 30, 2016",80.65%
"Aug. 31, 2016",80.65%
"July 31, 2016",80.65%
"June 30, 2016",80.65%
"May 31, 2016",80.65%
"April 30, 2016",80.65%
"March 31, 2016",80.65%
"Feb. 29, 2016",80.65%
"Jan. 31, 2016",80.65%
"Dec. 31, 2015",80.65%
"Nov. 30, 2015",80.65%
"Oct. 31, 2015",80.65%
"Sept. 30, 2015",80.65%
"Aug. 31, 2015",80.65%
"July 31, 2015",80.65%
"June 30, 2015",80.65%
"May 31, 2015",80.65%
"April 30, 2015",80.65%
"March 31, 2015",80.65%
"Feb. 28, 2015",80.65%
"Jan. 31, 2015",80.65%
"Dec. 31, 2014",80.65%
"Nov. 30, 2014",80.65%
"Oct. 31, 2014",80.65%
"Sept. 30, 2014",80.65%
"Aug. 31, 2014",80.65%
"July 31, 2014",80.65%
"June 30, 2014",80.65%
"May 31, 2014",80.65%
"April 30, 2014",80.65%
"March 31, 2014",80.65%
"Feb. 28, 2014",80.65%
"Jan. 31, 2014",80.65%
"Dec. 31, 2013",80.65%
"Nov. 30, 2013",80.65%
"Oct. 31, 2013",80.65%
"Sept. 30, 2013",80.65%
"Aug. 31, 2013",80.65%
"July 31, 2013",80.65%
"June 30, 2013",80.65%
"May 31, 2013",80.65%
"April 30, 2013",80.65%
"March 31, 2013",80.65%
"Feb. 28, 2013",80.65%
"Jan. 31, 2013",80.65%
"Dec. 31, 2012",80.65%
"Nov. 30, 2012",80.65%
"Oct. 31, 2012",80.65%
"Sept. 30, 2012",80.65%
"Aug. 31, 2012",80.65%
"July 31, 2012",80.65%
"June 30, 2012",80.65%
"May 31, 2012",80.65%
"April 30, 2012",80.65%
"March 31, 2012",80.65%
"Feb. 29, 2012",80.65%
"Jan. 31, 2012",80.65%
"Dec. 31, 2011",80.65%
"Nov. 30, 2011",80.65%
"Oct. 31, 2011",80.65%
"Sept. 30, 2011",80.65%
"Aug. 31, 2011",80.65%
"July 31, 2011",80.65%
"June 30, 2011",80.65%
"May 31, 2011",80.65%
"April 30, 2011",80.65%
"March 31, 2011",80.65%
"Feb. 28, 2011",80.65%
"Jan. 31, 2011",80.65%
"Dec. 31, 2010",80.65%
"Nov. 30, 2010",80.65%
"Oct. 31, 2010",80.65%
"Sept. 30, 2010",80.65%
"Aug. 31, 2010",80.65%
"July 31, 2010",80.65%
"June 30, 2010",80.65%
"May 31, 2010",80.65%
"April 30, 2010",80.65%
"March 31, 2010",80.65%
"Feb. 28, 2010",80.65%
"Jan. 31, 2010",80.65%
"Dec. 31, 2009",80.65%
"Nov. 30, 2009",80.65%
"Oct. 31, 2009",80.65%
"Sept. 30, 2009",80.65%
"Aug. 31, 2009",80.65%
"July 31, 2009",80.65%
"June 30, 2009",80.65%
"May 31, 2009",80.65%
"April 30, 2009",80.65%
"March 31, 2009",80.65%
