date,zmijewski_score
"Dec. 31, 2019",-0.272
"Sept. 30, 2019",-0.2625
"June 30, 2019",-0.2228
"March 31, 2019",-0.2459
"Dec. 31, 2018",-0.2921
"Sept. 30, 2018",-0.3228
"June 30, 2018",-0.2795
"March 31, 2018",-0.3033
"Dec. 31, 2017",-0.2893
"Sept. 30, 2017",-0.3124
"June 30, 2017",-0.2902
"March 31, 2017",-0.3025
"Dec. 31, 2016",-0.3017
"Sept. 30, 2016",-0.3282
"June 30, 2016",-0.3188
"March 31, 2016",-0.3322
"Dec. 31, 2015",-0.3232
"Sept. 30, 2015",-0.3462
"June 30, 2015",-0.3322
"March 31, 2015",-0.3423
"Dec. 31, 2014",-0.3548
"Sept. 30, 2014",-0.4125
"June 30, 2014",-0.406
"March 31, 2014",-0.405
"Dec. 31, 2013",-0.3877
"Sept. 30, 2013",-0.4223
"June 30, 2013",-0.4304
"March 31, 2013",-0.4399
"Dec. 31, 2012",-0.4071
"Sept. 30, 2012",-0.4088
"June 30, 2012",-0.4184
"March 31, 2012",-0.4301
"Dec. 31, 2011",-0.4214
"Sept. 30, 2011",-0.4886
"June 30, 2011",-0.4804
"March 31, 2011",-0.5016
"Dec. 31, 2010",-0.4819
"Sept. 30, 2010",-0.4567
"June 30, 2010",-0.4431
"March 31, 2010",-0.4474
"Dec. 31, 2009",-0.4341
"Sept. 30, 2009",-0.4279
"June 30, 2009",-0.4091
"March 31, 2009",-0.4271
"Dec. 31, 2008",-0.3831
"Sept. 30, 2008",-0.382
"June 30, 2008",-0.3303
"March 31, 2008",-0.344
"Dec. 31, 2007",-0.3374
"Sept. 30, 2007",-0.3218
"June 30, 2007",-0.3137
"March 31, 2007",-0.3105
"Dec. 31, 2006",-0.3053
"Sept. 30, 2006",-0.3272
"June 30, 2006",-0.2848
"March 31, 2006",-0.2821
"Dec. 31, 2005",-0.2182
"Sept. 30, 2005",-0.2034
"June 30, 2005",-0.211
"March 31, 2005",-0.2296
"Dec. 31, 2004",-0.2183
"Sept. 30, 2004",-0.3339
"June 30, 2004",-0.434
"March 31, 2004",-0.3206
"Dec. 31, 2003",-0.2585
"Sept. 30, 2003",-0.1413
"June 30, 2003",0.285
"March 31, 2003",0.6799
"Dec. 31, 2002",0.7659
"Sept. 30, 2002",0.558
"June 30, 2002",-0.1631
"March 31, 2002",-0.2118
"Dec. 31, 2001",-0.1662
"Sept. 30, 2001",-0.2271
"June 30, 2001",-0.228
"March 31, 2001",-0.3634
"Dec. 31, 2000",-0.3177
"Sept. 30, 2000",-0.4517
"June 30, 2000",-0.4097
"March 31, 2000",-0.1842
"Dec. 31, 1999",-0.6122
"Sept. 30, 1999",-0.7379
"June 30, 1999",-0.7364
"March 31, 1999",-1.041
"Dec. 31, 1998",-1.030
"Sept. 30, 1998",-0.7993
"June 30, 1998",-0.7785
"March 31, 1998",-0.7714
"Dec. 31, 1997",-0.8546
"Sept. 30, 1997",-0.8929
"June 30, 1997",-0.7298
"March 31, 1997",-0.8649
"Dec. 31, 1996",-0.8811
"Sept. 30, 1996",-0.9192
"June 30, 1996",-0.8943
"March 31, 1996",-0.9092
"Dec. 31, 1995",-0.9282
"Sept. 30, 1995",-0.9537
"June 30, 1995",-0.9145
"March 31, 1995",-0.9199
"Dec. 31, 1994",-0.8845
"Sept. 30, 1994",-0.9502
