date,f_score_ttm
"Dec. 31, 2019",5.00
"Sept. 30, 2019",7.00
"June 30, 2019",2.00
"March 31, 2019",2.00
"Dec. 31, 2018",3.00
"Sept. 30, 2018",3.00
"June 30, 2018",4.00
"March 31, 2018",5.00
"Dec. 31, 2017",2.00
"Sept. 30, 2017",7.00
"June 30, 2017",6.00
"March 31, 2017",3.00
"Dec. 31, 2016",5.00
"Sept. 30, 2016",6.00
"June 30, 2016",3.00
"March 31, 2016",5.00
"Dec. 31, 2015",3.00
"Sept. 30, 2015",7.00
"June 30, 2015",5.00
"March 31, 2015",4.00
"Dec. 31, 2014",5.00
"Sept. 30, 2014",5.00
"June 30, 2014",3.00
"March 31, 2014",5.00
"Dec. 31, 2013",4.00
"Sept. 30, 2013",4.00
"June 30, 2013",4.00
"March 31, 2013",7.00
"Dec. 31, 2012",2.00
"Sept. 30, 2012",4.00
"June 30, 2012",3.00
"March 31, 2012",1.00
"Dec. 31, 2011",4.00
"Sept. 30, 2011",7.00
"June 30, 2011",5.00
"March 31, 2011",6.00
"Dec. 31, 2010",2.00
"Sept. 30, 2010",8.00
"June 30, 2010",6.00
"March 31, 2010",4.00
"Dec. 31, 2009",5.00
"Sept. 30, 2009",4.00
"June 30, 2009",7.00
"March 31, 2009",5.00
"Dec. 31, 2008",5.00
"Sept. 30, 2008",3.00
"June 30, 2008",4.00
"March 31, 2008",6.00
"Dec. 31, 2007",
"Sept. 30, 2007",
"June 30, 2007",
"March 31, 2007",
"Dec. 31, 2006",
"Sept. 30, 2006",
"June 30, 2006",6.00
"March 31, 2006",6.00
"Dec. 31, 2005",4.00
"Sept. 30, 2005",6.00
"June 30, 2005",3.00
"March 31, 2005",4.00
"Dec. 31, 2004",4.00
"Sept. 30, 2004",3.00
"June 30, 2004",5.00
"March 31, 2004",7.00
"Dec. 31, 2003",8.00
"Sept. 30, 2003",5.00
"June 30, 2003",4.00
"March 31, 2003",5.00
"Dec. 31, 2002",4.00
"Sept. 30, 2002",3.00
"June 30, 2002",2.00
"March 31, 2002",4.00
"Dec. 31, 2001",4.00
"Sept. 30, 2001",5.00
"June 30, 2001",3.00
"March 31, 2001",6.00
"Dec. 31, 2000",2.00
"Sept. 30, 2000",2.00
"June 30, 2000",7.00
"March 31, 2000",2.00
"Dec. 31, 1999",3.00
"Sept. 30, 1999",3.00
"June 30, 1999",1.00
"March 31, 1999",3.00
"Dec. 31, 1998",
"Sept. 30, 1998",
"June 30, 1998",
"March 31, 1998",
"Dec. 31, 1997",
"Sept. 30, 1997",
"June 30, 1997",3.00
"March 31, 1997",2.00
"Dec. 31, 1996",5.00
"Sept. 30, 1996",4.00
"June 30, 1996",3.00
"March 31, 1996",4.00
"Dec. 31, 1995",5.00
"Sept. 30, 1995",8.00
"June 30, 1995",5.00
"March 31, 1995",6.00
