date,asset_utilization
"Dec. 31, 2019",0.2371
"Sept. 30, 2019",0.2444
"June 30, 2019",0.2515
"March 31, 2019",0.2594
"Dec. 31, 2018",0.2607
"Sept. 30, 2018",0.263
"June 30, 2018",0.2659
"March 31, 2018",0.2693
"Dec. 31, 2017",0.2718
"Sept. 30, 2017",0.2753
"June 30, 2017",0.2799
"March 31, 2017",0.2802
"Dec. 31, 2016",0.2793
"Sept. 30, 2016",0.2799
"June 30, 2016",0.2807
"March 31, 2016",0.285
"Dec. 31, 2015",0.2933
"Sept. 30, 2015",0.3064
"June 30, 2015",0.3112
"March 31, 2015",0.3213
"Dec. 31, 2014",0.3336
"Sept. 30, 2014",0.3353
"June 30, 2014",0.3401
"March 31, 2014",0.3433
"Dec. 31, 2013",0.3368
"Sept. 30, 2013",0.3372
"June 30, 2013",0.3412
"March 31, 2013",0.3375
"Dec. 31, 2012",0.3354
"Sept. 30, 2012",0.3419
"June 30, 2012",0.3528
"March 31, 2012",0.3643
"Dec. 31, 2011",0.3781
"Sept. 30, 2011",0.3868
"June 30, 2011",0.3879
"March 31, 2011",0.3908
"Dec. 31, 2010",0.3969
"Sept. 30, 2010",0.4061
"June 30, 2010",0.3979
"March 31, 2010",0.3892
"Dec. 31, 2009",0.3859
"Sept. 30, 2009",0.392
"June 30, 2009",0.4182
"March 31, 2009",0.4486
"Dec. 31, 2008",0.4679
"Sept. 30, 2008",0.4719
"June 30, 2008",0.4614
"March 31, 2008",0.4532
"Dec. 31, 2007",0.447
"Sept. 30, 2007",0.4488
"June 30, 2007",0.4558
"March 31, 2007",0.4517
"Dec. 31, 2006",0.4595
"Sept. 30, 2006",0.4809
"June 30, 2006",0.4783
"March 31, 2006",0.4822
"Dec. 31, 2005",0.4622
"Sept. 30, 2005",0.4369
"June 30, 2005",0.4293
"March 31, 2005",0.4171
"Dec. 31, 2004",0.411
"Sept. 30, 2004",0.4056
"June 30, 2004",0.4197
"March 31, 2004",0.3845
"Dec. 31, 2003",0.3435
"Sept. 30, 2003",0.2354
"June 30, 2003",0.2317
"March 31, 2003",0.2298
"Dec. 31, 2002",0.2708
"Sept. 30, 2002",0.2683
"June 30, 2002",0.29
"March 31, 2002",0.3587
"Dec. 31, 2001",0.4145
"Sept. 30, 2001",0.6436
"June 30, 2001",0.7208
"March 31, 2001",0.7681
"Dec. 31, 2000",0.6163
"Sept. 30, 2000",0.7905
"June 30, 2000",0.8103
"March 31, 2000",0.7134
"Dec. 31, 1999",0.7682
"Sept. 30, 1999",0.8518
"June 30, 1999",0.8807
"March 31, 1999",0.915
"Dec. 31, 1998",0.9151
"Sept. 30, 1998",0.392
"June 30, 1998",0.3867
"March 31, 1998",0.3862
"Dec. 31, 1997",0.3984
"Sept. 30, 1997",0.4089
"June 30, 1997",0.4073
"March 31, 1997",0.4131
"Dec. 31, 1996",0.4142
"Sept. 30, 1996",0.4125
"June 30, 1996",0.4228
"March 31, 1996",0.4291
"Dec. 31, 1995",0.4257
"Sept. 30, 1995",0.4247
"June 30, 1995",0.4206
"March 31, 1995",0.4242
"Dec. 31, 1994",0.4299
"Sept. 30, 1994",0.4378
