date,fulmer_h_score
"Dec. 31, 2019",2.065
"Sept. 30, 2019",2.059
"June 30, 2019",1.989
"March 31, 2019",2.039
"Dec. 31, 2018",2.068
"Sept. 30, 2018",2.127
"June 30, 2018",2.155
"March 31, 2018",2.164
"Dec. 31, 2017",2.170
"Sept. 30, 2017",2.190
"June 30, 2017",2.121
"March 31, 2017",2.103
"Dec. 31, 2016",2.138
"Sept. 30, 2016",2.162
"June 30, 2016",2.106
"March 31, 2016",2.127
"Dec. 31, 2015",2.072
"Sept. 30, 2015",2.159
"June 30, 2015",2.055
"March 31, 2015",2.066
"Dec. 31, 2014",2.136
"Sept. 30, 2014",2.097
"June 30, 2014",2.062
"March 31, 2014",2.037
"Dec. 31, 2013",2.009
"Sept. 30, 2013",2.013
"June 30, 2013",1.942
"March 31, 2013",1.924
"Dec. 31, 2012",1.802
"Sept. 30, 2012",1.853
"June 30, 2012",1.720
"March 31, 2012",1.705
"Dec. 31, 2011",1.807
"Sept. 30, 2011",1.832
"June 30, 2011",1.700
"March 31, 2011",1.688
"Dec. 31, 2010",1.666
"Sept. 30, 2010",1.68
"June 30, 2010",1.534
"March 31, 2010",1.517
"Dec. 31, 2009",1.598
"Sept. 30, 2009",1.556
"June 30, 2009",1.525
"March 31, 2009",1.746
"Dec. 31, 2008",2.097
"Sept. 30, 2008",2.638
