date,quality_ratio
"Dec. 31, 2019",0.0971
"Sept. 30, 2019",0.097
"June 30, 2019",0.0981
"March 31, 2019",0.0999
"Dec. 31, 2018",0.1007
"Sept. 30, 2018",0.1028
"June 30, 2018",0.1055
"March 31, 2018",0.107
"Dec. 31, 2017",0.1077
"Sept. 30, 2017",0.1092
"June 30, 2017",0.1092
"March 31, 2017",0.1086
"Dec. 31, 2016",0.1086
"Sept. 30, 2016",0.1077
"June 30, 2016",0.1071
"March 31, 2016",0.1068
"Dec. 31, 2015",0.1061
"Sept. 30, 2015",0.106
"June 30, 2015",0.1043
"March 31, 2015",0.1049
"Dec. 31, 2014",0.1066
"Sept. 30, 2014",0.1064
"June 30, 2014",0.107
"March 31, 2014",0.1081
"Dec. 31, 2013",0.1082
"Sept. 30, 2013",0.1092
"June 30, 2013",0.1135
"March 31, 2013",0.115
"Dec. 31, 2012",0.1132
"Sept. 30, 2012",0.0616
"June 30, 2012",0.0786
"March 31, 2012",0.097
"Dec. 31, 2011",0.1181
"Sept. 30, 2011",0.123
"June 30, 2011",0.1203
"March 31, 2011",0.1194
"Dec. 31, 2010",0.1174
"Sept. 30, 2010",0.1978
"June 30, 2010",0.1925
"March 31, 2010",0.1891
"Dec. 31, 2009",0.1874
"Sept. 30, 2009",0.1848
"June 30, 2009",0.1836
"March 31, 2009",0.1844
"Dec. 31, 2008",0.2186
"Sept. 30, 2008",0.2222
"June 30, 2008",0.2278
"March 31, 2008",0.2308
"Dec. 31, 2007",0.2268
"Sept. 30, 2007",
"June 30, 2007",
"March 31, 2007",
"Dec. 31, 2006",
"Sept. 30, 2006",
"June 30, 2006",0.2803
"March 31, 2006",0.2843
"Dec. 31, 2005",0.2739
"Sept. 30, 2005",0.2643
"June 30, 2005",0.2651
"March 31, 2005",0.2612
"Dec. 31, 2004",0.2592
"Sept. 30, 2004",0.2552
"June 30, 2004",0.2685
"March 31, 2004",0.2492
"Dec. 31, 2003",0.2236
"Sept. 30, 2003",0.1283
"June 30, 2003",0.1416
"March 31, 2003",0.1506
"Dec. 31, 2002",0.1957
"Sept. 30, 2002",0.1906
"June 30, 2002",0.1995
"March 31, 2002",0.2529
"Dec. 31, 2001",0.2912
"Sept. 30, 2001",0.3917
"June 30, 2001",0.4201
"March 31, 2001",0.4357
"Dec. 31, 2000",0.2892
"Sept. 30, 2000",0.4314
"June 30, 2000",0.4494
"March 31, 2000",0.3493
"Dec. 31, 1999",0.378
"Sept. 30, 1999",0.4619
"June 30, 1999",0.4826
"March 31, 1999",0.504
"Dec. 31, 1998",0.5041
"Sept. 30, 1998",
"June 30, 1998",
"March 31, 1998",
"Dec. 31, 1997",
"Sept. 30, 1997",
"June 30, 1997",0.2707
"March 31, 1997",0.2748
"Dec. 31, 1996",0.2774
"Sept. 30, 1996",0.2801
"June 30, 1996",0.2852
"March 31, 1996",0.2878
"Dec. 31, 1995",0.2886
"Sept. 30, 1995",0.2876
"June 30, 1995",0.2828
"March 31, 1995",0.2839
"Dec. 31, 1994",0.2856
