date,revenues_ttm
"Dec. 31, 2019",11.53B
"Sept. 30, 2019",11.61B
"June 30, 2019",11.65B
"March 31, 2019",11.73B
"Dec. 31, 2018",11.54B
"Sept. 30, 2018",11.45B
"June 30, 2018",11.42B
"March 31, 2018",11.41B
"Dec. 31, 2017",11.40B
"Sept. 30, 2017",11.40B
"June 30, 2017",11.43B
"March 31, 2017",11.28B
"Dec. 31, 2016",11.11B
"Sept. 30, 2016",10.96B
"June 30, 2016",10.82B
"March 31, 2016",10.83B
"Dec. 31, 2015",11.02B
"Sept. 30, 2015",11.31B
"June 30, 2015",11.28B
"March 31, 2015",11.45B
"Dec. 31, 2014",11.69B
"Sept. 30, 2014",11.49B
"June 30, 2014",11.44B
"March 31, 2014",11.33B
"Dec. 31, 2013",10.91B
"Sept. 30, 2013",10.74B
"June 30, 2013",10.64B
"March 31, 2013",10.33B
"Dec. 31, 2012",10.13B
"Sept. 30, 2012",10.15B
"June 30, 2012",10.25B
"March 31, 2012",10.42B
"Dec. 31, 2011",10.65B
"Sept. 30, 2011",10.65B
"June 30, 2011",10.45B
"March 31, 2011",10.32B
"Dec. 31, 2010",10.31B
"Sept. 30, 2010",10.36B
"June 30, 2010",10.05B
"March 31, 2010",9.756B
"Dec. 31, 2009",9.644B
"Sept. 30, 2009",9.734B
"June 30, 2009",10.27B
"March 31, 2009",10.87B
"Dec. 31, 2008",11.20B
"Sept. 30, 2008",11.10B
"June 30, 2008",10.65B
"March 31, 2008",10.30B
"Dec. 31, 2007",10.03B
"Sept. 30, 2007",9.898B
"June 30, 2007",9.909B
"March 31, 2007",9.716B
"Dec. 31, 2006",9.840B
"Sept. 30, 2006",10.26B
"June 30, 2006",10.13B
"March 31, 2006",10.12B
"Dec. 31, 2005",9.626B
"Sept. 30, 2005",8.972B
"June 30, 2005",8.661B
"March 31, 2005",8.360B
"Dec. 31, 2004",8.231B
"Sept. 30, 2004",7.958B
"June 30, 2004",7.985B
"March 31, 2004",7.934B
"Dec. 31, 2003",7.748B
"Sept. 30, 2003",5.696B
"June 30, 2003",6.168B
"March 31, 2003",6.681B
"Dec. 31, 2002",7.923B
"Sept. 30, 2002",7.761B
"June 30, 2002",8.270B
"March 31, 2002",9.741B
"Dec. 31, 2001",10.63B
"Sept. 30, 2001",15.52B
"June 30, 2001",15.10B
"March 31, 2001",13.82B
"Dec. 31, 2000",10.41B
"Sept. 30, 2000",11.28B
"June 30, 2000",9.532B
"March 31, 2000",7.743B
"Dec. 31, 1999",7.693B
"Sept. 30, 1999",6.690B
"June 30, 1999",6.643B
"March 31, 1999",6.654B
"Dec. 31, 1998",6.612B
"Sept. 30, 1998",2.806B
"June 30, 1998",2.737B
"March 31, 1998",2.693B
"Dec. 31, 1997",2.734B
"Sept. 30, 1997",2.744B
"June 30, 1997",2.680B
"March 31, 1997",2.678B
"Dec. 31, 1996",2.654B
"Sept. 30, 1996",2.597B
"June 30, 1996",2.629B
"March 31, 1996",2.626B
"Dec. 31, 1995",2.569B
"Sept. 30, 1995",2.524B
"June 30, 1995",2.472B
"March 31, 1995",2.464B
"Dec. 31, 1994",2.486B
"Sept. 30, 1994",2.508B
"June 30, 1994",2.483B
"March 31, 1994",2.447B
"Dec. 31, 1993",2.404B
"Sept. 30, 1993",2.346B
"June 30, 1993",2.282B
"March 31, 1993",2.236B
"Dec. 31, 1992",2.160B
"Sept. 30, 1992",2.121B
"June 30, 1992",2.187B
"March 31, 1992",2.188B
"Dec. 31, 1991",2.201B
"Sept. 30, 1991",2.099B
"June 30, 1991",2.065B
"March 31, 1991",2.058B
"Dec. 31, 1990",2.064B
"Sept. 30, 1990",2.133B
"June 30, 1990",2.061B
"March 31, 1990",2.013B
"Dec. 31, 1989",1.990B
"Sept. 30, 1989",1.974B
"June 30, 1989",2.021B
"March 31, 1989",2.018B
"Dec. 31, 1988",2.006B
"Sept. 30, 1988",1.951B
"June 30, 1988",1.891B
"March 31, 1988",1.847B
"Dec. 31, 1987",1.770B
"Sept. 30, 1987",1.763B
"June 30, 1987",1.725B
"March 31, 1987",1.714B
"Dec. 31, 1986",1.782B
"Sept. 30, 1986",1.826B
"June 30, 1986",1.784B
"March 31, 1986",1.783B
"Dec. 31, 1985",1.789B
"Sept. 30, 1985",1.767B
"June 30, 1985",1.790B
"March 31, 1985",1.797B
"Dec. 31, 1984",1.776B
