date,market_beta_60_month
"Feb. 29, 2020",0.2682
"Jan. 31, 2020",0.0907
"Dec. 31, 2019",0.0823
"Nov. 30, 2019",0.0658
"Oct. 31, 2019",0.084
"Sept. 30, 2019",0.1091
"Aug. 31, 2019",0.1273
"July 31, 2019",0.1598
"June 30, 2019",0.1786
"May 31, 2019",0.1683
"April 30, 2019",0.1718
"March 31, 2019",0.1776
"Feb. 28, 2019",0.1749
"Jan. 31, 2019",0.1801
"Dec. 31, 2018",0.1149
"Nov. 30, 2018",0.0005
"Oct. 31, 2018",-0.0302
"Sept. 30, 2018",0.0368
"Aug. 31, 2018",0.0275
"July 31, 2018",0.09
"June 30, 2018",0.1186
"May 31, 2018",0.1252
"April 30, 2018",0.1075
"March 31, 2018",0.1208
"Feb. 28, 2018",0.1793
"Jan. 31, 2018",0.12
"Dec. 31, 2017",0.2097
"Nov. 30, 2017",0.2085
"Oct. 31, 2017",0.2067
"Sept. 30, 2017",0.1903
"Aug. 31, 2017",0.1968
"July 31, 2017",0.1885
"June 30, 2017",0.1859
"May 31, 2017",0.1835
"April 30, 2017",0.1306
"March 31, 2017",0.1266
"Feb. 28, 2017",0.1267
"Jan. 31, 2017",0.0912
"Dec. 31, 2016",0.0584
"Nov. 30, 2016",0.0506
"Oct. 31, 2016",0.0851
"Sept. 30, 2016",0.1274
"Aug. 31, 2016",0.1149
"July 31, 2016",0.0845
"June 30, 2016",0.1073
"May 31, 2016",0.1219
"April 30, 2016",0.1177
"March 31, 2016",0.1142
"Feb. 29, 2016",0.0754
"Jan. 31, 2016",0.0793
"Dec. 31, 2015",0.1276
"Nov. 30, 2015",0.1267
"Oct. 31, 2015",0.1297
"Sept. 30, 2015",0.1556
"Aug. 31, 2015",0.2041
"July 31, 2015",0.1657
"June 30, 2015",0.1956
"May 31, 2015",0.1559
"April 30, 2015",0.2181
"March 31, 2015",0.2177
"Feb. 28, 2015",0.2183
"Jan. 31, 2015",0.2596
"Dec. 31, 2014",0.2942
"Nov. 30, 2014",0.3084
"Oct. 31, 2014",0.3363
"Sept. 30, 2014",0.3334
"Aug. 31, 2014",0.3095
"July 31, 2014",0.2957
"June 30, 2014",0.3166
"May 31, 2014",0.3023
"April 30, 2014",0.2635
"March 31, 2014",0.2307
"Feb. 28, 2014",0.255
"Jan. 31, 2014",0.2696
"Dec. 31, 2013",0.2759
"Nov. 30, 2013",0.2769
"Oct. 31, 2013",0.2225
"Sept. 30, 2013",0.3285
"Aug. 31, 2013",0.3262
"July 31, 2013",0.3122
"June 30, 2013",0.3043
"May 31, 2013",0.3187
"April 30, 2013",0.3306
"March 31, 2013",0.3306
"Feb. 28, 2013",0.3258
"Jan. 31, 2013",0.3339
"Dec. 31, 2012",0.354
"Nov. 30, 2012",0.3553
"Oct. 31, 2012",0.3484
"Sept. 30, 2012",0.353
"Aug. 31, 2012",0.3615
"July 31, 2012",0.3688
"June 30, 2012",0.3689
"May 31, 2012",0.379
"April 30, 2012",0.3842
"March 31, 2012",0.3744
"Feb. 29, 2012",0.3778
"Jan. 31, 2012",0.3822
"Dec. 31, 2011",0.3973
"Nov. 30, 2011",0.3949
"Oct. 31, 2011",0.3977
"Sept. 30, 2011",0.4094
"Aug. 31, 2011",0.4218
"July 31, 2011",0.4407
"June 30, 2011",0.4397
"May 31, 2011",0.4383
"April 30, 2011",0.4394
"March 31, 2011",0.4413
"Feb. 28, 2011",0.44
"Jan. 31, 2011",0.4415
"Dec. 31, 2010",0.4487
"Nov. 30, 2010",0.4591
"Oct. 31, 2010",0.4552
"Sept. 30, 2010",0.46
"Aug. 31, 2010",0.4652
"July 31, 2010",0.4752
"June 30, 2010",0.4538
"May 31, 2010",0.4681
"April 30, 2010",0.4625
"March 31, 2010",0.4612
"Feb. 28, 2010",0.4658
"Jan. 31, 2010",0.4639
"Dec. 31, 2009",0.4599
"Nov. 30, 2009",0.4534
"Oct. 31, 2009",0.4427
"Sept. 30, 2009",0.4371
"Aug. 31, 2009",0.4461
"July 31, 2009",0.4558
"June 30, 2009",0.4203
"May 31, 2009",0.4153
"April 30, 2009",0.4646
"March 31, 2009",0.529
"Feb. 28, 2009",0.5159
"Jan. 31, 2009",0.5248
"Dec. 31, 2008",0.5585
"Nov. 30, 2008",0.5623
"Oct. 31, 2008",0.6672
"Sept. 30, 2008",0.6132
"Aug. 31, 2008",0.6669
"July 31, 2008",0.6634
"June 30, 2008",0.6523
"May 31, 2008",0.6561
"April 30, 2008",0.7705
"March 31, 2008",0.7473
"Feb. 29, 2008",0.7533
"Jan. 31, 2008",0.7176
"Dec. 31, 2007",0.6166
"Nov. 30, 2007",0.4958
"Oct. 31, 2007",0.5276
"Sept. 30, 2007",0.6593
"Aug. 31, 2007",0.6019
"July 31, 2007",0.5819
"June 30, 2007",1.299
"May 31, 2007",1.416
"April 30, 2007",1.484
"March 31, 2007",1.433
"Feb. 28, 2007",1.437
"Jan. 31, 2007",1.480
"Dec. 31, 2006",1.486
"Nov. 30, 2006",1.488
"Oct. 31, 2006",1.356
"Sept. 30, 2006",1.344
"Aug. 31, 2006",1.203
"July 31, 2006",1.136
"June 30, 2006",1.139
"May 31, 2006",1.150
"April 30, 2006",1.158
"March 31, 2006",1.114
"Feb. 28, 2006",1.016
"Jan. 31, 2006",0.8495
"Dec. 31, 2005",0.7944
"Nov. 30, 2005",0.7967
"Oct. 31, 2005",0.7203
"Sept. 30, 2005",0.7139
"Aug. 31, 2005",0.6562
"July 31, 2005",0.7034
"June 30, 2005",0.7032
"May 31, 2005",0.6775
"April 30, 2005",0.6632
"March 31, 2005",0.6336
"Feb. 28, 2005",0.6745
"Jan. 31, 2005",0.6959
"Dec. 31, 2004",0.6929
"Nov. 30, 2004",0.6611
"Oct. 31, 2004",0.6437
"Sept. 30, 2004",0.6225
"Aug. 31, 2004",0.6365
"July 31, 2004",0.6346
"June 30, 2004",0.6529
"May 31, 2004",0.6101
"April 30, 2004",0.5956
"March 31, 2004",0.5959
"Feb. 29, 2004",0.5624
"Jan. 31, 2004",0.5697
"Dec. 31, 2003",0.5525
"Nov. 30, 2003",0.5494
"Oct. 31, 2003",0.5366
"Sept. 30, 2003",0.4827
"Aug. 31, 2003",0.5032
"July 31, 2003",0.4395
"June 30, 2003",0.4473
"May 31, 2003",0.4454
"April 30, 2003",0.4102
"March 31, 2003",0.3974
"Feb. 28, 2003",0.4042
"Jan. 31, 2003",0.4039
"Dec. 31, 2002",0.4013
"Nov. 30, 2002",0.4316
"Oct. 31, 2002",0.4469
"Sept. 30, 2002",0.3859
"Aug. 31, 2002",0.4025
"July 31, 2002",0.4043
"June 30, 2002",0.1195
"May 31, 2002",0.026
"April 30, 2002",0.0351
"March 31, 2002",0.0287
