date,times_interest_earned
"Dec. 31, 2019",3.007
"Sept. 30, 2019",2.938
"June 30, 2019",2.966
"March 31, 2019",3.095
"Dec. 31, 2018",3.172
"Sept. 30, 2018",3.296
"June 30, 2018",3.559
"March 31, 2018",3.619
"Dec. 31, 2017",3.656
"Sept. 30, 2017",3.736
"June 30, 2017",3.702
"March 31, 2017",3.649
"Dec. 31, 2016",3.708
"Sept. 30, 2016",3.762
"June 30, 2016",3.762
"March 31, 2016",3.857
"Dec. 31, 2015",3.680
"Sept. 30, 2015",3.668
"June 30, 2015",3.549
"March 31, 2015",3.583
"Dec. 31, 2014",3.936
"Sept. 30, 2014",3.832
"June 30, 2014",3.810
"March 31, 2014",3.753
"Dec. 31, 2013",3.673
"Sept. 30, 2013",3.657
"June 30, 2013",3.700
"March 31, 2013",3.649
"Dec. 31, 2012",3.414
"Sept. 30, 2012",3.347
"June 30, 2012",3.242
"March 31, 2012",3.175
"Dec. 31, 2011",3.283
"Sept. 30, 2011",3.388
"June 30, 2011",3.294
"March 31, 2011",3.284
"Dec. 31, 2010",3.220
"Sept. 30, 2010",3.325
"June 30, 2010",3.148
"March 31, 2010",3.110
"Dec. 31, 2009",3.072
"Sept. 30, 2009",3.036
"June 30, 2009",3.050
"March 31, 2009",3.927
"Dec. 31, 2008",5.812
"Sept. 30, 2008",11.22
