date,days_inventory_outstanding
"Dec. 31, 2019",29.39
"Sept. 30, 2019",29.36
"June 30, 2019",27.84
"March 31, 2019",22.65
"Dec. 31, 2018",26.04
"Sept. 30, 2018",27.88
"June 30, 2018",28.16
"March 31, 2018",26.86
"Dec. 31, 2017",31.48
"Sept. 30, 2017",32.76
"June 30, 2017",30.01
"March 31, 2017",27.27
"Dec. 31, 2016",31.37
"Sept. 30, 2016",30.58
"June 30, 2016",30.79
"March 31, 2016",29.26
"Dec. 31, 2015",33.12
"Sept. 30, 2015",32.47
"June 30, 2015",28.98
"March 31, 2015",24.92
"Dec. 31, 2014",26.88
"Sept. 30, 2014",29.51
"June 30, 2014",23.18
"March 31, 2014",20.44
"Dec. 31, 2013",27.21
"Sept. 30, 2013",28.57
"June 30, 2013",24.29
"March 31, 2013",23.59
"Dec. 31, 2012",27.37
"Sept. 30, 2012",29.63
"June 30, 2012",29.13
"March 31, 2012",27.70
"Dec. 31, 2011",16.27
"Sept. 30, 2011",40.06
"June 30, 2011",36.48
"March 31, 2011",30.85
"Dec. 31, 2010",15.56
"Sept. 30, 2010",40.62
"June 30, 2010",37.42
"March 31, 2010",29.47
"Dec. 31, 2009",35.69
"Sept. 30, 2009",42.69
"June 30, 2009",42.68
"March 31, 2009",33.50
"Dec. 31, 2008",39.32
"Sept. 30, 2008",38.67
"June 30, 2008",32.07
"March 31, 2008",40.12
"Dec. 31, 2007",31.87
"Sept. 30, 2007",36.03
"June 30, 2007",29.05
"March 31, 2007",41.64
"Dec. 31, 2006",
"Sept. 30, 2006",
"June 30, 2006",37.31
"March 31, 2006",42.09
"Dec. 31, 2005",30.63
"Sept. 30, 2005",17.88
"June 30, 2005",22.06
"March 31, 2005",26.90
"Dec. 31, 2004",40.91
"Sept. 30, 2004",40.62
"June 30, 2004",42.33
"March 31, 2004",46.33
"Dec. 31, 2003",52.12
"Sept. 30, 2003",40.55
"June 30, 2003",63.09
"March 31, 2003",71.30
"Dec. 31, 2002",87.11
"Sept. 30, 2002",100.19
"June 30, 2002",111.03
"March 31, 2002",124.98
"Dec. 31, 2001",102.62
"Sept. 30, 2001",59.38
"June 30, 2001",58.59
"March 31, 2001",56.71
"Dec. 31, 2000",13.73
"Sept. 30, 2000",36.54
"June 30, 2000",60.24
"March 31, 2000",109.87
"Dec. 31, 1999",10.16
"Sept. 30, 1999",67.79
"June 30, 1999",73.88
"March 31, 1999",53.23
"Dec. 31, 1998",6.912
"Sept. 30, 1998",64.63
"June 30, 1998",68.19
"March 31, 1998",55.51
"Dec. 31, 1997",
"Sept. 30, 1997",
"June 30, 1997",72.76
"March 31, 1997",46.85
"Dec. 31, 1996",56.40
"Sept. 30, 1996",84.75
"June 30, 1996",68.75
"March 31, 1996",46.01
"Dec. 31, 1995",63.00
"Sept. 30, 1995",73.06
"June 30, 1995",71.81
"March 31, 1995",60.28
"Dec. 31, 1994",71.40
"Sept. 30, 1994",77.18
"June 30, 1994",71.06
