date,tobin_q
"Dec. 31, 2019",0.6259
"Sept. 30, 2019",0.6541
"June 30, 2019",0.6592
"March 31, 2019",0.6725
"Dec. 31, 2018",0.6369
"Sept. 30, 2018",0.6176
"June 30, 2018",0.6214
"March 31, 2018",0.5946
"Dec. 31, 2017",0.5945
"Sept. 30, 2017",0.5736
"June 30, 2017",0.5749
"March 31, 2017",0.5744
"Dec. 31, 2016",0.5749
"Sept. 30, 2016",0.5558
"June 30, 2016",0.5864
"March 31, 2016",0.5744
"Dec. 31, 2015",0.4573
"Sept. 30, 2015",0.4571
"June 30, 2015",0.4776
"March 31, 2015",0.5279
"Dec. 31, 2014",0.563
"Sept. 30, 2014",0.5365
"June 30, 2014",0.5842
"March 31, 2014",0.5749
"Dec. 31, 2013",0.4922
"Sept. 30, 2013",0.5213
"June 30, 2013",0.5437
"March 31, 2013",0.5868
"Dec. 31, 2012",0.5273
"Sept. 30, 2012",0.5754
"June 30, 2012",0.602
"March 31, 2012",0.6199
"Dec. 31, 2011",0.734
"Sept. 30, 2011",0.7295
"June 30, 2011",0.7661
"March 31, 2011",0.7587
"Dec. 31, 2010",0.7162
"Sept. 30, 2010",
"June 30, 2010",
"March 31, 2010",0.7616
"Dec. 31, 2009",0.8629
"Sept. 30, 2009",0.8827
"June 30, 2009",0.9009
"March 31, 2009",0.8459
"Dec. 31, 2008",1.007
"Sept. 30, 2008",1.181
"June 30, 2008",1.555
"March 31, 2008",1.461
"Dec. 31, 2007",1.477
"Sept. 30, 2007",1.352
"June 30, 2007",1.332
"March 31, 2007",1.310
"Dec. 31, 2006",1.222
"Sept. 30, 2006",1.282
"June 30, 2006",1.218
"March 31, 2006",1.164
"Dec. 31, 2005",1.147
"Sept. 30, 2005",1.139
"June 30, 2005",1.136
"March 31, 2005",1.042
"Dec. 31, 2004",0.9947
"Sept. 30, 2004",0.892
"June 30, 2004",0.8457
"March 31, 2004",0.843
"Dec. 31, 2003",0.8683
"Sept. 30, 2003",0.9029
"June 30, 2003",0.8476
"March 31, 2003",0.7881
"Dec. 31, 2002",0.8434
"Sept. 30, 2002",0.805
"June 30, 2002",0.8538
"March 31, 2002",0.8744
"Dec. 31, 2001",0.8313
"Sept. 30, 2001",0.7632
"June 30, 2001",0.9503
"March 31, 2001",0.9876
"Dec. 31, 2000",1.038
"Sept. 30, 2000",1.891
"June 30, 2000",1.003
"March 31, 2000",0.9834
"Dec. 31, 1999",0.9424
"Sept. 30, 1999",0.9773
"June 30, 1999",1.022
"March 31, 1999",0.9139
"Dec. 31, 1998",1.128
"Sept. 30, 1998",1.016
"June 30, 1998",0.8944
"March 31, 1998",0.7768
"Dec. 31, 1997",0.817
"Sept. 30, 1997",0.6456
"June 30, 1997",0.6155
"March 31, 1997",0.6128
"Dec. 31, 1996",0.6899
"Sept. 30, 1996",0.6785
"June 30, 1996",0.7158
"March 31, 1996",0.7213
"Dec. 31, 1995",0.787
"Sept. 30, 1995",0.7545
"June 30, 1995",0.7558
"March 31, 1995",0.7283
"Dec. 31, 1994",0.7307
"Sept. 30, 1994",0.7313
"June 30, 1994",0.7663
"March 31, 1994",0.789
