date,current_ratio
"Dec. 31, 2019",0.8486
"Sept. 30, 2019",0.9328
"June 30, 2019",0.9011
"March 31, 2019",1.020
"Dec. 31, 2018",1.169
"Sept. 30, 2018",1.329
"June 30, 2018",1.194
"March 31, 2018",1.136
"Dec. 31, 2017",1.102
"Sept. 30, 2017",1.026
"June 30, 2017",0.8759
"March 31, 2017",0.8446
"Dec. 31, 2016",0.9223
"Sept. 30, 2016",1.004
"June 30, 2016",0.9665
"March 31, 2016",0.8253
"Dec. 31, 2015",1.682
"Sept. 30, 2015",2.150
"June 30, 2015",2.364
"March 31, 2015",1.540
"Dec. 31, 2014",1.353
"Sept. 30, 2014",1.404
"June 30, 2014",1.147
"March 31, 2014",1.316
"Dec. 31, 2013",1.312
"Sept. 30, 2013",1.326
"June 30, 2013",1.124
"March 31, 2013",1.114
"Dec. 31, 2012",1.302
"Sept. 30, 2012",1.458
"June 30, 2012",1.454
"March 31, 2012",1.305
"Dec. 31, 2011",1.113
"Sept. 30, 2011",1.263
"June 30, 2011",1.168
"March 31, 2011",1.117
"Dec. 31, 2010",1.509
"Sept. 30, 2010",
"June 30, 2010",
"March 31, 2010",1.306
"Dec. 31, 2009",1.284
"Sept. 30, 2009",1.326
"June 30, 2009",1.398
"March 31, 2009",1.453
"Dec. 31, 2008",1.346
"Sept. 30, 2008",1.020
"June 30, 2008",0.8443
"March 31, 2008",0.8475
"Dec. 31, 2007",0.8136
"Sept. 30, 2007",0.9377
"June 30, 2007",0.925
"March 31, 2007",0.8712
"Dec. 31, 2006",0.8614
"Sept. 30, 2006",0.782
"June 30, 2006",0.6756
"March 31, 2006",0.6449
"Dec. 31, 2005",0.7065
"Sept. 30, 2005",0.7813
"June 30, 2005",0.8305
"March 31, 2005",0.6348
"Dec. 31, 2004",0.8023
"Sept. 30, 2004",0.8999
"June 30, 2004",1.051
"March 31, 2004",1.011
"Dec. 31, 2003",0.7974
"Sept. 30, 2003",0.7247
"June 30, 2003",0.6713
"March 31, 2003",0.7136
"Dec. 31, 2002",0.7022
"Sept. 30, 2002",0.7775
"June 30, 2002",0.8225
"March 31, 2002",0.8206
"Dec. 31, 2001",0.8547
"Sept. 30, 2001",1.105
"June 30, 2001",1.192
"March 31, 2001",0.9477
"Dec. 31, 2000",0.8996
"Sept. 30, 2000",0.8869
"June 30, 2000",0.9067
"March 31, 2000",0.9218
"Dec. 31, 1999",0.9495
"Sept. 30, 1999",1.295
"June 30, 1999",1.384
"March 31, 1999",1.750
"Dec. 31, 1998",0.3354
"Sept. 30, 1998",0.6399
"June 30, 1998",0.5715
"March 31, 1998",0.5332
"Dec. 31, 1997",0.6195
"Sept. 30, 1997",0.4575
"June 30, 1997",0.5125
"March 31, 1997",0.4481
"Dec. 31, 1996",0.381
"Sept. 30, 1996",0.6174
"June 30, 1996",0.5771
"March 31, 1996",0.5902
"Dec. 31, 1995",0.4514
"Sept. 30, 1995",0.6525
"June 30, 1995",0.642
"March 31, 1995",0.5263
"Dec. 31, 1994",0.5022
"Sept. 30, 1994",0.665
"June 30, 1994",0.6503
"March 31, 1994",0.5856
