date,cash_operations_ttm
"Dec. 31, 2019",6.659B
"Sept. 30, 2019",7.368B
"June 30, 2019",7.673B
"March 31, 2019",8.186B
"Dec. 31, 2018",8.644B
"Sept. 30, 2018",8.482B
"June 30, 2018",8.454B
"March 31, 2018",7.908B
"Dec. 31, 2017",7.48B
"Sept. 30, 2017",6.771B
"June 30, 2017",6.803B
"March 31, 2017",8.062B
"Dec. 31, 2016",8.461B
"Sept. 30, 2016",9.305B
"June 30, 2016",8.20B
"March 31, 2016",7.599B
"Dec. 31, 2015",7.616B
"Sept. 30, 2015",6.488B
"June 30, 2015",6.675B
"March 31, 2015",5.782B
"Dec. 31, 2014",4.457B
"Sept. 30, 2014",5.592B
"June 30, 2014",5.756B
"March 31, 2014",5.649B
"Dec. 31, 2013",6.343B
"Sept. 30, 2013",5.951B
"June 30, 2013",5.756B
"March 31, 2013",5.996B
"Dec. 31, 2012",6.131B
"Sept. 30, 2012",6.51B
"June 30, 2012",6.553B
"March 31, 2012",6.054B
"Dec. 31, 2011",4.853B
"Sept. 30, 2011",4.049B
"June 30, 2011",3.888B
"March 31, 2011",3.176B
"Dec. 31, 2010",5.244B
"Sept. 30, 2010",5.577B
"June 30, 2010",5.416B
"March 31, 2010",6.005B
"Dec. 31, 2009",6.094B
"Sept. 30, 2009",6.813B
"June 30, 2009",8.842B
"March 31, 2009",7.783B
"Dec. 31, 2008",6.551B
"Sept. 30, 2008",5.35B
"June 30, 2008",3.626B
"March 31, 2008",4.546B
"Dec. 31, 2007",4.496B
"Sept. 30, 2007",4.795B
"June 30, 2007",4.273B
"March 31, 2007",4.655B
"Dec. 31, 2006",4.835B
"Sept. 30, 2006",4.154B
"June 30, 2006",4.049B
"March 31, 2006",4.004B
"Dec. 31, 2005",2.147B
"Sept. 30, 2005",2.79B
"June 30, 2005",4.082B
"March 31, 2005",2.538B
"Dec. 31, 2004",4.398B
"Sept. 30, 2004",3.985B
"June 30, 2004",2.694B
"March 31, 2004",3.852B
"Dec. 31, 2003",3.384B
"Sept. 30, 2003",3.566B
"June 30, 2003",3.268B
"March 31, 2003",3.171B
"Dec. 31, 2002",3.614B
"Sept. 30, 2002",3.259B
"June 30, 2002",3.364B
"March 31, 2002",3.62B
"Dec. 31, 2001",3.615B
"Sept. 30, 2001",3.456B
"June 30, 2001",2.651B
"March 31, 2001",1.747B
"Dec. 31, 2000",1.096B
"Sept. 30, 2000",820.00M
"June 30, 2000",951.00M
"March 31, 2000",871.00M
"Dec. 31, 1999",883.00M
"Sept. 30, 1999",1.044B
"June 30, 1999",1.189B
"March 31, 1999",1.384B
"Dec. 31, 1998",1.433B
"Sept. 30, 1998",1.196B
"June 30, 1998",1.133B
"March 31, 1998",1.048B
"Dec. 31, 1997",1.038B
"Sept. 30, 1997",1.220B
"June 30, 1997",1.153B
"March 31, 1997",1.148B
"Dec. 31, 1996",1.172B
"Sept. 30, 1996",1.260B
"June 30, 1996",1.235B
"March 31, 1996",1.244B
"Dec. 31, 1995",1.240B
"Sept. 30, 1995",1.241B
"June 30, 1995",1.308B
"March 31, 1995",1.313B
"Dec. 31, 1994",1.295B
