date,shareholders_equity
"Dec. 31, 2019",32.22B
"Sept. 30, 2019",32.02B
"June 30, 2019",31.55B
"March 31, 2019",31.36B
"Dec. 31, 2018",30.74B
"Sept. 30, 2018",31.02B
"June 30, 2018",30.52B
"March 31, 2018",30.23B
"Dec. 31, 2017",29.90B
"Sept. 30, 2017",28.10B
"June 30, 2017",27.55B
"March 31, 2017",26.53B
"Dec. 31, 2016",25.84B
"Sept. 30, 2016",26.03B
"June 30, 2016",25.76B
"March 31, 2016",25.72B
"Dec. 31, 2015",25.79B
"Sept. 30, 2015",25.77B
"June 30, 2015",23.51B
"March 31, 2015",23.06B
"Dec. 31, 2014",22.61B
"Sept. 30, 2014",23.60B
"June 30, 2014",22.85B
"March 31, 2014",22.57B
"Dec. 31, 2013",22.73B
"Sept. 30, 2013",21.86B
"June 30, 2013",21.35B
"March 31, 2013",21.09B
"Dec. 31, 2012",21.43B
"Sept. 30, 2012",21.82B
"June 30, 2012",22.03B
"March 31, 2012",21.82B
"Dec. 31, 2011",14.38B
"Sept. 30, 2011",14.36B
"June 30, 2011",14.11B
"March 31, 2011",13.93B
"Dec. 31, 2010",13.56B
"March 31, 2010",13.45B
"Dec. 31, 2009",12.64B
"Sept. 30, 2009",12.49B
"June 30, 2009",12.15B
"March 31, 2009",12.10B
"Dec. 31, 2008",11.05B
"Sept. 30, 2008",11.59B
"June 30, 2008",9.887B
"March 31, 2008",9.833B
"Dec. 31, 2007",10.14B
"Sept. 30, 2007",10.42B
"June 30, 2007",11.17B
"March 31, 2007",10.12B
"Dec. 31, 2006",10.01B
"Sept. 30, 2006",9.702B
"June 30, 2006",9.735B
"March 31, 2006",9.185B
"Dec. 31, 2005",9.125B
"Sept. 30, 2005",10.16B
"June 30, 2005",10.04B
"March 31, 2005",9.713B
"Dec. 31, 2004",9.489B
"Sept. 30, 2004",9.546B
"June 30, 2004",9.026B
"March 31, 2004",8.699B
"Dec. 31, 2003",8.503B
"Sept. 30, 2003",8.327B
"June 30, 2003",8.378B
"March 31, 2003",8.004B
"Dec. 31, 2002",7.742B
"Sept. 30, 2002",8.511B
"June 30, 2002",8.346B
"March 31, 2002",8.051B
"Dec. 31, 2001",8.102B
"Sept. 30, 2001",7.832B
"June 30, 2001",7.534B
"March 31, 2001",7.357B
"Dec. 31, 2000",7.215B
"Sept. 30, 2000",1.864B
"June 30, 2000",1.609B
"March 31, 2000",2.032B
"Dec. 31, 1999",1.773B
"Sept. 30, 1999",2.066B
"June 30, 1999",1.918B
"March 31, 1999",2.709B
"Dec. 31, 1998",3.195B
"Sept. 30, 1998",3.351B
"June 30, 1998",3.108B
"March 31, 1998",3.008B
"Dec. 31, 1997",2.957B
"Sept. 30, 1997",5.016B
"June 30, 1997",4.964B
"March 31, 1997",4.946B
"Dec. 31, 1996",4.938B
"Sept. 30, 1996",4.924B
"June 30, 1996",4.875B
"March 31, 1996",4.878B
"Dec. 31, 1995",4.823B
"Sept. 30, 1995",4.882B
"June 30, 1995",4.793B
"March 31, 1995",4.732B
"Dec. 31, 1994",4.673B
"Sept. 30, 1994",4.64B
"June 30, 1994",4.954B
"March 31, 1994",4.936B
