date,fulmer_h_score
"Dec. 31, 2019",2.640
"Sept. 30, 2019",2.612
"June 30, 2019",2.557
"March 31, 2019",2.654
"Dec. 31, 2018",2.659
"Sept. 30, 2018",2.790
"June 30, 2018",2.800
"March 31, 2018",2.584
"Dec. 31, 2017",2.573
"Sept. 30, 2017",2.409
"June 30, 2017",2.222
"March 31, 2017",2.416
"Dec. 31, 2016",2.325
"Sept. 30, 2016",2.346
"June 30, 2016",2.452
"March 31, 2016",2.735
"Dec. 31, 2015",3.306
"Sept. 30, 2015",3.177
"June 30, 2015",3.181
"March 31, 2015",2.855
"Dec. 31, 2014",2.502
"Sept. 30, 2014",2.878
"June 30, 2014",2.741
"March 31, 2014",2.890
"Dec. 31, 2013",2.730
"Sept. 30, 2013",2.654
"June 30, 2013",2.391
"March 31, 2013",2.310
"Dec. 31, 2012",2.700
"Sept. 30, 2012",2.955
"June 30, 2012",3.206
"March 31, 2012",3.336
"Dec. 31, 2011",3.567
"Sept. 30, 2011",3.467
"June 30, 2011",3.526
"March 31, 2011",3.261
"Dec. 31, 2010",3.622
"Sept. 30, 2010",
"June 30, 2010",
"March 31, 2010",3.827
"Dec. 31, 2009",3.724
"Sept. 30, 2009",3.919
"June 30, 2009",4.503
"March 31, 2009",4.942
