date,springate_score
"Dec. 31, 2019",0.5123
"Sept. 30, 2019",0.5282
"June 30, 2019",0.5283
"March 31, 2019",0.5701
"Dec. 31, 2018",0.5794
"Sept. 30, 2018",0.6137
"June 30, 2018",0.6046
"March 31, 2018",0.5243
"Dec. 31, 2017",0.5072
"Sept. 30, 2017",0.4805
"June 30, 2017",0.4564
"March 31, 2017",0.4734
"Dec. 31, 2016",0.4578
"Sept. 30, 2016",0.4749
"June 30, 2016",0.4802
"March 31, 2016",0.5369
"Dec. 31, 2015",0.7952
"Sept. 30, 2015",0.7931
"June 30, 2015",0.8162
"March 31, 2015",0.702
"Dec. 31, 2014",0.5367
"Sept. 30, 2014",0.6182
"June 30, 2014",0.571
"March 31, 2014",0.6489
"Dec. 31, 2013",0.7144
"Sept. 30, 2013",0.6952
"June 30, 2013",0.5988
"March 31, 2013",0.5615
"Dec. 31, 2012",0.5587
"Sept. 30, 2012",0.6385
"June 30, 2012",0.7527
"March 31, 2012",0.8694
"Dec. 31, 2011",1.168
"Sept. 30, 2011",1.161
"June 30, 2011",1.301
"March 31, 2011",1.224
"Dec. 31, 2010",1.296
"Sept. 30, 2010",
"June 30, 2010",
"March 31, 2010",1.426
"Dec. 31, 2009",1.414
"Sept. 30, 2009",1.350
"June 30, 2009",1.232
"March 31, 2009",1.212
