date,enterprise_value
"March 19, 2020",71.13B
"March 18, 2020",71.74B
"March 17, 2020",74.62B
"March 16, 2020",69.28B
"March 13, 2020",74.97B
"March 12, 2020",73.91B
"March 11, 2020",78.33B
"March 10, 2020",81.56B
"March 9, 2020",80.38B
"March 6, 2020",83.55B
"March 5, 2020",84.49B
"March 4, 2020",85.16B
"March 3, 2020",82.60B
"March 2, 2020",83.81B
"Feb. 28, 2020",81.56B
"Feb. 27, 2020",83.54B
"Feb. 26, 2020",85.40B
"Feb. 25, 2020",85.97B
"Feb. 24, 2020",87.13B
"Feb. 21, 2020",88.00B
"Feb. 20, 2020",88.13B
"Feb. 19, 2020",87.89B
"Feb. 18, 2020",88.65B
"Feb. 14, 2020",88.04B
"Feb. 13, 2020",87.86B
"Feb. 12, 2020",87.56B
"Feb. 11, 2020",87.63B
"Feb. 10, 2020",86.63B
"Feb. 7, 2020",86.51B
"Feb. 6, 2020",86.58B
"Feb. 5, 2020",86.65B
"Feb. 4, 2020",86.42B
"Feb. 3, 2020",86.52B
"Jan. 31, 2020",85.93B
"Jan. 30, 2020",86.32B
"Jan. 29, 2020",86.08B
"Jan. 28, 2020",86.00B
"Jan. 27, 2020",85.55B
"Jan. 24, 2020",86.00B
"Jan. 23, 2020",86.22B
"Jan. 22, 2020",85.93B
"Jan. 21, 2020",85.86B
"Jan. 17, 2020",85.67B
"Jan. 16, 2020",85.04B
"Jan. 15, 2020",84.85B
"Jan. 14, 2020",84.13B
"Jan. 13, 2020",84.50B
"Jan. 10, 2020",84.57B
"Jan. 9, 2020",84.46B
"Jan. 8, 2020",84.32B
"Jan. 7, 2020",84.01B
"Jan. 6, 2020",83.96B
"Jan. 3, 2020",83.90B
"Jan. 2, 2020",83.76B
"Dec. 31, 2019",83.92B
"Dec. 30, 2019",82.16B
"Dec. 27, 2019",82.19B
"Dec. 26, 2019",82.11B
"Dec. 24, 2019",82.11B
"Dec. 23, 2019",81.99B
"Dec. 20, 2019",82.23B
"Dec. 19, 2019",81.78B
"Dec. 18, 2019",82.15B
"Dec. 17, 2019",81.78B
"Dec. 16, 2019",81.50B
"Dec. 13, 2019",80.65B
"Dec. 12, 2019",80.92B
"Dec. 11, 2019",81.01B
"Dec. 10, 2019",81.52B
"Dec. 9, 2019",81.73B
"Dec. 6, 2019",81.66B
"Dec. 5, 2019",81.66B
"Dec. 4, 2019",81.35B
"Dec. 3, 2019",81.08B
"Dec. 2, 2019",80.74B
"Nov. 29, 2019",81.21B
"Nov. 27, 2019",81.09B
"Nov. 26, 2019",80.83B
"Nov. 25, 2019",80.99B
"Nov. 22, 2019",81.24B
"Nov. 21, 2019",81.20B
"Nov. 20, 2019",82.14B
"Nov. 19, 2019",82.15B
"Nov. 18, 2019",82.19B
"Nov. 15, 2019",81.81B
"Nov. 14, 2019",81.44B
"Nov. 13, 2019",81.31B
"Nov. 12, 2019",81.13B
"Nov. 11, 2019",80.84B
"Nov. 8, 2019",81.51B
"Nov. 7, 2019",81.50B
"Nov. 6, 2019",81.62B
"Nov. 5, 2019",81.58B
"Nov. 4, 2019",81.31B
"Nov. 1, 2019",82.13B
"Oct. 31, 2019",82.27B
"Oct. 30, 2019",83.41B
"Oct. 29, 2019",82.63B
"Oct. 28, 2019",82.38B
"Oct. 25, 2019",82.66B
"Oct. 24, 2019",82.94B
"Oct. 23, 2019",82.43B
"Oct. 22, 2019",82.04B
"Oct. 21, 2019",81.51B
"Oct. 18, 2019",81.47B
"Oct. 17, 2019",80.88B
"Oct. 16, 2019",81.71B
"Oct. 15, 2019",83.80B
"Oct. 14, 2019",83.84B
"Oct. 11, 2019",84.23B
"Oct. 10, 2019",84.15B
"Oct. 9, 2019",84.62B
"Oct. 8, 2019",84.49B
