date,zmijewski_score
"Dec. 31, 2019",-0.3331
"Sept. 30, 2019",-0.3289
"June 30, 2019",-0.3225
"March 31, 2019",-0.3153
"Dec. 31, 2018",-0.2977
"Sept. 30, 2018",-0.3814
"June 30, 2018",-0.3897
"March 31, 2018",-0.3627
"Dec. 31, 2017",-0.364
"Sept. 30, 2017",-0.1875
"June 30, 2017",-0.1431
"March 31, 2017",-0.1026
"Dec. 31, 2016",-0.064
"Sept. 30, 2016",-0.0674
"June 30, 2016",-0.0891
"March 31, 2016",-0.1173
"Dec. 31, 2015",-0.3875
"Sept. 30, 2015",-0.3775
"June 30, 2015",-0.313
"March 31, 2015",-0.3709
"Dec. 31, 2014",-0.3259
"Sept. 30, 2014",-0.436
"June 30, 2014",-0.401
"March 31, 2014",-0.3829
"Dec. 31, 2013",-0.38
"Sept. 30, 2013",-0.3168
"June 30, 2013",-0.2828
"March 31, 2013",-0.2557
"Dec. 31, 2012",-0.2939
"Sept. 30, 2012",-0.3446
"June 30, 2012",-0.4091
"March 31, 2012",-0.4263
"Dec. 31, 2011",-0.351
"Sept. 30, 2011",-0.3654
"June 30, 2011",-0.4254
"March 31, 2011",-0.4105
"Dec. 31, 2010",-0.3534
"Sept. 30, 2010",
"June 30, 2010",
"March 31, 2010",-0.4076
"Dec. 31, 2009",-0.3617
"Sept. 30, 2009",-0.3508
"June 30, 2009",-0.3244
"March 31, 2009",-0.3335
"Dec. 31, 2008",-0.2386
"Sept. 30, 2008",-0.3638
"June 30, 2008",-0.1166
"March 31, 2008",-0.1327
"Dec. 31, 2007",-0.1967
"Sept. 30, 2007",-0.2291
"June 30, 2007",-0.2542
"March 31, 2007",-0.1358
"Dec. 31, 2006",-0.1042
"Sept. 30, 2006",0.0059
"June 30, 2006",-0.0605
"March 31, 2006",0.0271
"Dec. 31, 2005",0.037
"Sept. 30, 2005",-0.2163
"June 30, 2005",-0.2186
"March 31, 2005",-0.1645
"Dec. 31, 2004",-0.1187
"Sept. 30, 2004",-0.1413
"June 30, 2004",0.0025
"March 31, 2004",0.1002
"Dec. 31, 2003",0.0922
"Sept. 30, 2003",0.0171
"June 30, 2003",-0.0472
"March 31, 2003",-0.025
"Dec. 31, 2002",-0.0091
"Sept. 30, 2002",-0.2147
"June 30, 2002",-0.1388
"March 31, 2002",-0.0972
"Dec. 31, 2001",-0.1671
"Sept. 30, 2001",-0.0657
"June 30, 2001",-0.0322
"March 31, 2001",-0.0246
"Dec. 31, 2000",0.0121
"Sept. 30, 2000",0.2821
"June 30, 2000",0.3711
"March 31, 2000",0.179
"Dec. 31, 1999",0.3843
"Sept. 30, 1999",0.2584
"June 30, 1999",0.2277
"March 31, 1999",-0.001
"Dec. 31, 1998",-0.5535
"Sept. 30, 1998",0.1146
"June 30, 1998",0.2483
"March 31, 1998",0.2775
"Dec. 31, 1997",0.2829
"Sept. 30, 1997",-0.7906
"June 30, 1997",-0.7667
"March 31, 1997",-0.7393
"Dec. 31, 1996",-0.761
"Sept. 30, 1996",-0.8023
"June 30, 1996",-0.7973
"March 31, 1996",-0.7875
"Dec. 31, 1995",-0.7831
"Sept. 30, 1995",-0.7437
"June 30, 1995",-0.6792
"March 31, 1995",-0.6332
"Dec. 31, 1994",-0.6269
"Sept. 30, 1994",-0.6005
